# dialogue chunk 0007  entries 2401-2800 of 10370
# seq	block	idx	speaker	source	target
2401	click_map127_12_EV012_4ee7740e	0	char_mylus	You are not my Father.	你不是我的父亲。
2649	map232_4d0bd2ef	0	char_sovy	And in your situation, it is best to rely on things that serve you without hesitation.\nA friend with emotional stakes may not follow every order. That is a major flaw.\nThat blade, however — and the beings it can create — will cater to your desire.	而在你的处境下，最好依靠那些会毫不犹豫为你效力的东西。\n一个牵涉情感的友人未必会服从每一个命令。这是个大缺陷。\n而那把剑——以及它能创造出的存在——则会迎合你的意愿。
2650	map232_4b2f7eab	0		He points to the suits of armor scattered around the floor.{w}\nThat means the next lesson must be related to The Honor Guard.{w}\nThe Triumvirate could create a near-infinite amount. Could I do that, too?	他指向散落一地的盔甲。{w}\n这意味着下一课一定和荣誉卫队有关。{w}\n三人执政团能创造出近乎无限的数量。我也能做到吗？
2651	map232_d7576610	0	char_sovy	Normally the blade requires a sacrifice, and the energy within, to power that armor.\nBut there is so much energy within you — I wonder if you could do it by yourself.\nImagine an entire force of Honor Guard soldiers serving you. Such power.	通常这把剑需要祭品，以及其中的能量，才能驱动那些盔甲。\n但你体内有如此充沛的能量——我在想你是否能独自做到。\n想象一整支为你效力的荣誉卫队。何等强大的力量。
2652	map232_a3bf2a55	0	char_sovy	The Triumvirate is right to want that blade back. In your hands, it is a threat.\nAnd it makes sense why they'd want you dead, too. You are {i}The Monarchy{/i}.\nTake out that blade for me, [firstname]. Let's see if you can do what I think you can.	三人执政团想夺回那把剑是理所当然的。在你手里，它就是个威胁。\n他们想置你于死地也合情合理。你就是{i}王室{/i}。\n把剑拿出来给我看看，[firstname]。看看你能不能做到我认为你能做到的事。
2653	map232_d6e9e77c	0		I do as instructed, and take out the blade.	我照吩咐做了，取出那把剑。
2654	map232_f5b1bbd7	0	char_sovy	It responds to your will, your desire.\nThink of it as an extension of your body.\nA new muscle — ready to be trained.	它回应你的意志，你的渴望。\n把它当作你身体的延伸。\n一块新的肌肉——等待被锻炼。
2655	map232_26659c8c	0	char_sovy	Hold it out, toward those scattered pieces of armor.\nSee if your resolve is strong enough to give them life.\nThat's all it takes. A spark in your mind, to ignite a flame.	把它朝那些散落的盔甲举起来。\n看看你的决心是否强到足以赋予它们生命。\n要的就是这个。你心中的一点火花，去点燃一团烈焰。
2656	map232_449d1a35	0		I hold out the blade, pointing it toward the suits of armor.{w}\nI keep my eyes focused on them, trying to control them.{w}\nThe pieces start to move, rocking back and forth.	我举起剑，指向那些盔甲。{w}\n我目不转睛地盯着它们，试图控制它们。{w}\n那些残片开始动了起来，前后摇晃。
2657	map232_1a47b8aa	0		I focus with all of my strength, and they start to shake more.{w}\nBut as Sovy mentioned, it's like a new muscle. I can't flex it for long.{w}\nThe pieces stop shaking, and remain still, just as soon as they began to move.	我倾尽全力集中精神，它们抖得更厉害了。{w}\n但正如索维所说，这就像一块新肌肉。我坚持不了多久。{w}\n那些残片刚一活动起来，就停止颤抖，归于静止。
2658	map232_bd14a80e	0	char_sovy	Disappointing.	令人失望。
2659	map232_4d92ab94	0		I scoff at him, and assume a neutral stance.	我朝他哼了一声，摆出中立的姿态。
2660	map232_56f72f35	0	char_sovy	It seems as if you can only use the blade while under duress.\nI suppose that's not too bad. We'll be in Balteus soon enough, after all.\nAt least now you know what to do. Follow my directions, and you'll be fine.	看来你只有在身处险境时才能使用那把剑。\n我想这也不算太糟。毕竟我们很快就到巴尔泰乌斯了。\n至少现在你知道该怎么做了。照我的指示来，你会没事的。
2661	map232_d93664cd	0		He starts to walk away, but quickly turns around.	他正要走开，却很快又转过身来。
2662	map232_956c177d	0	char_sovy	There won't be enough time for you to master your fears.\nYou might have to embrace these dangerous situations in order to prevail.\nBut that blade is so powerful, I'd do whatever it takes to harness that power.	你没有足够的时间去克服恐惧。\n为了取胜，你可能不得不去拥抱这些危险的处境。\n但那把剑如此强大，为了驾驭那份力量，我会不惜一切代价。
2663	map232_fc83c1e4	0	char_sovy	I'll see you around, [firstname].\nFeel free to keep practicing if you feel the need.\nThis is going better than I expected, to say the least.	回头见，[firstname]。\n如果你觉得有必要，随时可以继续练习。\n至少可以说，这比我预期的顺利。
2664	map232_d00beaff	0		This time, he dismisses himself for real.	这一次，他是真的告辞了。
2665	map232_9d895fc4	0		Embrace the danger to become more powerful...?{w}\nThat seemed like backwards logic, but a lot of things were backwards lately.{w}\nIf the blade responded to my fear, and danger — then I guess I knew what to do.	拥抱危险来变得更强……？{w}\n这听起来像是颠倒的逻辑，但最近很多事都是颠倒的。{w}\n如果那把剑回应我的恐惧和危险——那我想我知道该怎么做了。
2666	map232_d903ff0f	0		Because Sovy was right. I could never retrain myself in time for our final attack.{w}\nWhat an odd situation to be in. But I guess in my position, I couldn't eschew risk.{w}\nHis implication was that — if I were in danger — the suits of armor would've risen up.	因为索维说得对。我根本来不及在最后的大决战前重新训练自己。{w}\n这处境真奇怪。但我想，以我的位置，我没法回避风险。{w}\n他言下之意是——如果我身处危险——那些盔甲就会活过来。
2667	map232_8b47ddb0	0		When the time comes — I can only hope that his prediction is correct.{w}\nI wonder what other lessons there are to learn. What else could the blade do?{w}\nPerhaps I'll learn more from Sovy the next time we meet. Wherever that ended up being.	到时候——我只能希望他的预测是对的。{w}\n我不知道还有什么别的课要学。那把剑还能做什么？{w}\n也许下次见到索维时，我能学到更多。不管那会在哪里。
2668	map232_59f8733c	0		His advice keeps playing on repeat in my mind.{w}\nEmotional stakes could be a hindrance in battle...?{w}\nWould I truly let something like that endanger our cause?	他的建议在我脑中反复回响。{w}\n情感的牵绊在战斗中会成为阻碍……？{w}\n我真会让那样的事危及我们的事业吗？
2669	map232_4e6dafbf	0		Would I sacrifice myself to save a comrade...?{w}\nOr in this case — I guess it works the other way around.{w}\nI close my eyes, and pray that we never have to find out.	我会牺牲自己去救同伴吗……？{w}\n又或者，在这种情况下——我想反过来也成立。{w}\n我闭上眼，祈祷我们永远不必知道答案。
2670	map119_07905ff7	0		We enter my personal quarters after a small trek through the HQ.{w}\nIt's larger than I thought it would be. The bed as well, is quite big.{w}\nThere isn't much of a tour to be had, so Damek sighs in relief.	在总部里走了一小段路后，我们走进了我的私人房间。{w}\n它比我预想的要大。床也相当大。{w}\n没什么可参观的，达梅克于是松了口气。
2671	map119_2d2d6b35	0	char_damek	Well, that about ends the tour.\nAfter this, it's just the crew quarters and the war table.\nI imagine this is where you'll spend most of your spare time.	好了，参观差不多到此结束了。\n之后只剩下船员舱和作战会议桌。\n我想你会在这里度过大部分闲暇时光。
2672	map119_0ee12c1c	0		He walks to the back of the room, and inspects the shelf on the wall.{w}\nMoving books and papers aside, he seems a bit sad.	他走到房间后部，查看墙上的架子。{w}\n他把书和纸张拨到一边，显得有点伤感。
2673	map119_52e5ac14	0	char_damek	This room belonged to Shane. He was dear to me.\nI sent him on a dangerous mission to The Triumvirate's castle.\nHe's been gone for a while, but I know he'll be back. I can feel it.	这个房间原本属于肖恩。他对我很重要。\n我派他去三人执政团的城堡执行一项危险任务。\n他已经离开有一阵子了，但我知道他会回来的。我能感觉到。
2674	map119_878bd5ea	0	char_damek	So try not to get {i}too{/i} comfortable, alright?\nThis is just where you'll stay in the meantime.\nI wouldn't want Shane to think I forgot about him.	所以别太{i}过{/i}安顿下来，好吗？\n这只是你暂时的住处。\n我不想让肖恩以为我忘了他。
2675	map119_f1ea982b	0		I nod. That makes perfect sense.{w}\nBut I wonder why he was inspecting the shelf.{w}\nHe stopped empty-handed, so he didn't find what he wanted.	我点点头。这完全说得通。{w}\n但我不明白他为什么要查看那个架子。{w}\n他空手而止，说明没找到想要的东西。
2676	map119_5a27e1ea	0	char_damek	You deserve a lot of rest, at least for today.\nJust follow me for a little bit longer. We're almost done.\nI'll show you where your comrades are staying.	你该好好休息，至少今天是这样。\n再跟我走一小会儿。我们快结束了。\n我带你去看看你的同伴们住哪儿。
2677	map119_2caff474	0	char_damek	Thanks for being so accommodating. \nI'll meet you outside, [firstname].	谢谢你这么周到。\n我在外面等你，[firstname]。
2678	map119_b1ea084a	0	char_damek	Thanks for being so accommodating. \nI'll meet you outside, [firstname].	谢谢你这么周到。\n我在外面等你，[firstname]。
2679	map119_8547b328	0	char_damek	Oh, uh — we should actually get things moving.\nI'll meet you outside, [firstname].	哦，呃——我们其实该加快进度了。\n我在外面等你，[firstname]。
2680	map119_3421e1c1	0	char_damek	Oh, uh — we should actually get things moving.\nI'll meet you outside, [firstname].	哦，呃——我们其实该加快进度了。\n我在外面等你，[firstname]。
2681	map119_47b64491	0	char_damek	Trust me, that's coming soon enough!\nI'll meet you outside, [firstname].	相信我，那很快就到了！\n我在外面等你，[firstname]。
2682	map119_dcc93857	0	char_damek	Trust me, that's coming soon enough!\nI'll meet you outside, [firstname].	相信我，那很快就到了！\n我在外面等你，[firstname]。
2683	map119_7f96945e	0	char_damek	Wonderful. Thank you so much.\nI'll meet you outside, [firstname].	太好了。非常感谢。\n我在外面等你，[firstname]。
2684	map119_ee634488	0	char_damek	Wonderful. Thank you so much.\nI'll meet you outside, [firstname].	太好了。非常感谢。\n我在外面等你，[firstname]。
2685	map119_83db4515	0		He walks back toward the door, and waits outside.{w}\nI guess it was time to finish this tour. Finally.{w}\nThe Crew Quarters was our next stop.	他走回门口，在外面等着。{w}\n我想是时候结束这次参观了。终于。{w}\n船员舱是我们的下一站。
2686	click_map125_4_EV004_163bcdf5	0		There's a table lined with pretty much everything I'd need.{w}\nIt seems like this room was equipped with stuff for a long stay.{w}\nHowever, something told me I wouldn't get to make much use of it.	桌上摆满了我几乎需要的一切。{w}\n看来这个房间是为一住很久而配备的。{w}\n可是，我有种感觉，我用不上多少。
2687	click_map125_4_EV004_913796eb	0		My training regiment would likely be intense.{w}\nEarly to rise, and late to sleep. I could tell.	我的训练计划大概会很严苛。{w}\n早起晚睡。我看得出来。
2688	click_map125_5_EV005_3736c665	0		Why are there candles so close to the bed?{w}\nI can understand wanting to be warm, but fire hazard much?{w}\nMaybe I'd blow them out if things got too concerning.	为什么蜡烛离床这么近？{w}\n想暖和点我能理解，但这也太有火灾隐患了吧？{w}\n要是情况太让人担心，也许我会把它们吹灭。
2689	click_map125_6_EV006_459c38a3	0		I inspect these boxes, and they're full of food.{w}\nThey definitely stocked me up for a long stay.{w}\nThankfully it was stuff that wouldn't go bad too fast.	我查看这些箱子，里面装满了食物。{w}\n他们绝对是为长住给我囤足了粮。{w}\n幸好都是些不容易很快变质的东西。
2690	click_map125_6_EV006_02b87d26	0		I rummage through it, impressed at the selection.{w}\nWas this all really provided by The Honor Guard?{w}\nThey don't need to eat. Just what were they doing...?	我翻找着，对这丰富的种类感到惊讶。{w}\n这些真的都是荣誉卫队提供的吗？{w}\n他们不需要进食。他们到底在做什么……？
2691	click_map125_7_EV007_b72841c8	0		It's Shane's journal.	这是肖恩的日志。
2692	click_map125_7_EV007_edcada0a	0		There's a bunch of scrolls and books ontop of this shelf.{w}\nThey must've belonged to the previous owner, Shane.{w}\nAs Damek mentioned, this used to be his quarters.	这个架子上放着一堆卷轴和书。{w}\n它们一定属于上一任主人，肖恩。{w}\n正如达梅克所说，这里曾是他的房间。
2693	click_map125_7_EV007_f8575912	0		A bit odd to give them away if he's still alive, though.{w}\nAfter investigating a bit more, I find his journal.{w}\nThe last entry is regarding his “upcoming” mission.	不过，如果他还活着，把这些东西送人有点奇怪。{w}\n再翻查一番后，我找到了他的日志。{w}\n最后一则记录是关于他“即将到来”的任务。
2694	click_map125_7_EV007_4a9c639e	0		So he was scared, but loyal to Damek.{w}\nGood thing Damek isn't the type to take advantage of that.{w}\nI'm sure Shane would carry out his goal just fine. Definitely.	所以他害怕，但对达梅克忠心耿耿。{w}\n幸好达梅克不是会利用这一点的人。{w}\n我相信肖恩会顺利完成他的目标。一定。
2695	click_map125_87_EV087_e7b93957	0		Cannot access content at this time.\nIf there is an X, you must complete preceding Heart-to-Hearts.\nIf there is a checkmark, you must move on to the next Heart-to-Heart.	目前无法访问此内容。\n如果显示 X，说明你必须完成前置的“交心”事件。\n如果显示对勾，说明你必须先进行下一个“交心”事件。
2696	map236_82e54d29	0		I sat on my bed, thinking about the blade, and what I could do with it.{w}\nAs if on some sort of cue, I hear a knock on my door. Sovy enters.{w}\nHe seems much more relaxed than normal. Like he's comfortable.	我坐在床上，想着那把剑，以及我能用它做什么。{w}\n仿佛得到了某种暗示，我听到敲门声。索维走了进来。{w}\n他看起来比平时放松得多。像是很自在。
2697	map236_241a708a	0	char_sovy	So, did you manage to get any more practice in?\nOr were you just going to improvise when we got to Balteus?\nBoth are good options, given the circumstances. I'm just curious.	那么，你有没有再多练练？\n还是打算到了巴尔泰乌斯就临场发挥？\n就目前的情况看，两种都行。我只是好奇。
2698	map236_911d4e0b	0	char_sovy	That's good. The more the better, that's what I say.\nBut at the same time, you're limited. I trained my entire life.\nIf you only have a few days, don't expect anything substantial.	那很好。要我说，越多越好。\n但与此同时，你的时间是有限的。我可是练了一辈子。\n如果你只有几天，就别指望有什么实质性的成果。
2699	map236_3e01d92b	0	char_sovy	It's alright. It's not like it would matter too much, anyway.\nI've had lifetimes to train — you only got the blade a few days ago.\nDon't expect any substantial results. It's better to be more realistic.	没关系。反正也不会有太大影响。\n我有过好几辈子的时间来训练——你几天前才得到那把剑。\n别指望有什么实质性的成果。还是现实一点好。
2700	map236_997e29af	0		He takes a few steps forward and sits beside me on the bed.	他向前走了几步，在床边坐下。
2701	map236_bb5c432c	0	char_sovy	Being down here has made my mind race almost nonstop. \nI mean — what I did to you and your family is unforgivable.\nYet here we are, trying to move past it. Letting me atone.	待在下面这里，让我的思绪几乎一刻不停地翻腾。\n我是说——我对你和你家人做的事不可饶恕。\n可我们却在这里，试着放下它。让我赎罪。
2702	map236_f1f7afab	0	char_sovy	The most important thing on my mind, is \"why\"...?\nWhy did you welcome me with open arms after what I did?\nI feel like anybody with common sense would've put me to the blade.	我心中最重要的问题，就是“为什么”……？\n在我做了那些事之后，你为什么还张开双臂欢迎我？\n我觉得任何有点常识的人都会把我处死。
2703	map236_07a3b213	0	char_sovy	I'm assuming you were the only one.\nThe look I got from your comrades was definitely condemning.\nBut then what makes you different? Why could {i}you{/i} tell...?	我猜你是唯一一个这样的人。\n你的同伴们看我的眼神绝对是充满谴责的。\n可那你又有什么不同？为什么{i}你{/i}能看得出来……？
2704	map236_cb4b8062	0	char_sovy	Well I guess it worked. I mean, look where we are.\nIf Ulric can redeem himself, then surely I can as well.\nHe did far worse things than I. But look at him now.	好吧，我想它奏效了。我是说，看看我们现在。\n如果乌尔里克能自我救赎，那我当然也能。\n他做过的事比我恶劣得多。可看看他现在的样子。
2705	map236_1747d108	0	char_sovy	You could've fooled me, [firstname].\nI've seen nothing but a capable ruler in you.\nIt's an honor to serve. This world is in good hands.	你可骗过我了，[firstname]。\n我在你身上只看到一个有能力的统治者。\n能为你效力是我的荣幸。这个世界交到了可靠的人手里。
2706	map236_02024bfc	0	char_sovy	I assume that most people will find themselves lost at one point in their life.\nThe scary part is — that if it hasn't happened yet — it could come at any time.\nI was so foolish, thinking that anybody back in Balteus could give me direction.	我猜大多数人一生中都会有迷茫的时候。\n可怕的是——如果它还没发生——它随时都可能来临。\n我太愚蠢了，以为巴尔泰乌斯的任何人都能给我指引方向。
2707	map236_416bd0c6	0	char_sovy	Maybe. But mistakes are usually clear — like choosing the wrong side.\nThe fact that you have doubts? I would take that as a good sign, [firstname].\nWorry isn't always a bad thing. It can help guide you when you're lost.	也许吧。但错误通常都很明显——比如站错队。\n你会有疑虑？我倒觉得这是个好迹象，[firstname]。\n忧虑并不总是坏事。它能帮你在迷茫时找到方向。
2708	map236_29dfca29	0	char_sovy	It's crazy how far that instinct has taken you.\nI did the same, even though it meant insubordination.\nIt's like — I knew I was right — no matter what happened to me.	这种直觉带你走到了这一步，真不可思议。\n我也一样，哪怕那意味着抗命。\n就像——我知道我是对的——无论我会遭遇什么。
2709	map236_979141ea	0		He sighs, and slumps down a little bit.	他叹了口气，微微垂下身子。
2710	map236_9aaa146e	0	char_sovy	Well, that's all I really wanted to talk about.\nIf you'll excuse me — I'll be on my way.\nGood luck with everything, [firstname].	好了，我想谈的就是这些。\n请恕我失陪——我该走了。\n祝你一切顺利，[firstname]。
2711	map236_509e16f2	0		He gets up and starts to walk away, but I stop him.{w}\nThis would be a good time to get him the gift I bought.{w}\nI grab the writing utensils, and hand them over to Sovy.	他起身要走，但我叫住了他。{w}\n现在正是把我买的礼物送给他的好时机。{w}\n我拿起书写用具，交给索维。
2712	map236_82696182	0	char_sovy	You got me a gift...?\nReally, you shouldn't have.	你给我买了礼物……？\n真的，你不用这么客气。
2713	map236_fbc1e8a7	0		He inspects them, with a soft smile on his face.	他端详着它们，脸上带着温柔的笑容。
2714	map236_444bf7a1	0	char_sovy	I was looking at these in the Town Square.\nIt means a lot to me that you did this, [firstname].\nAnybody else would've just went on with their day.	我在城镇广场上就在看这些。\n你这么做对我意义重大，[firstname]。\n换作别人，只会自顾自地继续过日子。
2715	map236_1d1967c7	0		Maybe. But I'm not just \"anybody else\".	也许吧。但我可不是什么“别人”。
2716	map236_5c6468fa	0	char_sovy	I don't really know what to say.\nSo I guess I'll take that as a sign to stop talking.\nThank you for thinking of me as a friend. Truly.	我真不知道该说什么。\n所以我想，这大概是个该闭嘴的信号。\n谢谢你把我当朋友。真心感谢。
2717	map236_9680a7bf	0	char_sovy	That's more than I can say about everybody else I know.\nIn fact — I don't think I've ever gotten a gift before — from anybody.\nNot even my Father, who these pens reminded me of in the first place.	我认识的其他人都没让我这么说过。\n事实上——我想我从前从没收到过礼物——从任何人那里。\n连我父亲都没有，而这些笔最先让我想起的正是他。
2718	map236_0f807642	0		He scoffs, and looks down at them once more.	他嗤笑一声，又低头看了看它们。
2719	map236_4003b91c	0	char_sovy	But that's a story for another time.\nI'm here to help you, not bore you with sad tales.\nPerhaps we can talk more before we set sail.	但那故事改天再讲吧。\n我是来帮你的，不是拿悲伤的故事来烦你的。\n也许启航前我们能再聊聊。
2720	map236_10e8153d	0		Without another word, he leaves my room for good.{w}\nI'm not sure if the choice of present was a good or bad thing, now.{w}\nIt seems to remind him of something he deemed a \"sad tale\".	他没再多说一句，就此离开了我的房间。{w}\n现在我不确定选这份礼物到底是好是坏。{w}\n它似乎让他想起了他称之为“悲伤故事”的某件事。
2721	map236_829c4a4d	0		Well, there's nothing I can do about it right now.{w}\nMaybe he'd tell me that tale the next time we spoke.{w}\nWith our final battle looming, I might not have much time.	算了，眼下我也无能为力。{w}\n也许下次交谈时他会把那故事讲给我听。{w}\n最后的大决战迫在眉睫，我可能没多少时间了。
2722	map236_550bbabc	0		But there's one thing I can say for sure. Sovy is becoming a friend.{w}\nA second chance is a truly great thing, as long as the person is genuine.{w}\nI can tell that if I earned his loyalty, he'd be indispensable during our attack.	但有一件事我可以肯定。索维正在成为一个朋友。{w}\n只要那人是真诚的，第二次机会就是件了不起的事。{w}\n我看得出，如果我能赢得他的忠诚，他在我们的进攻中将不可或缺。
2723	map236_d4328b2e	0		He gets up and walks away, a weight clearly on his shoulders.{w}\nI'm glad I could help him out by offering answers to his questions.{w}\nBut was it enough...? Hopefully he wouldn't turn on us in Balteus.	他起身走开，肩上显然压着沉重的负担。{w}\n我很高兴能通过回答他的问题帮到他。{w}\n但这样够吗……？希望他别在巴尔泰乌斯背叛我们。
2724	map236_d4b6023d	0		Something tells me we're very close to earning his full loyalty, however.{w}\nWho once appeared to be a murderous villain, was now showing a different side.{w}\nI know that if we really did win him over — he'd be an indispensable asset in Balteus.	可我有种感觉，我们离赢得他全部的忠诚已经很近了。{w}\n曾经看似凶残恶棍的人，如今露出了不同的一面。{w}\n我知道如果我们真能把他争取过来——他在巴尔泰乌斯将是无价之宝。
2725	map236_e21c3c9b	0		And if that went well, he could even become a trusted soldier.{w}\nPerhaps we'd be able to spend more time together before the final attack.{w}\nI felt like we were incredibly close to ensuring he remained on our side no matter what.	如果进展顺利，他甚至可能成为一名值得信赖的士兵。{w}\n也许在最后的大决战前，我们能多相处些时间。{w}\n我感觉我们已非常接近确保他无论如何都站在我们这边。
2726	map236_08247332	0		Sovy's loyalty scene has been unlocked and awaits at the war table.	索维的忠诚剧情已解锁，在作战会议桌处等待。
2727	map120_1205669f	0		After exiting my room, he takes me to a large hallway.{w}\nAt the end of it is a grand door, surely leading somewhere important.{w}\nLining the sides, are smaller doors. I assume they lead to more private rooms.	走出我的房间后，他带我来到一条宽阔的走廊。{w}\n走廊尽头是一扇宏伟的门，想必通向某个重要的地方。{w}\n两侧排列着较小的门。我猜它们通向更多私人房间。
2728	map120_1bfe6179	0	char_damek	That door right there leads to the war table.\nThat's the end of this tour. It's where things start.\nI'll go over our battle plan, and give you an itinerary.	那边那扇门通向作战会议桌。\n参观到此结束。那才是事情开始的地方。\n我会把作战计划和你过一遍，再给你一份行程安排。
2729	map120_67b5155d	0	char_damek	Your training will commence tomorrow.\nI can't believe this is finally happening. \nIt almost feels like a dream, you know?	你的训练明天开始。\n真不敢相信这终于要开始了。\n你知道，这几乎像一场梦。
2730	map120_7b18d88c	0		He lets out a nervous laugh, before turning to face the large door.	他紧张地笑了笑，然后转身面向那扇大门。
2731	map120_3c30bbd9	0	char_damek	Well, these doors on the side lead to your comrade's rooms.\nValessa and Fortaime have been given personal rooms, just like you.\nMy quarters are here as well, if you'd like to come spend time with me.	这个嘛，侧边的这些门通向你的同伴们的房间。\n瓦莱莎和福泰姆和你一样，都分到了各自的房间。\n我的房间也在这里，如果你想来找我待一会儿的话。
2732	map120_d7580a3d	0	char_damek	I'm going to make a quick stop in my room, actually.\nAfter that, I'll meet you at the War Table, alright?\nTake some time to unwind, you really deserve it.	其实，我要先回房间一下。\n之后我们在作战会议桌见，好吗？\n花点时间放松一下，你真的很该歇歇了。
2733	map120_a4497995	0	char_damek	It's been a pleasure, [firstname].	幸会，[firstname]。
2734	map120_a4497995_1	0	char_damek	It's been a pleasure, [firstname].	幸会，[firstname]。
2735	map120_ff00d3ad	0		With a smile, he walks off to one of the side rooms.{w}\nI guess that's the one I'd go to if I wanted to see him.{w}\nWith some long awaited free time, it might be a good idea.	他微笑着走进其中一间侧房。{w}\n我想，如果我想见他，就该去那一间。{w}\n有了期盼已久的空闲时间，去看看也许是个好主意。
2736	map120_8225e086	0		However, I should make sure to spend it wisely.{w}\nAs soon as I met him at the war table, things would begin.{w}\nAnd something told me that nothing would be easy moving forward.	不过，我得确保好好利用这段时间。{w}\n我一旦在作战会议桌与他碰面，一切就会开始。{w}\n而我有种感觉，往后的一切都不会轻松。
2737	map120_f06ee536	0		[[Use the region map to move to the War Table and continue the story.]\n[[For now, feel free to roam the world and access content at your leisure.]\n[[Every unlocked character has a Heart-to-Heart in the Crew Quarters.]	[[使用区域地图前往作战会议桌，继续剧情。]]\n[[现在，你可以随意探索世界，自由体验各项内容。]]\n[[每位已解锁的角色在船员舱都有一个“交心”事件。]]
2738	click_map126_4_EV004_e7b93957	0		Cannot access content at this time.\nIf there is an X, you must complete preceding Heart-to-Hearts.\nIf there is a checkmark, you must move on to the next Heart-to-Heart.	目前无法访问此内容。\n如果显示 X，说明你必须完成前置的“交心”事件。\n如果显示对勾，说明你必须先进行下一个“交心”事件。
2739	click_map126_11_EV011_e7b93957	0		Cannot access content at this time.\nIf there is an X, you must complete preceding Heart-to-Hearts.\nIf there is a checkmark, you must move on to the next Heart-to-Heart.	目前无法访问此内容。\n如果显示 X，说明你必须完成前置的“交心”事件。\n如果显示对勾，说明你必须先进行下一个“交心”事件。
2740	click_map126_12_EV012_e7b93957	0		Cannot access content at this time.\nIf there is an X, you must complete preceding Heart-to-Hearts.\nIf there is a checkmark, you must move on to the next Heart-to-Heart.	目前无法访问此内容。\n如果显示 X，说明你必须完成前置的“交心”事件。\n如果显示对勾，说明你必须先进行下一个“交心”事件。
2741	click_map126_13_EV013_e7b93957	0		Cannot access content at this time.\nIf there is an X, you must complete preceding Heart-to-Hearts.\nIf there is a checkmark, you must move on to the next Heart-to-Heart.	目前无法访问此内容。\n如果显示 X，说明你必须完成前置的“交心”事件。\n如果显示对勾，说明你必须先进行下一个“交心”事件。
2742	click_map126_14_EV014_e7b93957	0		Cannot access content at this time.\nIf there is an X, you must complete preceding Heart-to-Hearts.\nIf there is a checkmark, you must move on to the next Heart-to-Heart.	目前无法访问此内容。\n如果显示 X，说明你必须完成前置的“交心”事件。\n如果显示对勾，说明你必须先进行下一个“交心”事件。
2743	click_map126_15_EV015_e7b93957	0		Cannot access content at this time.\nIf there is an X, you must complete preceding Heart-to-Hearts.\nIf there is a checkmark, you must move on to the next Heart-to-Heart.	目前无法访问此内容。\n如果显示 X，说明你必须完成前置的“交心”事件。\n如果显示对勾，说明你必须先进行下一个“交心”事件。
2744	click_map126_15_EV015_042464b6	0		Character not in your party.	角色不在你的队伍中。
2745	map133_ec5e5f64	0		I enter Fortaime's room and see him sitting at the table.{w}\nHe's engrossed in a book — it almost looks like he's studying.{w}\nI take a few steps forward and announce my presence to him.	我走进福泰姆的房间，看到他坐在桌旁。{w}\n他正埋头读一本书——看起来几乎像是在钻研。{w}\n我上前几步，向他示意我来了。
2746	map133_b9359205	0	char_fortaime	Oh, hey there!\nYou might want to read this, [firstname].\nI was just looking up how to save Valinorth.	哦，你好！\n你也许想读读这个，[firstname]。\n我刚才在查怎么拯救瓦利诺斯。
2747	map133_b9359205_1	0	char_fortaime	Oh, hey there!\nYou might want to read this, [firstname].\nI was just looking up how to save Valinorth.	哦，你好！\n你也许想读读这个，[firstname]。\n我刚才在查怎么拯救瓦利诺斯。
2748	map133_61eb8792	0		That's right. He wants to reconnect Valinorth to the Spirit Realm.{w}\nWithout the power from their idol, Valinorth would freeze over.{w}\nAt least, that's what we thought. His next words surprised me.	没错。他想让瓦利诺斯重新与灵界相连。{w}\n没有来自他们灵像的力量，瓦利诺斯就会冻结。{w}\n至少我们一直这么以为。他接下来的话让我吃了一惊。
2749	map133_c2984c2d	0	char_fortaime	Current scholars are losing faith in the spirit realm.\nThey call our reliance on the Spirit Idols a \"superstition\".\nWithout them, they say the world would be exactly the same.	如今的学者们正逐渐对灵界失去信心。\n他们把我们对灵像的依赖称为“迷信”。\n他们说，没有灵像，世界也会完全一样。
2750	map133_25b6a3e9	0	char_fortaime	I disregarded it at first, but then I thought about it.\nValinorth's idol has been dim for over twenty years, now.\nHave you noticed it get colder at all...? I sure haven't.	我起初没当回事，但后来想了想。\n瓦利诺斯的灵像已经黯淡二十多年了。\n你注意到天气有变冷吗……？我可没觉得。
2751	map133_6598b63e	0	char_fortaime	But one conclusion just brings up a million more mysteries.\nIf they aren't giving energy to the land, what are they doing...?\nIs there some purpose to the Spirit Realm that we don't know?	但一个结论只会引出无数更多的谜团。\n如果它们没有向大地输送能量，那它们在做什么……？\n灵界是不是还有什么我们不知道的目的？
2752	map133_f9fd615e	0	char_fortaime	I mean, I like this hypothesis, I truly do.\nForgive my \"blasphemy\", but just hear me out.\nIf the idol isn't important, then Valinorth is fine.	我是说，我喜欢这个假说，真的。\n原谅我的“亵渎”，但请听我把话说完。\n如果灵像并不重要，那瓦利诺斯就没事。
2753	map133_e529575f	0	char_fortaime	That means we don't need to worry about it freezing over.\nIt just brings about a new question. What {i}are{/i} the idols?\nWe know that they create Seers, but what about the idol here?	那意味着我们不必担心它会冻结。\n只是又引出一个新问题。灵像{i}究竟{/i}是什么？\n我们知道它们能造出先知，但这里那座灵像呢？
