# dialogue chunk 0005  entries 1601-2000 of 10370
# seq	block	idx	speaker	source	target
1827	map071_d761b823	0		She glances at me, and the sword on my back before walking away.{w}\nIt seemed this quick detour wasn't going to be quick at all.{w}\nDuring these negotiations, everything could change.	她瞥了我一眼，又看了看我背上的剑，然后走开了。{w}\n看来这趟“顺路”根本快不了。{w}\n在这场谈判中，一切都可能改变。
1828	map071_dbab9278	0		Hopefully, Damek would be able to get what he needs.{w}\nI just hope that the pirate's demands aren't too extreme.{w}\nWith the high ground, they had the right to request anything.	但愿达梅克能拿到他需要的东西。{w}\n我只希望海盗的条件别太离谱。{w}\n占据优势的他们，有权提出任何要求。
1829	map071_fe1725c2	0		We all look at the top of the stairs, ready to get things moving.{w}\nThis would be a very important moment for Damek and The Rebels.{w}\nTo that end, we shouldn't keep Gryz waiting for too much longer.	我们全都望向楼梯顶端，准备好让事情推进。{w}\n这对达梅克和反抗军来说，会是极其重要的时刻。{w}\n为此，我们不该让格瑞兹等太久。
1830	click_map074_4_EV004_a50d1822	0		That's the door that leads to Gryz's office.{w}\nQuite the dramatic sight, if you ask me.{w}\nIt definitely makes him feel important.	那就是通往格瑞兹办公室的门。{w}\n要我说，这景象挺有戏剧性的。{w}\n这确实让他显得很有分量。
1831	click_map074_4_EV004_70ecbfdb	0		Underneath the stairs, rests some sort of contraption.{w}\nIf I had to guess, it would be a statue representing a spirit idol.{w}\nThere's an artist's name and date on it. It must've been expensive.	楼梯下方放着某种装置。{w}\n要我猜，那是一座代表灵像的雕像。{w}\n上面刻着艺术家的名字和日期。一定价值不菲。
1832	click_map074_5_EV005_395fd4ac	0		Important papers are strewn about the desk.{w}\nIt's not my business to read them, but curiosity overtakes me.{w}\nI slowly approach the desk, and try my best to make out what I can.	重要的文件散落在桌上。{w}\n偷看不是我的事，但好奇心占据了我。{w}\n我慢慢走近桌子，尽力辨认能看清的内容。
1833	click_map074_5_EV005_9ed10220	0		It seems to be a bunch of papers regarding upcoming shipments.{w}\nIt's correspondence between Gryz and the Mazeo Shipping Company.{w}\nUnderneath those papers is letters between Gryz and The Triumvirate.	似乎是一堆关于即将到来的货运的文件。{w}\n是格瑞兹与马泽奥航运公司之间的往来信件。{w}\n那些文件下面，是格瑞兹与三人执政团之间的信件。
1834	click_map074_5_EV005_7ea971a5	0	char_jit_map071_1_0_50	Hey, get away from there!\nThose papers aren't for your eyes.\nThat's top secret, only for The Mayor!	嘿，离那儿远点！\n那些文件不是给你看的。\n那是最高机密，只有市长才能看！
1835	click_map074_5_EV005_b798d5be	0		Then why leave them out in the open like that...?{w}\nBefore I can continue, she gathers them up and takes them away.{w}\nShe's running all over the place. Lillith must be a busy girl.	那为什么把它们就那么摊在外面……？{w}\n我还没来得及多想，她就把它们收起来拿走了。{w}\n她到处跑来跑去。莉莉丝一定是个大忙人。
1836	click_map074_145_EV145_a49be599	0	char_valessa	Hey, Lillith...?	嘿，莉莉丝……？
1837	click_map074_145_EV145_39edfca3	0	char_jit_map071_1_0_50	Yeah?	怎么了？
1838	click_map074_145_EV145_15573175	0	char_valessa	Is there a library in Mazeo?\nLike, a place to read up on the spirits?\nI have some stuff I'd like to look into.	马泽奥有图书馆吗？\n就是，能查阅关于灵体的资料的地方？\n我有些东西想查一查。
1839	click_map074_145_EV145_5991d9b0	0	char_jit_map071_1_0_50	Unfortunately, no.\nThe Triumvirate seized all of that long ago.\nRumor has it that they've stuffed it all in Balteus.	很遗憾，没有。\n三人执政团很久以前就把那些都收缴了。\n有传言说，他们把那些全都塞进了巴尔泰乌斯。
1840	click_map074_145_EV145_0c9c3d8d	0	char_valessa	You mean at The Grand Library?	你是说在大图书馆？
1841	click_map074_145_EV145_23e33bef	0	char_jit_map071_1_0_50	Yeah. But I don't know for sure.\nIt's just ancient rumors at this point.	对。但我也不确定。\n到现在这都只是古老的传言。
1842	click_map074_145_EV145_903e11fe	0	char_valessa	Ancient...?	古老的……？
1843	click_map074_145_EV145_7dcb7913	0	char_jit_map071_1_0_50	There's a group of people that say so, yeah.\nThey think life existed on Alestia before The Triumvirate.\nWhen they took over, they just stole any writing saying otherwise.	确实有一群人这么说。\n他们认为在三人执政团之前，阿莱斯蒂亚上就有生命存在。\n他们掌权时，就把所有反过来说的文献都偷走了。
1844	click_map074_145_EV145_418c097e	0	char_valessa	That's impossible.	那不可能。
1845	click_map074_145_EV145_72d0378c	0	char_jit_map071_1_0_50	Hey, I didn't say they were a {i}smart{/i} group.\nBut nobody has been to The Grand Library to see.\nThe Triumvirate keeps such a tight grip on Balteus.	嘿，我可没说他们是个{i}聪明{/i}的群体。\n但也没人去过那大图书馆一探究竟。\n三人执政团对巴尔泰乌斯的掌控太严密了。
1846	click_map074_145_EV145_7a404d38	0	char_valessa	So they can't prove their theories...\nBut at the same time, we can't {i}disprove{/i} them.	所以他们无法证明自己的理论……\n但与此同时，我们也无法{i}反驳{/i}它们。
1847	click_map074_145_EV145_e8cea8d9	0	char_jit_map071_1_0_50	Exactly.\nUnless you visit The Grand Libary.\nYou {i}are{/i} going to Balteus, right?	正是。\n除非你去那大图书馆看看。\n你们{i}确实{/i}要去巴尔泰乌斯，对吧？
1848	click_map074_145_EV145_54849fb6	0	char_valessa	That's the end goal, yeah.	那是最终目标，没错。
1849	click_map074_145_EV145_227ab5f0	0	char_jit_map071_1_0_50	Then maybe we'll find out soon.\nWhatever knowledge they have in there? We deserve to know.\nI'm sure Damek will open its doors to everybody after the war.	那也许我们很快就能弄清楚了。\n不管那里面藏着什么知识？我们都有权知道。\n我相信战争结束后，达梅克会向所有人敞开它的大门。
1850	click_map074_146_EV146_de077713	0	char_fortaime	Who do you side with, Lillith?	你站在谁那边，莉莉丝？
1851	click_map074_146_EV146_2362873a	0	char_jit_map071_1_0_50	What do you mean?\nLike — between Alex and Nada?	你什么意思？\n是说——亚历克斯和娜达之间？
1852	click_map074_146_EV146_7fca36d6	0	char_fortaime	Yeah, the pirates.\nI was just curious, that's all.	对，那些海盗。\n我只是好奇而已。
1853	click_map074_146_EV146_717f914e	0	char_jit_map071_1_0_50	Well, I don't know their demands.\nThat would play a big part in my choice.\nBut even then, it's not my place to decide.	嗯，我不知道他们的条件。\n那会对我的选择起很大作用。\n可即便如此，也轮不到我来决定。
1854	click_map074_146_EV146_70c062b2	0	char_fortaime	Oh, I'm not asking you to decide.\nIt's just a hypothetical question.	哦，我不是要你来决定。\n只是假设性地问问。
1855	click_map074_146_EV146_baaeb2e0	0	char_jit_map071_1_0_50	Hmm...	嗯……
1856	click_map074_146_EV146_68785e47	0	char_fortaime	Hey, take your time!\nIt's not an easy decision, after all.	嘿，慢慢想！\n毕竟这决定不容易做。
1857	click_map074_146_EV146_5a20b9ae	0	char_jit_map071_1_0_50	Alex. Hands down.	亚历克斯。毫无疑问。
1858	click_map074_146_EV146_3680861f	0	char_fortaime	Or you could answer instantly...\nBut why Alex? What makes him better?	或者你也可以秒答……\n但为什么是亚历克斯？他哪里更好？
1859	click_map074_146_EV146_7885b67b	0	char_jit_map071_1_0_50	He treats me with respect, that's what.\nNada on the other hand, well that's a different story.\nThe way I look at things — there's two types of people.	他尊重我，就是这样。\n至于娜达，那就是另一回事了。\n在我看来——人有两种。
1860	click_map074_146_EV146_ce5464aa	0	char_jit_map071_1_0_50	Those that use others as stepping stones for success.\nAnd those that respect others, rising to the top together.\nNada is the former, and Alex is the latter. She's ruthless.	一种是把别人当作成功的垫脚石。\n另一种是尊重他人，一起爬上顶峰。\n娜达是前者，亚历克斯是后者。她心狠手辣。
1861	click_map074_146_EV146_24057ab6	0	char_jit_map071_1_0_50	She's pretty much double-crossed everybody but Gryz.\nIf that ever happens, trust me, I won't be surprised at all.	除了格瑞兹，她几乎出卖过所有人。\n要是连他也被出卖，相信我，我一点都不会意外。
1862	click_map074_146_EV146_404485bf	0	char_fortaime	How do we know we can trust her, then?	那我们怎么知道能相信她？
1863	click_map074_146_EV146_200d07a4	0	char_jit_map071_1_0_50	Well, her and Alex have the edge in negotiations.\nThey have what {i}we{/i} want, so they can demand anything.\nI have no doubt that Nada will try to gain power and influence.	嗯，她和亚历克斯在谈判中占优势。\n他们手里有{i}我们{/i}想要的东西，所以能随意开价。\n我毫不怀疑娜达会试图攫取权力和影响力。
1864	click_map074_146_EV146_7de8de1c	0	char_jit_map071_1_0_50	These are the things she'd usually stab others in the back for.\nBut now she has an opportunity to get it just by {i}helping{/i} Gryz.	这些正是她往常会为此背后捅刀的东西。\n但现在她有机会仅靠{i}帮助{/i}格瑞兹就能得到。
1865	click_map074_146_EV146_f4837dc5	0	char_fortaime	Oh, I guess that makes sense.\nShe's only in it to get what she wants.	哦，我想这说得通。\n她参与进来只是为了得到她想要的。
1866	click_map074_146_EV146_badac9a0	0	char_jit_map071_1_0_50	Yeah. And Alex on the other hand...?\nI'm sure his demands will benefit more than him.\nThat's just the type of guy he is — so I like him more.	对。那亚历克斯呢……？\n我相信他的条件受益的不只是他自己。\n他就是那种人——所以我更喜欢他。
1867	click_map074_146_EV146_c17515eb	0	char_fortaime	Alright! Thanks for the information!	好！谢谢你的情报！
1868	click_map074_146_EV146_988ac4d4	0	char_jit_map071_1_0_50	No problem, little one.	不客气，小家伙。
1869	click_map074_151_EV151_9c47f4f3	0		It's a book about the current state of piracy in Mazeo.	这是一本关于马泽奥海盗现状的书。
1870	click_map074_151_EV151_00dc4a06	0		There's a book sitting wide open on one of the desks.{w}\nIt seems to be a news article, and recently written, too.{w}\nI inspect it further, and learn that it details Mazeo's piracy.	有本书摊开在桌上。{w}\n似乎是一篇新闻报道，而且是最近写的。{w}\n我凑近细看，得知它详细讲述了马泽奥的海盗情况。
1871	click_map074_151_EV151_911c201b	0		I guess things are more complex than I thought.{w}\nIt's almost like Alex is fighting for more rights.{w}\nAll that divides the groups is one piece of paper?	我想事情比我以为的要复杂。{w}\n亚历克斯几乎像是在为更多权利而战。{w}\n把两派分开的，就只是一张纸？
1872	map072_641f9c11	0		We all enter the office in sync, and everyone inside stares at us.{w}\nIt's odd, but, at first glance, I can tell exactly who everybody is.{w}\nNada takes a few steps forward, a sly smirk on her face.	我们一同走进办公室，里面所有人都盯着我们。{w}\n说来奇怪，可乍一看，我就能准确认出每个人是谁。{w}\n娜达上前几步，脸上挂着狡黠的坏笑。
1873	map072_2fdf5833	0	char_jit_map072_1_0_14	Late, are you?\nGood to know your word is trustworthy.\nIt's not like this is important, or anything like that.	迟到了，是吧？\n很高兴知道你的话还算可信。\n又不是说这件事有多重要，或者什么的。
1874	map072_72439e12	0		It's clear bait, and Damek doesn't take it at all.{w}\nInstead, he smirks back, and approaches Gryz and the pirates.	这明显是挑衅，而达梅克完全不接招。{w}\n他反而回以一笑，走向格瑞兹和那些海盗。
1875	map072_5a29e9e0	0	char_damek	Actually, this meeting doesn't start until {i}I{/i} arrive.\nSo, Nada, you're actually early. Very obedient of you.\nA bit softer than your reputation cites, but I'll let it slide.	其实，这场会议要等{i}我{/i}到了才开始。\n所以，娜达，你其实来早了。真是听话。\n比你传闻中要软一些，不过我不计较。
1876	map072_fa27568d	0		She struggles to conjure up a comeback, and simply shrugs.{w}\nDamek approaches Gryz's desk, and waves us all over.{w}\nIt isn't much longer until we're all cramped together.	她憋了半天想找句话反击，最后只是耸了耸肩。{w}\n达梅克走向格瑞兹的桌子，招手让我们都过去。{w}\n没过多久，我们就全挤在了一起。
1877	map072_b4d7eba7	0	char_damek	Gryz, I'd like to introduce you to [firstname].	格瑞兹，我想向你介绍[firstname]。
1878	map072_b4d7eba7_1	0	char_damek	Gryz, I'd like to introduce you to [firstname].	格瑞兹，我想向你介绍[firstname]。
1879	map072_3462e6e8	0		I take a step forward, and offer a hand to Gryz.{w}\nHe rises from his chair, and gives my hand a firm shake.	我上前一步，向格瑞兹伸出手。{w}\n他从椅子上起身，有力地握了握我的手。
1880	map072_a850dcc3	0	char_jit_map072_1_0_83	It's an honor to meet you, [firstname].\nAnd those two must be your friends?	见到你是我的荣幸，[firstname]。\n那两位一定是你的朋友吧？
1881	map072_b02e0221	0	char_jit_map072_1_0_90	It's an honor to meet you, [firstname].\nAnd those two must be your friends?	见到你是我的荣幸，[firstname]。\n那两位一定是你的朋友吧？
1882	map072_ba9285ed	0		I nod, as he looks at Valessa and Fortaime.	他看向瓦莱莎和福泰姆，我点了点头。
1883	map072_cde01046	0	char_jit_map072_1_0_110	Say, have you three been to Mazeo before?\nI can't put my finger on it, but you look familiar.	我说，你们三个以前来过马泽奥吗？\n我说不上来，但你们看着眼熟。
1884	map072_76f81145	0		I shake my head, and he promptly returns to his chair.{w}\nHe looks at all of us one-by-one, and lets out a loud sigh.	我摇摇头，他随即回到椅子上。{w}\n他逐一看着我们每个人，长叹一声。
1885	map072_cfc13bea	0	char_jit_map072_1_0_110	Oh well. Not that it matters, anyway.\nI'd like to thank you all for coming to my office.\nToday we discuss the matter of Damek and The Pirates.	算了。反正也不重要。\n感谢各位来到我的办公室。\n今天我们讨论达梅克与海盗的事。
1886	map072_3e9a4532	0	char_damek	What have you got for me, Gryz?\nSurely you have their demands laid out on the table?	你有什么给我的，格瑞兹？\n他们的条件想必已经摆在桌上了吧？
1887	map072_fd6ac016	0	char_jit_map072_1_0_110	Yes, of course. I made them write up their demands in private.\nI didn't want them influencing each other in any certain direction.	是的，当然。我让他们私下各自写下条件。\n我不想让他们互相影响，往某个特定方向偏。
1888	map072_570c7059	0		He points to two pieces of paper resting on his table.{w}\nThey're turned upside down so nobody could read them.	他指向桌上放着的两张纸。{w}\n它们被扣着放，好让谁也读不到。
1889	map072_7c5a4641	0	char_jit_map072_1_0_110	Here's how this is going to work.\nNeither pirate knows which paper is theirs.\nDamek, you and your allies are to read each one.	接下来是这样进行的。\n两名海盗都不知道哪张纸是自己的。\n达梅克，你和你的盟友要分别阅读两份。
1890	map072_12699c7d	0	char_jit_map072_1_0_110	Afterwards, each pirate is to explain their demands out loud.\nThis is to make sure they haven't gotten greedy, or changed their mind.\nWe also need some witnesses, which is why I had you bring some friends.	之后，每名海盗要当众说明自己的条件。\n这是为了确保他们没有贪心，或者改了主意。\n我们还需要一些见证人，所以我让你带几个朋友来。
1891	map072_9404d7d5	0	char_jit_map072_1_0_110	At that point, Damek may converse with his allies.\nWhen a decision is made, we will both sign the chosen demands.\nTo avoid conflict, neither pirate will learn if they were chosen.	到那时，达梅克可以与盟友商议。\n一旦做出决定，我们双方将在选中的条件上签字。\n为避免冲突，两名海盗都不会知道谁被选中了。
1892	map072_82dd5b95	0	char_jit_map072_1_0_110	When everybody leaves, the demands will be mailed back.\nThe pirate that receives a signed paper today, will know they were chosen.\nThere is no time for drama, or in-fighting on my property. Understand?	等所有人离开后，这些条件将被寄回。\n今天收到签字纸张的那名海盗，就会知道自己被选中了。\n在我的地盘上，没时间搞什么闹剧或内斗。明白吗？
1893	map072_fa46a05c	0	char_damek	I understand.	我明白。
1894	map072_5968a4bd	0		Damek looks over to Nada and Alex, awaiting their approval.	达梅克看向娜达和亚历克斯，等待他们的认可。
1895	map072_d7b730ab	0	char_jit_map072_1_0_14	Yeah, I understand.	嗯，我明白。
1896	map072_fd8c7045	0	char_jit_map072_1_0_231	Me too.	我也是。
1897	map072_d9240f7c	0		Damek places his hands on the desk, looking over the papers.{w}\nBut before taking any actions, he turns his head toward me.	达梅克双手按在桌上，审视着那些文件。{w}\n但在采取任何行动之前，他转头看向我。
1898	map072_b6f51d5c	0	char_damek	[firstname], I'd like your input on this.\nYou're no stranger to tough decisions, right?	[firstname]，我想听听你的意见。\n你对艰难的决定并不陌生，对吧？
1899	map072_b6f51d5c_1	0	char_damek	[firstname], I'd like your input on this.\nYou're no stranger to tough decisions, right?	[firstname]，我想听听你的意见。\n你对艰难的决定并不陌生，对吧？
1900	map072_40f75c4a	0	char_damek	And from what I've heard, we share some common views.\nIt couldn't hurt to get a second opinion from someone like you.	而且据我所闻，我们有些共同的看法。\n从你这样的人那里得到第二意见，总没坏处。
1901	map072_12aaa256	0	char_damek	I'd like to see how you think about this kind of stuff.\nYou must've had some reason to keep Peregrino, right?\nI'd like to see your \"process\", for lack of a better word.	我想看看你对这类事是怎么想的。\n你留下佩雷格里诺，一定有你的理由，对吧？\n我想看看你的“思路”，找不到更合适的说法。
1902	map072_9eb85588	0		I nod, and walk up to the desk, standing beside him.{w}\nWe stare down at the two papers, hesitant.	我点点头，走到桌边，站在他身旁。{w}\n我们犹豫地低头盯着那两张纸。
1903	map072_4db3ffe8	0	char_jit_map072_1_0_110	You may begin the first phase.\nRemain silent, but read the papers over.	你们可以开始第一阶段了。\n保持安静，读完这些文件。
1904	map072_66d376da	0		A few moments later, Damek grabs one of the papers.{w}\nHe inches closer to me, and slowly turns it around.	片刻之后，达梅克拿起其中一张纸。{w}\n他向我凑近，慢慢把它翻过来。
1905	map072_8e73d4d0	0		It's Alex's offer. 	是亚历克斯的条件。
1906	map072_30adf140	0		He wants the trade bans to be lifted from Mazeo.{w}\nIf this is done, the pirates must all be offered jobs in the Mazeo Shipping Company.{w}\nPiracy will be no more, and Mazeo will turn into a nation of \"free trade\".	他希望解除对马泽奥的贸易禁令。{w}\n若此事办成，所有海盗必须获得马泽奥航运公司的工作机会。{w}\n海盗将不复存在，马泽奥将变成一个“自由贸易”的国度。
1907	map072_1002db01	0		In exchange, he can offer the ships and crew of those who side with him.{w}\nThis makes up approximately 35 percent of the total pirates in Mazeo.{w}\nHe cannot guarantee how Nada's followers will react to this change.	作为交换，他能提供站在他这边那些人的船只和船员。{w}\n这约占马泽奥海盗总数的百分之三十五。{w}\n他无法保证娜达的追随者会对这一变动作何反应。
1908	map072_a22320c6	0		Damek places the paper face down, and quickly grabs the other one.{w}\nHe shows no expression, wearing the perfect poker face.{w}\nTurning the paper around, it's time to see the other half.	达梅克把纸扣下，迅速拿起另一张。{w}\n他面无表情，摆出一副完美的扑克脸。{w}\n把纸翻过来，该看另一半了。
1909	map072_dbd7f375	0		It's Nada's offer.	是娜达的条件。
1910	map072_e35169d6	0		She wants Mazeo to be divided into two.{w}\nIf this is done, all of the pirates will move to a new nation, out of Mazeo's way.{w}\nOf course, she must be declared head of this new pirate nation.	她希望马泽奥一分为二。{w}\n若此事办成，所有海盗都将迁往一个新国家，不再妨碍马泽奥。{w}\n当然，她必须被宣布为这个新海盗国家的首领。
1911	map072_c6b19e14	0		Furthermore, her demands include more details about the division of Mazeo.{w}\nIt's done so in a fashion that gives both sides equal market and residential space.{w}\nMazeo currently owns all of this, so it would negatively affect the nation.	此外，她的条件还包括关于马泽奥划分的更多细节。{w}\n其划分方式让双方获得同等的市场与居住空间。{w}\n这些目前都归马泽奥所有，因此会对这个国家造成不利影响。
1912	map072_2ff99115	0		In exchange, she can offer approximately 65 percent of the total pirates in Mazeo.{w}\nThis includes a massive arsenal of ships, making Alex's offer seem inconsequential.{w}\nBoth demands share one thing in common: Pirates criminal records are to be wiped.	作为交换，她能提供马泽奥海盗总数约百分之六十五的力量。{w}\n其中包含庞大的舰船武备，让亚历克斯的条件显得微不足道。{w}\n两份条件有一个共同点：海盗的犯罪记录都将被抹去。
1913	map072_5067ff20	0		Damek places the second paper face down, and shrugs.	达梅克把第二张纸扣下，耸了耸肩。
1914	map072_1e7eb079	0	char_damek	Well I guess that's it, then?	那我想就这样了？
1915	map072_ef4d7680	0		Gryz nods.	格瑞兹点点头。
1916	map072_10a1403f	0	char_jit_map072_1_0_110	Indeed, we can move on to phase two.\nAlex and Nada, it's your turn to step forward.\nYour verbal demands must match the papers.	确实，我们可以进入第二阶段了。\n亚历克斯、娜达，轮到你们上前了。\n你们口头陈述的条件必须与文件一致。
1917	map072_e168a8bc	0		In response to Gryz's order, they both step forward.{w}\nThis whole thing seemed incredibly well thought out.{w}\nThere was no room for error in any possible way.	听到格瑞兹的命令，两人都上前一步。{w}\n这整套流程考虑得极其周密。{w}\n任何环节都没有出错的余地。
1918	map072_f8ffbefe	0	char_jit_map072_1_0_231	My demands are quite simple, actually.\nAll pirates will have their criminal records erased.\nFurthermore, the trade bans will be lifted from Mazeo.	我的条件其实很简单。\n所有海盗的犯罪记录都将被抹去。\n此外，对马泽奥的贸易禁令将被解除。
1919	map072_d3b83ec1	0	char_jit_map072_1_0_231	Pirates will be publicly pardoned, and no longer ostracized.\nThey will be offered jobs within The Mazeo Shipping Company.\nOur clients, our cargo, and our trade routes will all carry over as well.	海盗将被公开赦免，不再遭受排斥。\n他们将获得马泽奥航运公司内的工作机会。\n我们的客户、货物和贸易航线也将一并延续。
1920	map072_c7cdc83a	0	char_jit_map072_1_0_231	This will reintroduce us to society, and legitimize all of our efforts.\nMazeo will be free, as it once was, and as it always {i}should{/i} be.\nIn exchange, I offer 35 percent of Mazeo's pirates, and their ships.	这将让我们重新融入社会，让我们所有的努力变得名正言顺。\n马泽奥将重获自由，一如往昔，也一如它{i}本该{/i}的样子。\n作为交换，我献上马泽奥百分之三十五的海盗和他们的船只。
1921	map072_08ba9078	0		He takes a few steps back, crossing his arms.{w}\nNada scoffs before vocalizing her demands.	他后退几步，抱起双臂。{w}\n娜达哼了一声，然后说出了她的条件。
1922	map072_79823b03	0	char_jit_map072_1_0_14	I can offer the other {i}65{/i} percent.\nI think that puts me a cut above Alex.	我能献上另外的{i}六十五{/i}个百分点。\n我想这让我比亚历克斯高出一筹。
1923	map072_58126910	0		This certainly gets a reaction from others in the room.{w}\nHowever, we can't get won over by numbers.{w}\nWe were deciding the future of Mazeo.	这话果然让屋里其他人有了反应。{w}\n不过，我们不能被数字冲昏头脑。{w}\n我们决定的是马泽奥的未来。
1924	map072_1cc2d169	0	char_jit_map072_1_0_14	I also want all criminal records expunged.\nHowever, my other demands are a bit more extreme.\nI want Mazeo divided in half. I want a new nation born.	我也要求抹去所有犯罪记录。\n不过，我其他的条件要激进一些。\n我要马泽奥一分为二。我要一个新国家诞生。
1925	map072_4b980408	0	char_jit_map072_1_0_14	All pirates will move to this new nation, under {i}my{/i} lead.\nMazeo will no longer be able to interfere with our work.\nI will determine where the nation is split in half.	所有海盗都将迁往这个新国家，由{i}我{/i}来领导。\n马泽奥再也不能干涉我们的营生。\n国家从何处一分为二，由我来定。
1926	map072_bd8411d7	0	char_jit_map072_1_0_14	I want both residential {i}and{/i} commercial land.\nWe will be given everything we need to live happily.\nThat is my demand. A new nation, built for piracy.	我要住宅用地，{i}也要{/i}商业用地。\n我们要得到幸福生活所需的一切。\n这就是我的条件。一个为海盗而建的新国家。
1927	map072_e3dbeafd	0		She steps back, content with what she said.{w}\nGryz turns to face Damek and myself again.	她后退一步，对自己的话很满意。{w}\n格瑞兹再次转身面向达梅克和我。
1928	map072_b7ad04d2	0	char_jit_map072_1_0_110	Does that align with the demands on paper?	这与纸上的条件一致吗？
1929	map072_566e31a8	0	char_damek	Yes, I believe it does.\nWhat was the next step again?	是的，我想是一致的。\n下一步是什么来着？
1930	map072_01de566b	0	char_jit_map072_1_0_110	You may take some time to think.\nTalk with your allies, and then give me an answer.	你们可以花点时间考虑。\n跟你的盟友商议，然后给我答复。
1931	map072_9f552d89	0	char_damek	Oh, right. Sorry, my mind is all over the place.\nThere's no need to think, I already have my answer.	哦，对。抱歉，我脑子里一团乱。\n不需要再考虑了，我已经有答案了。
1932	map072_d314cbe6	0	char_jit_map072_1_0_110	Oh, is that so...?	哦，是吗……？
1933	map072_66aeb3c1	0	char_damek	Yeah, of course.\nThis one was simple for me.	对，当然。\n这个选择对我来说很简单。
1934	map072_c9ea7abc	0		He crosses his arms, and turns to face me.	他抱起双臂，转身面向我。
1935	map072_8b5795b1	0	char_damek	What about you...?\nWho would you choose?	你呢……？\n你会选谁？
1936	map072_8e8a66ec	0		I point to the paper that contained Alex's demands.{w}\nDamek laughs and then gives me a wide smile.	我指向那张写有亚历克斯条件的纸。{w}\n达梅克笑了，然后朝我咧嘴一笑。
1937	map072_8b05a33b	0		I point to the paper that contained Nada's demands.{w}\nDamek laughs and then gives me a wide smile.	我指向那张写有娜达条件的纸。{w}\n达梅克笑了，然后朝我咧嘴一笑。
1938	map072_fb87667b	0	char_damek	Great minds think alike, I suppose.\nGood to know we had the same idea.\nLet's sign this one, Gryz. It's my final choice.	我想英雄所见略同。\n很高兴知道我们想法一致。\n我们签这一份吧，格瑞兹。这是我最终的选择。
1939	map072_54dc8dc7	0		He points to the same paper, and Gryz brings out a quill.{w}\nThey waste no time in signing it, making it an official decree.{w}\nAfter that, Gryz rolls both papers up, and seals them with wax.	他指向同一张纸，格瑞兹取出一支羽毛笔。{w}\n他们毫不耽搁地签了字，使其成为正式法令。{w}\n之后，格瑞兹把两份纸都卷起来，用蜡封好。
1940	map072_db12bdb7	0	char_jit_map072_1_0_110	Nada, Alex, thank you both for your kind offers.\nI'll have these mailed back to you right away.\nYou'll know within a few hours, I'm sure.	娜达、亚历克斯，感谢你们两位的慷慨条件。\n我会立刻把这两份寄回给你们。\n我相信，几小时内你们就会知道结果。
1941	map072_01eb30d8	0	char_jit_map072_1_0_231	Sounds good to me.	我没意见。
1942	map072_719f03a3	0	char_jit_map072_1_0_14	This one's as good as mine.	这一份就跟到手了一样。
1943	map072_c3a4772a	0		After saying their final words, they both leave.{w}\nAn awkward silence overtakes the room.	说完最后的话，两人都离开了。{w}\n一阵尴尬的沉默笼罩了房间。
1944	map072_a485703b	0	char_jit_map072_1_0_110	You're all free to talk again, you know.\nWe just didn't want Alex and Nada to know Damek's choice.	你们现在可以随便说话了。\n我们只是不想让亚历克斯和娜达知道达梅克的选择。
1945	map072_7de6a6e1	0		After hearing that, everybody is at ease.{w}\nTalking amongst themselves, they theorize who we chose.	听到这话，大家都放松下来。{w}\n他们彼此交谈，猜测我们选了谁。
1946	map072_4ede931b	0	char_ulric	Well, Damek?	那么，达梅克？
1947	map072_9edf30d0	0	char_pro	Who did you choose!?	你选了谁！？
1948	map072_8ceab5e4	0	char_damek	Oh, you'll find out soon enough.\nSorry for this little detour, everybody.\nWe can make our way back to HQ now.	哦，你们很快就会知道了。\n各位，抱歉绕了这么一小段路。\n我们现在可以回总部了。
1949	map072_1ba087f2	0	char_damek	Though I think we should cut through the docks.\nIt's crowded, but it'll make for a nice shortcut.\nWe're already running behind schedule.	不过我想我们该从码头穿过去。\n那儿人多，但是条不错的近路。\n我们进度已经落后了。
1950	map072_8f660fca	0		He sneers at Pro, who quickly backs off.{w}\nUlric takes the message as well, and stops asking.	他朝普洛冷笑一下，普洛立刻缩了回去。{w}\n乌尔里克也领会了意思，不再追问。
1951	map072_6cdf7c44	0	char_jit_map072_1_0_110	I hope you got what you needed, Damek.\nAttacking Balteus will be no easy feat.	希望你得偿所愿，达梅克。\n进攻巴尔泰乌斯绝非易事。
1952	map072_6bb53a28	0	char_damek	We'll be more than fine, Gryz.\nI trust you can handle things from here?	我们会没事的，格瑞兹。\n我相信这里的事你能处理好？
1953	map072_5e121fbd	0	char_jit_map072_1_0_110	Of course. But there may be some contempt coming.\nDon't be surprised if Alex or Nada comes fuming to you.	当然。但可能会招来一些怨恨。\n要是亚历克斯或娜达怒气冲冲地来找你，别意外。
1954	map072_100866c0	0	char_damek	Of course.\nThank you so much, Gryz.\nWe couldn't do this without you.	当然。\n太感谢你了，格瑞兹。\n没有你我们办不成这事。
1955	map072_2fe0d65f	0	char_jit_map072_1_0_110	Don't worry about it.\nJust make sure I don't regret this.\nCrossing The Triumvirate is a {i}bad{/i} idea.	别客气。\n只要确保我不会后悔就行。\n跟三人执政团作对可不是{i}好{/i}主意。
1956	map072_8861a68c	0	char_damek	You won't, I promise.\nIf you'll excuse us though, we need to go.\nI still have to give them the grand tour, after all.	你不会的，我保证。\n不过失陪了，我们得走了。\n毕竟我还得带他们好好参观一番。
