# dialogue chunk 0020  entries 7601-8000 of 10370
# seq	block	idx	speaker	source	target
7601	map223_e2c990ba	0	char_pro	After that, all we needed was {i}this{/i}.	在那之后，我们只需要{i}这个{/i}。
7805	map227_3bb2403a	0	char_damek	I don't want to rush anything as important as a goodbye, but...\nEvery moment we waste is a moment for our enemy to prepare.\nI trust that we'll find a happy medium, and embark without regret.	我不想催促任何像告别这样重要的事，但是……\n我们浪费的每一刻，都是敌人用来准备的一刻。\n我相信我们会找到折中的办法，不留遗憾地启程。
7806	map227_502fca02	0		Everybody nods, agreeing with his words.{w}\nI can't believe that the time was finally here.{w}\nUntil now, it seemed like a dream, out of reach.	所有人都点头，赞同他的话。{w}\n我不敢相信这一刻终于到来了。{w}\n在那之前，它就像一个遥不可及的梦。
7807	map227_1393127f	0		But it's right in front of me. This is it.{w}\nOur journey was in its final hours. I tense up with worry.{w}\nWe make our way off the boat, embracing what little time we had left.	但它就在我眼前。就是现在了。{w}\n我们的旅程进入了最后的时刻。我紧张得绷紧了神经。{w}\n我们走下船，拥抱我们所剩无几的时光。
7808	map227_90ad5d77	0		Loyalty scenes are now available for the six main party members.{w}\nHowl has a fourth Heart-to-Heart that is hidden in one of the previous areas.{w}\nLoyalty scenes can be accessed by clicking the character icon on the War Table.	六名主要队员的忠诚剧情现已开放。{w}\n豪尔还有一场隐藏在前述某个区域里的第四次心灵交汇。{w}\n点击作战桌上的角色图标即可进入忠诚剧情。
7809	map227_b1549978	0		Fast Travel has now been unlocked, allowing easy navigation through Alestia.{w}\nA new blue icon has appeared in the top left of areas. Click it to move to the World Map.{w}\nThe World Map allows for easy navigation between every other map in the game.	快速旅行现已解锁，可轻松穿梭阿拉斯蒂亚。{w}\n各区域左上角出现了新的蓝色图标。点击它即可前往世界地图。{w}\n世界地图可让你在游戏中的其他所有地图间轻松移动。
7810	map227_4e1aae87	0		The World Map is also how you will launch your final attack on Balteus.{w}\nClicking the Balteus map icon will give you the choice of entering Act Five.{w}\nHowever, it is best to do this only once you're satisfied with the content you've done.	世界地图也是你发动对巴尔泰乌斯最终进攻的方式。{w}\n点击巴尔泰乌斯的地图图标，你将可以选择进入第五幕。{w}\n不过，最好等你对已完成的内容满意之后再这么做。
7811	map227_8b8b03c1	0		Sovy has now permanently joined your party.{w}\nA series of Heart-to-Hearts has been hidden all over Alestia.{w}\nA loyalty scene has been added, accessed like normal from the War Table.	索维现已永久加入你的队伍。{w}\n一系列心灵交汇已隐藏在阿拉斯蒂亚各处。{w}\n新增了一场忠诚剧情，照常从作战桌进入。
7812	Valessa1_map077_3_0_b41c75c8	0	char_valessa	Hey.	嘿。
7813	Valessa1_map077_3_0_8dda8f37	0	char_valessa	It's interesting, to say the least.\nIt's a lot... busier than I thought it would be.\nIt makes Valinorth look dead by comparison.	至少可以说，这很有趣。\n比我预想的要……热闹得多。\n相比之下，瓦利诺斯简直死气沉沉。
7814	Valessa1_map077_3_0_f939b759	0	char_valessa	I'm actually longing for that peace again, though.\nThis place is chaotic, there's so much going on.\nHopefully The Rebel HQ will be a bit like home.	不过我其实已经开始怀念那份宁静了。\n这地方乱糟糟的，事情太多了。\n希望反抗军总部能有点像家的感觉。
7815	Valessa1_map077_3_0_7863f57a	0	char_valessa	He seems to know what he's doing.\nI mean, I had some doubts going into this, actually.\nBut he's proven himself to be a capable leader.	他似乎很懂自己在做什么。\n我是说，其实一开始我还有些怀疑。\n但他证明了自己是个有能力的领袖。
7816	Valessa1_map077_3_0_cacb69b5	0	char_valessa	I like how charismatic he is, you know?\nIt's a lot easier to follow somebody like that.\nSome people demand respect. He {i}earns{/i} it.	我喜欢他那种魅力，你懂吗？\n追随这样的人容易得多。\n有些人强求尊重。而他是{i}赢得{/i}尊重。
7817	Valessa1_map077_3_0_53ae3c59	0	char_valessa	To be honest, I'm actually not sure.\nHe seems nice, but I have my doubts.\nThere's just something about him, you know?	说实话，我其实不太确定。\n他看起来人不错，但我有些疑虑。\n他身上就是有点说不清楚的东西，你懂吗？
7818	Valessa1_map077_3_0_313e1710	0	char_valessa	It doesn't help that he likes to cheat people.\nThat's probably it. He {i}is{/i} on our side, though.\nSo I doubt we have to worry about him cheating us.	他还喜欢骗人，这可没帮上忙。\n大概就是这个原因。不过，他{i}确实{/i}站在我们这边。\n所以我想，我们不用担心他骗我们。
7819	Valessa1_map077_3_0_1dc0a1cc	0	char_valessa	He's the strongest person I've ever met.\nI'm sure he'll be protecting us a lot in the future.\nI don't really have anything bad to say about him.	他是我见过最强的人。\n我相信以后他会经常保护我们。\n我实在没什么关于他的坏话可说。
7820	Valessa1_map077_3_0_2b24ad24	0	char_valessa	He can be stern, but he has the best intentions.\nI mean, he has no patience for wasting time.\nHim and Fortaime make an interesting combo.	他可能很严厉，但出发点是好的。\n我是说，他没耐心浪费时间。\n他和福泰姆是很有意思的组合。
7821	Valessa1_map077_3_0_8205b9f7	0	char_valessa	Pretty good, actually. I was worried.\nYou know, about some of the choices you had to make.\nWe've never really let them get between us, though.	其实挺好的。我原本很担心。\n你知道的，担心你不得不做出的一些选择。\n不过我们从来没让它们离间过我们。
7822	Valessa1_map077_3_0_996f6442	0	char_valessa	Unless there's something he's not telling me. But I doubt it.\nHe's always been fully open with me in the past.\nI wouldn't worry about anything at all, [firstname].	除非他有什么事瞒着我。但我不这么认为。\n过去他一直对我完全坦率。\n我一点都不会担心，[firstname]。
7823	Valessa1_map077_3_0_996f6442_1	0	char_valessa	Unless there's something he's not telling me. But I doubt it.\nHe's always been fully open with me in the past.\nI wouldn't worry about anything at all, [firstname].	除非他有什么事瞒着我。但我不这么认为。\n过去他一直对我完全坦率。\n我一点都不会担心，[firstname]。
7824	click_map077_9_EV009_01831f66	0		There's a massive ship docked, surrounded by workers.{w}\nThey don't seem to be dressed as pirates though.{w}\nMust be part of the Mazeo Shipping Company.	一艘巨船停靠在码头，四周都是工人。{w}\n不过他们看起来并不像海盗打扮。{w}\n一定是马泽奥航运公司的人。
7825	click_map077_9_EV009_f7d80319	0	char_fortaime	Wow, that ship is so cool!\nWill our ships be like that, Damek?	哇，那艘船好酷！\n我们的船也会像那样吗，达梅克？
7826	click_map077_9_EV009_c265a13a	0	char_damek	Of course.\nWe have only the best.\nActually, ours might be better.	当然。\n我们只用最好的。\n其实，我们的可能还要更好。
7827	click_map077_9_EV009_478b358a	0	char_fortaime	Why is that...?	为什么呢……？
7828	click_map077_9_EV009_d9511032	0	char_damek	Pirates put more care into their ships.\nThey don't just work on them, they {i}live{/i} on them.\nThe other people have homes to go back to.	海盗对自己的船更用心。\n他们不只是在船上干活，他们{i}生活{/i}在船上。\n其他人还有家可回。
7829	click_map077_9_EV009_00f21098	0	char_fortaime	So pirates are homeless...?	所以海盗都无家可归……？
7830	click_map077_9_EV009_ea5d1b00	0	char_damek	Well, not exactly.\nA ship still counts as a home.\nThey just share it with their crew.	嗯，也不尽然。\n船也算是一个家。\n只是他们得和船员共享。
7831	click_map077_9_EV009_365392e9	0	char_fortaime	Oh, I guess that makes sense.\nSo ours will be even fancier than that...?\nThat's pretty hard to imagine. I'm excited.	哦，我想这说得通。\n那我们的船会比那还要气派……？\n那可真是难以想象。我好兴奋。
7832	click_map077_9_EV009_f3c89f40	0	char_damek	Yeah, just be {i}very{/i} careful.\nPirates are super protective of their homes.\nIf you broke something, well — let's not think about that.	对，不过要{i}非常{/i}小心。\n海盗对自己的家可是保护得紧。\n要是你弄坏了什么，嗯——还是别想这个了。
7833	click_map077_9_EV009_3cfab9e0	0	char_fortaime	Yikes.	哎呀。
7834	click_map077_10_EV010_0a8d9dd8	0	char_valessa	What are these...?	这些是什么……？
7835	click_map077_10_EV010_98a4a349	0	char_ulric	Traps.	陷阱。
7836	click_map077_10_EV010_d984b5fc	0	char_valessa	Traps for what?	抓什么的陷阱？
7837	click_map077_10_EV010_342c7852	0	char_ulric	Seafood. 	海鲜。
7838	click_map077_10_EV010_70dc78fc	0	char_valessa	Oh. We don't have that back in Valinorth.\nHow do these things work, exactly?	哦。我们在瓦利诺斯没有这种东西。\n这些东西具体是怎么运作的？
7839	click_map077_10_EV010_5e507723	0	char_ulric	Well, these ones are mainly for lobster.\nIt traps them inside, and they're emptied out every day.\nOnce a week, they're sold off in the market square for food.	嗯，这些主要是用来捕龙虾的。\n它们把龙虾困在里面，每天清空一次。\n每周一次，拿到集市广场上卖掉当食物。
7840	click_map077_10_EV010_5d15cf9a	0	char_valessa	So you capture them only to eat them...?	所以你们抓它们就是为了吃……？
7841	click_map077_10_EV010_43b6e804	0	char_ulric	Yeah.	对。
7842	click_map077_10_EV010_4c3b06ba	0	char_valessa	I don't know how I feel about that...\nThey're just minding their own business down there.\nWhy should we snatch them up and kill them just like that?	我不知道该怎么看待这件事……\n它们在下面过着自己的日子，又没招惹谁。\n我们凭什么就这样把它们抓上来杀掉？
7843	click_map077_10_EV010_629b35a6	0	char_ulric	Because they taste good.	因为它们好吃。
7844	click_map077_11_EV011_420f168f	0		There's a bunch of houses lining the docks. They look fancy.{w}\nWorkers come and go, telling me that it's a place of business.{w}\nNear the back, I notice that the houses are more run down.	码头边排着一列房屋，看起来很气派。{w}\n工人们来来往往，说明这里是做生意的地儿。{w}\n靠近后巷的地方，我注意到那些房子破败得多。
7845	click_map077_11_EV011_feb8df80	0		Pirates move back and forth between these houses.{w}\nI guess society only left them the scraps to work with.{w}\nHopefully things would be better for them soon.	海盗们在这些房屋之间来回穿梭。{w}\n我猜社会只留给他们这些残破的地方。{w}\n希望他们的处境很快就会好起来。
7846	click_map077_12_EV012_78d4f393	0		There's a massive bridge on the other side of the docks.{w}\nAccording to Damek, that's the bridge we'd be traversing.{w}\nAt the other end of the bridge, I can see an old building.	码头另一侧有一座巨大的桥。{w}\n据达梅克说，那就是我们要走的桥。{w}\n在桥的另一端，我能看见一栋老旧的建筑。
7847	click_map077_12_EV012_c4bd2aa7	0	char_damek	Looks pretty impressive, doesn't it?\nMazeo is largely above water, so bridges are common.\nBut there's a couple main bridges. Architectural wonders.	看起来相当壮观，是吧？\n马泽奥大部分都在水面上，所以桥很常见。\n但有几座主桥。堪称建筑奇迹。
7848	click_map077_12_EV012_9be8812f	0	char_damek	We'll actually be crossing Mazeo's {i}biggest{/i} bridge.\nI hope you're not scared of heights, [firstname].	我们会走过马泽奥{i}最大的{/i}那座桥。\n希望你不恐高，[firstname]。
7849	click_map077_12_EV012_9be8812f_1	0	char_damek	We'll actually be crossing Mazeo's {i}biggest{/i} bridge.\nI hope you're not scared of heights, [firstname].	我们会走过马泽奥{i}最大的{/i}那座桥。\n希望你不恐高，[firstname]。
7850	click_map077_12_EV012_1c0d181a	0		He smiles and motions toward the very bridge I was inspecting.	他微笑着，朝我正在打量的一座桥示意。
7851	click_map077_12_EV012_65734a26	0	char_damek	Our church is just on the other side.\nI can't wait for you to see it. It's amazing.\nJust stick close to me. It won't be too long.	我们的教堂就在对岸。\n我迫不及待想让你看看。它非常棒。\n就跟紧我。不会用太久。
7852	map112_f8f55f97	0		Sovy and his crew wandered the crowded docks of Mazeo.{w}\nThey stuck close together, to ensure that Shane didn't run away.{w}\nClose to The Rebellion's home, Sovy was sure it crossed his mind.	索维和他的手下在拥挤的马泽奥码头漫步。{w}\n他们紧紧靠在一起，确保肖恩没有逃走。{w}\n这里离反抗军的据点很近，索维确信他动过这个念头。
7853	map112_9ffd906c	0	char_halin	Well, you sure seem a lot happier.\nBack on the boat, all you did was mope around.	嗯，你看起来确实高兴多了。\n在船上的时候，你只会闷闷不乐地晃来晃去。
7854	map112_51e20ffd	0		Sovy scoffed, turning to face his Apprentice.	索维嗤笑一声，转身面对他的学徒。
7855	map112_f8442d72	0	char_sovy	Seasickness, I suppose.\nAs old as I am, I've never really gotten used to it.	大概是晕船吧。\n我年纪这么大了，却始终没真正习惯。
7856	map112_aaa6c84f	0	char_halin	You can't be too much older than me.	你也不可能比我大多少。
7857	map112_90f8945f	0	char_sovy	Right, sorry.	对，抱歉。
7858	map112_450ed8d8	0	char_halin	Besides, I think I know what's going on.\nYou realized something about The Triumvirate.	再说，我想我知道是怎么回事。\n你是对三人执政团有所醒悟了。
7859	map112_6f83483a	0	char_sovy	Yes, I did.\nI see through their trick now.\nIt was a good idea — I'll give them that.	是的，没错。\n我现在看穿了他们的把戏。\n这主意不错——这我承认。
7860	map112_1e6c2d10	0	char_halin	Trick...?	把戏……？
7861	map112_083cf207	0	char_sovy	Yes. To put my loyalty to the test.\nThere's no way what they told me was true.\nThey merely want to see if I'll waver.	是的。为了考验我的忠诚。\n他们告诉我的绝不可能是真的。\n他们只是想看看我会不会动摇。
7862	map112_012c5237	0	char_halin	I see...	原来如此……
7863	map112_80bf75a1	0	char_sovy	That's why they wouldn't tell you, either.\nThis was a test, meant only for {i}me{/i}.	所以他们也不会告诉你。\n这是一场考验，只针对{i}我{/i}一个人。
7864	map112_26a40c5b	0	char_halin	So what happens now that you've passed?	那你通过了，接下来会怎样？
7865	map112_25bd32db	0	char_sovy	I guess I'll find out once we return.\nI'm just glad that I can focus on the mission now.	我想等我们回去就知道了。\n我只是很高兴现在能专心执行任务了。
7866	map112_2f29b74e	0	char_halin	Right. I'm glad too, I suppose.\nOn the boat, you were in no condition to perform.	对。我想我也很高兴。\n在船上时，你根本没法做事。
7867	map112_b3190180	0		After a few more minutes of walking, Sovy stops in his tracks.{w}\nHalin and Shane bump into his back, causing him to stumble over.	又走了几分钟后，索维停下了脚步。{w}\n哈林和肖恩撞上他的后背，让他踉跄了一下。
7868	map112_5a9b425a	0	char_halin	Master...?	主人……？
7869	map112_1a6b80b4	0	char_sovy	Oh, sorry. Just a lot on my mind.	哦，抱歉。只是心事太多。
7870	map112_adb3d2b9	0	char_halin	We're not lost, are we...?	我们没迷路吧……？
7871	map112_783d1780	0		Sovy stares at a cloaked figure in the distance.{w}\nHe smirks as he watches them walk through the docks with a group.{w}\nA large item affixed to their back sways with each of their heavy steps.	索维盯着远处一个披斗篷的身影。{w}\n他看着那人随一群人穿过码头，嘴角泛起笑意。{w}\n一件系在他们背后的巨大物件随着每一步沉重的脚步摇摆。
7872	map112_f3c9ff68	0	char_sovy	No. Not at all...	不。一点也没有……
7873	map151_6cd00f8b	0		I make my way to the ship, as Damek instructed.{w}\nEveryone is already gathered around. Am I late?{w}\nBefore long, I'm spotted by a few of my friends.	我按照达梅克的吩咐前往那艘船。{w}\n所有人都已经聚在周围了。我来晚了吗？{w}\n没过多久，就有几个朋友发现了我。
7874	map151_d9f48f43	0	char_fortaime	Hey there, [firstname]!\nGlad to see you made it on time.\nThey're just about ready to leave Mazeo.	嘿，[firstname]！\n很高兴看到你准时赶到了。\n他们马上就要离开马泽奥了。
7875	map151_c6c8ff76	0	char_fortaime	I'm so excited to see what Alarinthia is like.\nI mean — except for the heat, of course. Yikes.\nBut I guess there'll be plenty of time to adapt.	我太期待看看阿拉林西亚是什么样子了。\n我是说——当然，除了那酷热之外。哎哟。\n不过我想总有足够的时间适应。
7876	map151_da1225a7	0	char_valessa	Yeah, I don't think our visit there will be a short one.\nIt's kind of a tall order, forming an alliance with Alarinthia.\nThey take their independence seriously. Even more than Valinorth.	是啊，我觉得我们去那儿不会是短住。\n和阿拉林西亚结盟可是件难事。\n他们很看重独立。甚至比瓦利诺斯更甚。
7877	map151_1f187535	0	char_fortaime	I think that Vivien will be our best shot.\nBut I trust you and Damek to get this done.\nYou're a dream team, so this {i}has{/i} to go well.	我觉得薇薇安会是我们最好的突破口。\n但我相信你和达梅克能办成这件事。\n你们是梦幻组合，所以这{i}一定{/i}会顺利。
7878	map151_a02519d7	0		Upon hearing his name, Damek's ears perk up.{w}\nHe turns around and runs to face me — excited.{w}\nI'm impressed at how fast he organized this.	听到自己的名字，达梅克的耳朵竖了起来。{w}\n他转过身，兴冲冲地跑向我。{w}\n我对他组织得如此之快感到佩服。
7879	map151_b7dc33bf	0	char_damek	[firstname]! Perfect timing, as always.\nI was just telling my friends about you.\nHere, let me introduce you to some of them.	[firstname]！一如既往地恰到好处。\n我刚在跟我的朋友们说起你。\n来，让我给你介绍几位。
7880	map151_d0dd3c45	0		He starts walking away, leading me to some nearby rebels.{w}\nI've never seen them before, but they're lucky to be alive.{w}\nThe previous attack almost took {i}everybody{/i} from us.	他开始走开，领我去见附近的一些反抗军。{w}\n我从没见过他们，但他们能活下来真是幸运。{w}\n上一次袭击差点让我们失去{i}所有人{/i}。
7881	map151_4263d633	0	char_damek	As your advisor, I have a few close friends.\nThey'll provide me with counsel when you're busy.\nWe both know that's going to be quite often, [firstname].	作为你的顾问，我有几个亲近的朋友。\n你忙的时候，他们会为我出谋划策。\n我们都知道你忙的时候会很多，[firstname]。
7882	map151_b2842e7a	0		This much was true.	这话不假。
7883	map151_532332f0	0	char_damek	Everybody, I'd like to introduce you to The Monarch.\nTreat him as you treated me. He's your new leader, now.\nAnd after this war, he'll be the new ruler of Alestia.	各位，我想向你们介绍君主。\n你们怎么对待我，就怎么对待他。他现在是你们的新领袖。\n这场战争之后，他将成为阿莱斯蒂亚的新统治者。
7884	map151_ffb2675a	0	char_damek	Everybody, I'd like to introduce you to The Monarch.\nTreat her as you treated me. She's your new leader, now.\nAnd after this war, she'll be the new ruler of Alestia.	各位，我想向你们介绍君主。\n你们怎么对待我，就怎么对待她。她现在是你们的新领袖。\n这场战争之后，她将成为阿莱斯蒂亚的新统治者。
7885	map151_4eb0027f	0		That was still overwhelming to think about.{w}\nI guess I'll have to take things as they come. One step at a time.{w}\nDamek's friends take turns stepping forward, seemingly nervous.	光是想想这些，依然让人不知所措。{w}\n我想我只能走一步看一步，一步一步来。{w}\n达梅克的朋友们轮流上前，看起来有些紧张。
7886	map151_668ebbfb	0	char_jit_map151_1_0_140	I've heard a lot about you, Monarch.\nUntil you arrived, you're all Damek could talk about.\nYou have my allegiance. My sword is yours to command.	我久仰你的大名，君主。\n你来之前，达梅克满嘴都是你。\n我向你效忠。我的剑听你调遣。
7887	map151_9714fc24	0	char_jit_map151_1_0_153	And mine, too! Trust me [firstname], we got this.\nAfter this is done, Alestia will belong to {i}us{/i}.\nAnd if I'm honest — it's about damn time.	还有我！相信我，[firstname]，这事我们稳了。\n等这一切结束，阿莱斯蒂亚就属于{i}我们{/i}了。\n而且说实话——早该如此了。
7888	map151_b63ee30d	0	char_jit_map151_1_0_166	Yeah, The Triumvirate has ruled over us for far too long.\nA change is overdue — it'll keep things nice and interesting.\nPlease [firstname], come to me if you need any assistance at all.	是啊，三人执政团统治我们太久了。\n变革早就该来了——这样才能让一切保持新鲜有趣。\n[firstname]，如果你需要任何帮助，尽管来找我。
7889	map151_f4f36ac7	0		As if they rehearsed this, they all step back in unison.{w}\nIt was nice to see that Damek had the support of his rebels.{w}\nThey don't seem to hold him accountable, like Howl did.	仿佛排练过一样，他们齐刷刷地退后一步。{w}\n很高兴看到达梅克有他的反抗军支持。{w}\n他们似乎不像豪尔那样追究他的责任。
7890	map151_2cbad808	0	char_damek	Well, I guess that's everything I needed to do.\nThe food and supplies have all been taken aboard.\nAlex took care of it overnight. I guess he couldn't sleep.	嗯，我想我要做的都做完了。\n食物和补给都已经装船了。\n亚历克斯熬了一夜把它们办妥。我猜他没睡着。
7891	map151_6e4c1145	0		I don't blame him.	我不怪他。
7892	map151_c2ceac77	0	char_damek	Should we continue the rest on the ship?\nThere's still a few people you need to meet.\nAfter that, we're in for a long, boring trip.	剩下的要不要到船上再说？\n还有几个人你得见一见。\n之后，我们就要踏上漫长又无聊的旅程了。
7893	map151_fcd219b2	0		I nod, and start to follow him aboard.{w}\nEverybody else follows suit, until we're all loaded up.{w}\nThis would be my first time at sea. I hope my body takes it well.	我点点头，跟着他上了船。{w}\n其他人也依次跟上，直到我们全部登船。{w}\n这将是我第一次出海。希望我的身体能适应。
7894	map151_97effb38	0	char_damek	Well, I guess that's everything I needed to do.\nThe food and supplies have all been taken aboard.\nNada insisted, I guess she couldn't get any sleep.	嗯，我想我要做的都做完了。\n食物和补给都已经装船了。\n娜达坚持要帮忙，我猜她根本没睡。
7895	map151_3f13fb51	0		I don't blame her.	我不怪她。
7896	map151_4be77f10	0	char_damek	Damek: z01605\nShould we continue the rest on the ship?\nThere's sitll a few people you need to meet.\nAfter that, we're in for a long, boring trip.	Damek: z01605\n剩下的要不要到船上再说？\n还有几个人你得见一见。\n之后，我们就要踏上漫长又无聊的旅程了。
7897	map151_fcd219b2_1	0		I nod, and start to follow him aboard.{w}\nEverybody else follows suit, until we're all loaded up.{w}\nThis would be my first time at sea. I hope my body takes it well.	我点点头，跟着他上了船。{w}\n其他人也依次跟上，直到我们全部登船。{w}\n这将是我第一次出海。希望我的身体能适应。
7898	map151_7a603c72	0	char_fortaime	I think that Vivien will be our best shot.\nHopefully you and Howl can get along, [firstname].\nIt's a new partnership, but it certainly shows promise.	我觉得薇薇安会是我们最好的突破口。\n希望你和豪尔能相处融洽，[firstname]。\n这是段新的合作关系，但显然很有前景。
7899	map151_84d0d22e	0		Upon hearing his \"name\", Howl's ears perk up.{w}\nHe walks toward me, ending his previous conversation.{w}\nI can't believe this was all organized so fast, and so efficiently.	听到自己的“名字”，豪尔的耳朵竖了起来。{w}\n他结束了先前的谈话，朝我走来。{w}\n我真不敢相信这一切组织得如此之快、如此高效。
7900	map151_4cbc9268	0	char_howl	[firstname], glad to see that you made it.\nWe were just talking with some new \"supporters\".\nIt appears that our partnership is welcomed by many.	[firstname]，很高兴看到你来了。\n我们刚在和几位新的“支持者”交谈。\n看来我们的结盟受到了许多人的欢迎。
7901	map151_508b0b86	0	char_howl	We are not the only ones who hold Damek accountable.\nIf it's okay, we'd like to introduce you to a few of them.\nHopefully, they will solidify your choice as correct.	不是只有我们才追究达梅克的责任。\n如果可以，我们想给你介绍其中几位。\n希望他们能让你更加确信你的选择是正确的。
7902	map151_4b5d0bf2	0		I nod, and follow Howl back to where he was before.{w}\nA few rebels stand there, smiling as they see me.{w}\nHowl motions toward them, and I step forward.	我点点头，跟着豪尔回到他刚才待的地方。{w}\n几个反抗军站在那里，看到我便露出笑容。{w}\n豪尔朝他们示意，我走上前去。
7903	map151_e06cbff4	0	char_jit_map151_1_0_341	Pleasure to meet you, [firstname].\nI'm glad to see that you survived the attack.\nThanks to Damek, not everybody was so lucky.	很高兴见到你，[firstname]。\n很高兴你从袭击中活了下来。\n多亏了达梅克，可不是每个人都那么走运。
7904	map151_bf2fe13a	0	char_jit_map151_1_0_354	They told us he was an unparalleled strategist.\nWell, if he is — he lost the chance to prove it to us.\nI gotta say, I'm glad you changed the way things are run.	他们说他是个无与伦比的战略家。\n嗯，如果真是——那他已经没机会向我们证明了。\n我得说，我很高兴你改变了这里的行事方式。
7905	map151_3ef5ae0d	0	char_jit_map151_1_0_367	Yeah. Howl seems like the perfect choice, [firstname].\nIt's good to know that we're in the hands of somebody wise.\nUnder your command — we'll recover from this — and win.	是啊。豪尔似乎是最合适的人选，[firstname]。\n知道自己掌握在明智之人的手里真好。\n在你的指挥下——我们会恢复过来——然后赢。
7906	map151_fb62ae15	0		They all step away, and go about their business.{w}\nSo there {i}are{/i} other rebels who think Damek is responsible.{w}\nThat means there are others that support Damek. I hope this is okay.	他们全都退开，各忙各的去了。{w}\n所以{i}确实{/i}有别的反抗军认为达梅克该负责。{w}\n那就意味着也有人支持达梅克。希望这没关系。
7907	map151_c15b8c75	0		Conflict is the last thing we need among our own forces.{w}\nIt would definitely hinder our morale in the coming storm.{w}\nI turn back to Howl, who seems happy and relaxed.	冲突是我们自己人之间最不需要的东西。{w}\n在即将到来的风暴中，那肯定会打击我们的士气。{w}\n我转回豪尔那边，他看起来愉快又放松。
7908	map151_bd46ae0b	0	char_howl	We should probably get going, [firstname].\nEverything is on the ship, and everybody is here.\nAlex worked overnight to make sure we were ready.	我们大概该动身了，[firstname]。\n东西都在船上了，人也到齐了。\n亚历克斯熬了一夜确保我们准备妥当。
7909	map151_43c9dce8	0		Talk about dedication.	真是尽职尽责。
7910	map151_135f70bf	0	char_howl	Shall we continue the rest of this discussion at sea?\nIf anything, it'll help pass the time. Alarinthia is quite far away.\nWe'll take a shipping route used by our people in ancient times.	剩下的讨论要不要到海上继续？\n至少这样能打发时间。阿拉林西亚可远着呢。\n我们会走我们族人在上古时代用过的航线。
7911	map151_fcd219b2_2	0		I nod, and start to follow him aboard.{w}\nEverybody else follows suit, until we're all loaded up.{w}\nThis would be my first time at sea. I hope my body takes it well.	我点点头，跟着他上了船。{w}\n其他人也依次跟上，直到我们全部登船。{w}\n这将是我第一次出海。希望我的身体能适应。
7912	map151_2ce1e07e	0	char_howl	We should probably get going, Monarch.\nEverything is on the ship, and everybody is here.\nNada worked overnight to make sure we were ready.	我们大概该动身了，君主。\n东西都在船上了，人也到齐了。\n娜达熬了一夜确保我们准备妥当。
7913	map151_43c9dce8_1	0		Talk about dedication.	真是尽职尽责。
7914	map151_a0bde4f5	0	char_howl	Shall we continue the rest of this discussion at sea?\nIf anything, it'll help pass the time. Alarinthia is quite far away.\nWe'll take a shipping route used by our people in ancient times.	剩下的讨论要不要到海上继续？\n至少这样能打发时间。阿拉林西亚可远着呢。\n我们会走我们族人在上古时代用过的航线。
7915	map151_fcd219b2_3	0		I nod, and start to follow him aboard.{w}\nEverybody else follows suit, until we're all loaded up.{w}\nThis would be my first time at sea. I hope my body takes it well.	我点点头，跟着他上了船。{w}\n其他人也依次跟上，直到我们全部登船。{w}\n这将是我第一次出海。希望我的身体能适应。
7916	map152_2227015e	0		The boat is rather large, and it can easily fit all of us.{w}\nWasting no time, as soon as we're on, they prepare to set sail.{w}\nPirates run about the ship, making last minute preparations.	这艘船相当大，轻松容得下我们所有人。{w}\n一刻也不耽误，我们一上船，他们就准备起航了。{w}\n海盗们在船上跑来跑去，做最后的准备。
7917	map152_4d97c3e5	0		I even see Mylus aboard, and that slightly surprises me.{w}\nHowever, before I'm able to say anything to him, the pirates take charge.{w}\nTheir leader steps into the middle of the deck, and shouts orders.	我甚至看到迈勒斯也在船上，这让我有点意外。{w}\n然而，我还没来得及跟他说上话，海盗们就开始发号施令了。{w}\n他们的首领走到甲板中央，高声下达命令。
7918	map152_86ca0ccf	0	char_jit_map152_1_0_17	Come on everybody! Let's do this!\nThey'll write about this voyage in the history books.\nLet's give them something memorable to read about...!	大家来吧！动手干吧！\n他们会在史书里写下这次航行。\n让我们给他们留点值得一读的东西……！
7919	map152_2f201beb	0		His crew nod and exchange witty banter as they prepare.{w}\nIt seems like life as a pirate could actually be pretty {i}fun{/i}.{w}\nI feel glad that we chose to support him. He seems nice.	他的船员们一边点头，一边打趣地互相调侃着做准备。{w}\n看来做海盗的生活其实可能相当{i}有趣{/i}。{w}\n我很庆幸我们选择了支持他。他看起来人不错。
7920	map152_1c0c3d2c	0	char_jit_map152_1_0_36	Come on, you can all do better than that!{w}\nIf you want my favor in our new nation, then get to work!{w}\nA competent crew would already have us halfway to Alarinthia!	来吧，你们都能做得更好！{w}\n想在我们的新国度里得到我的青睐，就给我干活！{w}\n一支能干的船员早该把我们送到阿拉林西亚半路了！
7921	map152_0abf4865	0		Her crew nod and get to work, exactly as instructed.{w}\nIt seems her authority was respected, as harsh as she was.{w}\nIt's understandable that they'd want the favor of their new ruler.	她的船员们点点头，照吩咐干起活来。{w}\n看来尽管她态度严厉，她的权威依然受到尊重。{w}\n他们想讨好自己的新统治者，这可以理解。
7922	map152_311c31ee	0		I walk to the center of the ship, and slowly inspect my surroundings.{w}\nIt's a bit packed, but that's because nobody went to the crew quarters yet.{w}\nI could tell from the outside that this place has more than enough space.	我走到船中央，慢慢打量四周。{w}\n这里有点挤，但那是因为还没人进船员舱。{w}\n从外面我就能看出，这地方的空间绰绰有余。
