# dialogue chunk 0004  entries 1201-1600 of 10370
# seq	block	idx	speaker	source	target
1201	map061_febeefe8	0	char_jit_map061_1_0_13	Damek, may I speak with you?	达梅克，我能和你说句话吗？
1430	Damek2_map064_4_0_7c962efd	0	char_damek	Well, almost everything, I'd assume.\nI was one of the \"founding members\" with Salus.\nI guess they liked that term more than \"child soldier\".	嗯，我想几乎所有事吧。\n我是和萨卢斯一起的“创始成员”之一。\n大概是他们觉得这说法比“童子军”好听。
1431	Damek3_map064_4_0_da0fe7a3	0	char_damek	When The Triumvirate took over Mazeo, they had one goal.\nDig deep underground, and find the true spirit idol of this nation.\nThey made their Honor Guard do this. Those empty suits of armor.	三人执政团接管马泽奥时，只有一个目标。\n往地下深处挖掘，找到这个国家真正的灵像。\n他们让荣誉卫队来做这件事。就是那些空荡荡的盔甲。
1432	Damek3_map064_4_0_6db646a9	0	char_damek	But while they dug, they also created a sort of \"barracks\" down there.\nI'm not sure why, because the Honor Guard couldn't make use of it.\nBut I'm assuming it was for when real people came for inspections.	但挖掘的同时，他们也在下面建了个类似“营房”的地方。\n我不清楚为什么，因为荣誉卫队根本用不上。\n不过我猜那是给真人来视察时用的。
1433	Damek3_map064_4_0_dc045320	0	char_damek	Either way, they basically turned it into a paradise.\nBeds, weapons, training rooms, a war table — everything.\nWhen I first saw it, I knew I had to win it for The Rebellion.	不管怎样，他们基本上把它打造成了一个天堂。\n床铺、武器、训练室、作战桌——应有尽有。\n我第一次看到时，就知道必须为反抗军把它夺过来。
1434	Damek3_map064_4_0_9176b4c8	0	char_damek	Thankfully, Gryz had been turning to our side.\nIt wasn't hard to woo over The Mayor, and get the deed.\nHis only condition was that {i}he{/i} got access to the idol first.	还好，格瑞兹当时已经在倒向我们。\n拉拢市长、拿到地契并不难。\n他唯一的条件就是{i}他{/i}要先接触那尊灵像。
1435	Damek3_map064_4_0_dccd3172	0	char_damek	I'm not sure what he wants to do with it.\nBut he can't really do anything, if I'm honest.\nNot without you, or The Blade of Exodus.	我不清楚他想拿它做什么。\n但说实话，他也做不了什么。\n没有你，或是没有流亡之刃，他都办不到。
1436	Damek3_map064_4_0_e1644ea5	0	char_damek	Salus? Well, he was a father figure to a lot of us.\nThat's probably why his sacrifice hit us all so hard.\nYou {i}do{/i} remember that he was The Elder of Valinorth, right?	萨卢斯？他就像我们许多人的父亲。\n大概正因如此，他的牺牲才让我们所有人深受打击。\n你{i}应该{/i}记得他是瓦利诺斯的长老吧？
1437	Damek3_map064_4_0_40019e53	0	char_damek	It's not like he took on a secret double life, he was still the same.\nIf anything, at least now you have an explanation for his \"trips\".\nHe was helping out The Rebellion {i}and{/i} Valinorth. That's a tall order.	他并不是过起了什么秘密的双面人生，他还是原来那个他。\n要说有什么不同，至少现在你能解释他的那些“外出”了。\n他同时帮着反抗军{i}和{/i}瓦利诺斯。这可不是一般的担子。
1438	Damek3_map064_4_0_a8a63784	0	char_damek	Salus saw the chaos and destruction in Mazeo, and wanted to help.\nIn fact, even some people from Valinorth were here during The Occupation.\nHe likely discovered what happened by inquiring after their \"disappearance\".	萨卢斯目睹了马泽奥的混乱与毁灭，想要伸出援手。\n其实，占领期间连一些瓦利诺斯人也在这里。\n他大概是通过打听他们的“失踪”才得知了事情的经过。
1439	Damek3_map064_4_0_7844beb0	0	char_damek	Either way, he quickly met with the band of survivors and orphans.\nOffering them funding, and protection, the seeds were planted.\nThey became an organization, with a goal. They had purpose.	总之，他很快会见了那群幸存者和孤儿。\n提供资金和保护，种子就此埋下。\n他们成了一个有目标的组织，有了自己的使命。
1440	Damek3_map064_4_0_6f68f473	0	char_damek	Salus likely knew that Valinorth would be occupied as well.\nSo training an army to enact revenge would benefit both nations.\nThey established Peregrino as a central location, and here we are.	萨卢斯大概料到瓦利诺斯也会被占领。\n所以训练一支军队去复仇对两个国家都有好处。\n他们把佩雷格里诺设为中枢，于是就有了今天。
1441	Damek3_map064_4_0_ee9ad858	0	char_damek	Over the next twenty years, the orphans grew stronger.\nAs soon as we were battle-ready, we launched the Exodus Raid.\nSalus told me more about {i}you{/i}, and I took over when he passed.	接下来的二十年里，孤儿们越来越强。\n我们一做好战斗准备，就发动了流亡突袭。\n萨卢斯跟我讲了更多关于{i}你{/i}的事，他去世后便由我接手。
1442	Damek3_map064_4_0_6f4d8898	0	char_damek	Several hundred, but under a thousand.\nWe're a fully realized army, and I {i}know{/i} we can do this.\nWith you and that blade, our victory is pretty much secured.	几百人，不到一千。\n我们是一支羽翼丰满的军队，我{i}知道{/i}我们做得到。\n有你，还有那把刃，我们的胜利几乎已经稳了。
1443	Damek3_map064_4_0_590b65d7	0	char_damek	It's wonderful. Everybody is in a great mood.\nWe have the numbers, and the strength to put up a fight.\nBut on top of that, we have {i}you{/i}, and The Blade of Exodus.	非常好。每个人都斗志高昂。\n我们有兵力，也有抗衡的实力。\n而除此之外，我们还有{i}你{/i}，还有流亡之刃。
1444	Damek3_map064_4_0_a209ac92	0	char_damek	When you're trained with it, you can lead the final battle.\nThat Blade isn't just a weapon — but a symbol of hope.\nIt sets us apart from every previous insurrection.	等你练成之后，就能领军打最后一战。\n那把刃不只是武器——更是希望的象征。\n它让我们与以往每一次起义都截然不同。
1445	Damek3_map064_4_0_f0964162	0	char_damek	With its power, you'll be unstoppable.\nI hope you're ready to go down in history as a hero.\nThe man who changed Alestia {i}forever{/i}.	有了它的力量，你将无可阻挡。\n希望你已准备好作为英雄载入史册。\n那个{i}永远{/i}改变了阿莱斯蒂亚的男人。
1446	Damek3_map064_4_0_98f0cda6	0	char_damek	With its power, you'll be unstoppable.\nI hope you're ready to go down in history as a hero.\nThe woman who changed Alestia {i}forever{/i}.	有了它的力量，你将无可阻挡。\n希望你已准备好作为英雄载入史册。\n那个{i}永远{/i}改变了阿莱斯蒂亚的女人。
1447	Damek3_map064_4_0_97ef6cd7	0	char_damek	We don't know too much about them, to be honest.\nThey're shrouded in mystery, and only rule from their chambers.\nWe've tried to coax them out, but so far, nothing has worked.	老实说，我们对他们了解不多。\n他们笼罩在谜团之中，只在寝宫里发号施令。\n我们试过引他们出来，但至今毫无成效。
1448	Damek4_map064_4_0_340dce4e	0	char_damek	Not a clue. It's anyone's guess.\nHopefully we'll find some answers after all this is over.\nThere's gotta be some record of their past, right?	一无所知。谁也说不准。\n希望等这一切结束后能找到些答案。\n他们的过去总该有些记录吧？
1449	Damek4_map064_4_0_f73a87b1	0	char_damek	At least, that's what I'm hoping for.\nBut I'll have to be content if we never find out.\nMy main goal is liberating Alestia, and gaining freedom.	至少我是这么希望的。\n但如果始终查不出来，我也只能接受。\n我的主要目标是解放阿莱斯蒂亚，赢得自由。
1450	Damek4_map064_4_0_78bc3142	0	char_damek	At least as old as Alestia. Or something like that.\nHistory seems to have \"begun\" when they did.\nEither that, or they covered up the past.	至少和阿莱斯蒂亚一样古老，大概是这样。\n历史似乎是从他们出现时“开始”的。\n要么如此，要么就是他们掩盖了过去。
1451	Damek4_map064_4_0_e6b5e5d7	0	char_damek	There's no record of history prior to their rule.\nSo that's why everybody regards them as \"Gods\".\nBut there's more to the story, I can feel it in my gut.	他们统治之前的历史没有任何记录。\n所以人人都把他们奉为“神明”。\n但事情不止于此，我的直觉告诉我的。
1452	Damek4_map064_4_0_7eaf88fe	0	char_damek	No, we just know that they wear white and gold cloaks.\nThis is from reliable firsthand accounts, of course.\nSome people have met them and lived to tell.	不，我们只知道他们披着白金色的斗篷。\n当然，这来自可靠的第一手证词。\n有人见过他们，还活着把这事说了出来。
1453	Damek4_map064_4_0_b77f7955	0	char_damek	Underneath those cloaks, however, is anyone's guess.\nSome people even theorize that there's nothing underneath.\nThat's pretty scary, if you ask me. They'd be like living spirits.	至于斗篷底下是什么，谁也说不准。\n有人甚至推测底下什么都没有。\n要我来说，那可挺吓人的。他们就像活着的灵。
1454	Damek4_map064_4_0_1262a964	0	char_damek	I think so. As far as we know, they've had it forever.\nAncient writings and murals have depicted the blade.\nWe still don't know for sure, though. They could've found it.	我想是的。据我们所知，那把刃一直属于他们。\n古老的文字和壁画上都描绘过那把刃。\n不过我们还不能确定。也许他们是捡到的。
1455	Damek4_map064_4_0_fd70a3c3	0	char_damek	What we need to worry about, is the power the blade houses.\nIt gave them the power to enslave an entire world of innocent people.\nWe must never resort to the same thing. I want to destroy it when this is over.	我们该担心的是那把刃蕴含的力量。\n它赋予了他们奴役这整个无辜世界的力量。\n我们绝不能重蹈覆辙。等这一切结束后，我想毁掉它。
1456	Damek4_map064_4_0_8b039508	0	char_damek	I'd like to think so, yeah.\nIt's actually a bit ironic, isn't it...?\nTheir own weapon, used against them.	我倒愿意这么想。\n其实还挺讽刺的，不是吗……？\n用他们自己的武器来对付他们。
1457	Damek4_map064_4_0_4ba33172	0	char_damek	As soon as you learn to use it, we'll be good to go.\nI have no doubt in my mind that it's strong enough.\nYou were chosen by the spirits for this destiny.	等你学会使用它，我们就能行动了。\n我毫不怀疑它的力量足够强大。\n你是被灵选中来承担这份命运的。
1458	Damek4_map064_4_0_119c33ac	0	char_damek	Sure, what would you like to know?	当然，你想知道什么？
1459	Damek5_map064_4_0_91b2496f	0	char_damek	Well, I don't really know anything about her, yet.\nBut I'd like to change that, if I get the opportunity.\nI think she seems like a wonderful person.	嗯，我还不太了解她。\n但如果有机会，我想改变这一点。\n我觉得她看起来是个很好的人。
1460	Damek5_map064_4_0_dc4ea24d	0	char_damek	He seems really... energetic?\nHonestly, you'll have to ask me again in the future.\nWe just haven't had the chance to hang out just yet.	他看起来真的很……有活力？\n老实说，这事你以后得再问我一次。\n我们到现在还没机会好好相处过。
1461	Damek5_map064_4_0_5ff61aaf	0	char_damek	Ulric is one of my best friends. He really is.\nThere's no man I'd rather have at my back in battle.\nHe's saved me from dying more times than I can count.	乌尔里克是我最好的朋友之一。真的。\n战场上，我最想让他守在我身后。\n他救过我性命的次数我数都数不清。
1462	Damek5_map064_4_0_ae28268e	0	char_damek	The Rebellion basically hinges on my planning, and his strength.\nHe'll be at the front of every charge, I can guarantee that much.\nThere's no man in this world quite as strong as him.	反抗军基本上就靠我的谋划和他的武力撑着。\n我敢保证，每次冲锋他都会在最前面。\n这世上没有哪个男人比他更强。
1463	Damek5_map064_4_0_7c29f535	0	char_damek	Right now, I'm a little upset with him, but I'll manage.\nHe's my go-to man when something involves being \"sneaky\".\nHis reconnaissance work has been a great boon to our efforts.	眼下我对他有点不满，不过我能应付。\n凡是需要“偷偷摸摸”的事，我都找他。\n他的侦察工作对我们的行动帮助极大。
1464	Damek5_map064_4_0_e5a50fb6	0	char_damek	I suspect that you'll be working with him closely in the future.\nA lot of our final attack on Balteus will involve a stealthy infiltration.\nBut we'll get to more of that in the future. So no need to waste time on it now.	我猜以后你会和他密切合作。\n我们对巴尔泰乌斯的最终进攻很大一部分要靠隐秘渗透。\n不过那些以后再细说，现在不必浪费时间。
1465	Damek5_map064_4_0_2682e5a5	0	char_damek	Well, I wouldn't know where to start. \nYou're such an important figure to both me and my army.\nBut to Alestia...? You're going to be known as their savior.	嗯，我都不知从何说起。\n对我和我的军队来说，你是如此重要的人物。\n但对阿莱斯蒂亚……？你会被当成他们的救世主。
1466	Damek5_map064_4_0_cf435e4a	0	char_damek	I have to admit, you're a bit different than I expected.\nAll this stuff had me thinking you'd be larger than life.\nBut I guess that's my fault. You're just a normal person.	我得承认，你和我想象中有点不一样。\n这些事让我以为你会是个传奇般的人物。\n不过这大概是我的错。你不过是个普通人。
1467	Damek5_map064_4_0_7cd05ce3	0	char_damek	The thing that makes you special is on the inside, not the outside.\nI guess it just benefits us that not everybody can see that, right?\nWe wouldn't want you to be a walking target for the enemy to find.	让你与众不同的东西在内在，而不是外表。\n我觉得，不是人人都看得出来，这对我们反而是好事，对吧？\n我们可不想让你成为敌人眼里会走路的靶子。
1468	Damek5_map064_4_0_42391d10	0	char_damek	Sure. Anything specific...?	当然。有具体想问的吗……？
1469	Damek6_map064_4_0_fa28a0e7	0	char_damek	Well, I'll have you rest for the day. \nThen we'll start training you with The Blade of Exodus tomorrow.\nI think that slow exposure therapy will be the best possible approach.	嗯，今天你先休息。\n明天我们就开始带你练流亡之刃。\n我觉得逐步接触的疗法是最好的办法。
1470	Damek6_map064_4_0_1e2a73de	0	char_damek	As you build a tolerance for its power, you'll be able to wield it longer.\nOf course, you'll also be training in the basics of sword play.\nUlric will make sure that you learn everything you need to.	随着你对它的力量逐渐产生耐受，你就能使用得更久。\n当然，你也会接受剑术基础训练。\n乌尔里克会确保你学会所有该学的。
1471	Damek6_map064_4_0_7dfd3ef9	0	char_damek	We have the benefit of foresight, here.\nWe know The Triumvirate will be busy with Valinorth.\nYou can train, and we can attack Balteus {i}right{/i} under their noses.	我们在这里占着先见之明。\n我们知道三人执政团会忙于瓦利诺斯。\n你可以安心训练，而我们可以{i}就{/i}在他们眼皮底下进攻巴尔泰乌斯。
1472	Damek6_map064_4_0_65700459	0	char_damek	Yeah, and it's something you'll be hearing more of.\nWe have some stuff to take care of for now.\nYou'll get used to the war table, trust me.	是啊，以后你还会经常听到这说法。\n眼下我们还有些事要处理。\n你会习惯作战桌的，相信我。
1473	Damek6_map064_4_0_16e4dc9d	0	char_damek	Probably in chaos, and disarray.\nWe can't expect the people to embrace the new leadership.\nBut we'll do our best to win them over, and cater to their desires.	大概会陷入混乱和动荡。\n我们不能指望民众会欣然接受新政权。\n但我们会尽力争取他们，并满足他们的诉求。
1474	Damek6_map064_4_0_6a7c859e	0	char_damek	Anything we learn about The Triumvirate will also be useful.\nIf we can prove that they're frauds, the people will accept us easier.\nThe only question is — how in the world do we go about doing that?	我们了解到的关于三人执政团的任何事都会有用。\n要是能证明他们是骗子，民众会更容易接受我们。\n唯一的问题是——我们到底要怎么做？
1475	Damek6_map064_4_0_3d998cf0	0	char_damek	Either way, we'll have lots of work ahead of us.\nWinning this battle doesn't mean we can sit back and rest.\nWe'll have an entire world to rule, and reform. I can't wait.	不管怎样，前头都有大量工作等着我们。\n赢下这场战斗并不意味着我们能高枕无忧。\n我们要统治并改革整个世界。我都等不及了。
1476	Damek6_map064_4_0_657ad2e0	0	char_damek	You mean imbue it with spiritual energy? I'm not sure.\nBut I wouldn't classify your nation as dead. Not just yet.\nThe power inside of you is proof that we can redirect it.	你是说给它注入灵性能量？我不确定。\n但我不会说你的国家已经死了。至少现在还不会。\n你体内的力量就是证明，我们能把它重新引导回来。
1477	Damek6_map064_4_0_82104ef8	0	char_damek	If the spirits can move power from the land, to an individual?\nWell, there's no reason to believe that the reverse isn't possible.\nThat blade is capable of so much. I think it will be the key to {i}all{/i} of that.	如果灵能把力量从土地转移到一个人身上？\n那就没有理由认为反过来不可能。\n那把刃能做到的事太多了。我认为它会成为{i}这一切{/i}的关键。
1478	click_map064_6_EV006_e7b93957	0		Cannot access content at this time.\nIf there is an X, you must complete preceding Heart-to-Hearts.\nIf there is a checkmark, you must move on to the next Heart-to-Heart.	目前无法访问该内容。\n如果显示叉号，你必须先完成之前的心灵交流。\n如果显示对勾，你必须继续下一个心灵交流。
1479	click_map064_9_EV009_3a032cf3	0	char_fortaime	Hey, this is where I got those apples.\nI still wish they didn't end up scamming me.	嘿，我就是在这儿买的那些苹果。\n我还是希望他们没骗我。
1480	click_map064_9_EV009_8315120b	0	char_ulric	You can never trust anybody around here.\nEven I get taken advantage of sometimes.	这地方谁都不能信。\n连我有时候也会被人占便宜。
1481	click_map064_9_EV009_86b8187e	0	char_fortaime	Really?	真的？
1482	click_map064_9_EV009_30d3d90e	0	char_ulric	Yeah. I can let my guard down, too.\nSo don't feel bad about your mistake, Fortaime.	是啊。我也会有放松警惕的时候。\n所以别为自己的失误难过，福泰姆。
1483	click_map064_9_EV009_dfe2cabf	0	char_valessa	If anything, he learned an important lesson.\nShould we go complain? Maybe he can get his money back.	往好处想，他学到了重要的一课。\n我们要不要去理论一下？也许能把钱要回来。
1484	click_map064_9_EV009_1658ceb4	0	char_ulric	There's no point. They'd never give it back.\nWe'd only end up bringing more attention to ourselves.\nI think we'll just have to chalk this one up as a loss.	没用的。他们绝不会退钱。\n那样只会引来更多注意。\n我看这一笔只能认栽了。
1485	click_map064_9_EV009_71fe4903	0	char_fortaime	Alright, I'm sorry...	好吧，对不起……
1486	click_map064_9_EV009_fb56fc81	0	char_ulric	You didn't do anything wrong. They did.\nI'll buy you more apples when I get a chance.\nThe money I gave you could've easily bought ten.	你没做错什么。错的是他们。\n有机会我再给你买些苹果。\n我给你那些钱，本来轻轻松松能买十个。
1487	click_map064_9_EV009_955a28cf	0	char_fortaime	Ten!?	十个！？
1488	click_map064_36_EV036_2114cfdf	0	char_fortaime	How far back does this Town Square go...?	这个城广场到底延伸多远……？
1489	click_map064_36_EV036_d2790c17	0	char_pro	To be honest, it almost doesn't stop.\nMazeo is pretty much one huge market.\nThere's a few residential areas, but they're tiny.	老实说，几乎望不到头。\n马泽奥差不多就是一整个巨型集市。\n有几个住宅区，但都小得很。
1490	click_map064_36_EV036_35182b57	0	char_fortaime	That's insane!	太夸张了！
1491	click_map064_36_EV036_b69eb0ad	0	char_pro	Yeah, but you get used to it.	是啊，不过你会习惯的。
1492	click_map064_36_EV036_50674d28	0	char_fortaime	Where do the people live then?	那人们住在哪儿？
1493	click_map064_36_EV036_b872c80a	0	char_pro	Most of them have small beds behind their market stalls.\nThose that are lucky enough to own an actual shop, live inside of it.\nIf you want to live in Mazeo, you need to sell something of value.	大多数人就在摊位后面搭张小床。\n运气好、能拥有真正店面的人，就住在店里。\n想在马泽奥生活，你就得卖点有价值的东西。
1494	click_map064_36_EV036_cd4b4b22	0	char_ulric	Or offer your services.\nLike me with my sword arm.	或者靠自己的本事吃饭。\n就像我靠这把剑一样。
1495	click_map064_36_EV036_aae8ff4d	0	char_pro	Yeah. You need to do {i}something{/i} to make money.\nIf you live in a residential area, that means you're rich.\nIt's a sign of wealth — like you don't need to work anymore.	是啊。你总得做{i}点什么{/i}来赚钱。\n要是住在住宅区，那就说明你有钱。\n那是财富的象征——好像你再也不用干活了。
1496	click_map064_36_EV036_4fa2fbba	0	char_fortaime	I'm guessing not everybody gets that far...	我猜不是人人都能走到那一步……
1497	click_map064_36_EV036_26e7e951	0	char_ulric	No. Most people live on a day-to-day basis.\nIf they don't sell something that day, they don't eat.	不。大多数人都是过一天算一天。\n那天没卖出东西，就没饭吃。
1498	click_map064_36_EV036_bb51680a	0	char_valessa	That's crazy. \nIn Valinorth, we share everything.\nWe'd never stand by while a citizen starves.	太不可思议了。\n在瓦利诺斯，我们分享一切。\n我们绝不会坐视任何一位同胞挨饿。
1499	click_map064_36_EV036_d725cb7b	0	char_pro	Yeah, you have it pretty good in Valinorth.\nBut this is what I like to call the \"real world\", Valessa.\nValinorth was special. The rest of the world is more like {i}this{/i}.	是啊，你们在瓦利诺斯过得挺不错。\n但这才是我所谓的“现实世界”，瓦莱莎。\n瓦利诺斯是特别的。外面的世界更接近{i}这样{/i}。
1500	click_map064_36_EV036_ab02b555	0	char_fortaime	Hopefully we can change that...\nWhere do you think we'll be living after the war?	希望我们能改变这一切……\n你觉得战后我们会住在哪儿？
1501	click_map064_36_EV036_f30dec41	0	char_pro	If we survive? \nWherever we want.	如果我们能活下来？\n想住哪儿住哪儿。
1502	click_map064_44_EV044_e4101dc4	0	char_valessa	Wow, you can buy weapons here?\nI mean, they're just laying out in the open.	哇，这里能买到武器？\n我是说，它们就那么露天摆着。
1503	click_map064_44_EV044_95cb5548	0	char_ulric	Yeah. You can buy anything in Mazeo.\nIf it's not legal, then the pirates can get it for you. \nThey call this place the town of \"Infinite Connections\".	是啊。在马泽奥什么都能买到。\n要是合法的买不到，海盗能帮你弄来。\n他们管这里叫“无穷人脉”之城。
1504	click_map064_44_EV044_e21806c6	0	char_valessa	Wow...	哇……
1505	click_map064_44_EV044_702f7c78	0	char_fortaime	Hey, that one looks like your sword, Ulric.\nDid you buy your sword from one of these places?	嘿，那把看起来像你的剑，乌尔里克。\n你的剑是从这种地方买的吗？
1506	click_map064_44_EV044_8f5226a2	0	char_ulric	No. My sword is ancient.\nRumor says it belonged to an Alarinthian legend.\nWith just how well it's made — I think that's actually true.	不是。我的剑年代久远。\n据说它曾属于一位阿拉林西亚的传奇人物。\n光看它做工之精——我觉得那传言是真的。
1507	click_map064_44_EV044_244aaf56	0	char_fortaime	Wow, a legend?\nExplains why you carry it around all the time.	哇，传奇人物？\n难怪你总是随身带着它。
1508	click_map064_44_EV044_7f206567	0	char_ulric	Yeah, I'd hate to leave it unattended.\nEven when I carry it, people beg me to sell it.\nBut it beats leaving it alone, and risking theft.	是啊，我可不想让它无人看管。\n就算我随身带着，也有人求我卖给他。\n但总好过放着被人偷走。
1509	click_map064_44_EV044_fed55ac1	0	char_valessa	So you've used that sword for your entire life?	那你一辈子都在用那把剑？
1510	click_map064_44_EV044_463191b9	0	char_ulric	I have; and I'll use it for the rest of my life, too.\nIt shows no signs of wearing down. It's perfect.\nI can't say the same about the ones {i}they{/i} have for sale.	是的；我余生也会一直用它。\n它没有任何磨损的迹象。完美无缺。\n{i}他们{/i}卖的那些我可不敢这么说。
1511	click_map064_44_EV044_7eaf3ab6	0		Ulric motions at the market stall that initially got Valessa's attention.{w}\nThe merchant glances over at us, understanding Ulric's accusatory gesture.{w}\nWe quickly run away from the stall before they can speak or chase after us.	乌尔里克朝最初引得瓦莱莎注意的那个摊位示意。{w}\n那商人瞥了我们一眼，明白了乌尔里克那透着指责的手势。{w}\n还没等对方开口或追来，我们就赶紧从摊位前溜走了。
1512	click_map064_84_EV084_2114cfdf	0	char_fortaime	How far back does this Town Square go...?	这个城广场到底延伸多远……？
1513	click_map064_84_EV084_d2790c17	0	char_pro	To be honest, it almost doesn't stop.\nMazeo is pretty much one huge market.\nThere's a few residential areas, but they're tiny.	老实说，几乎望不到头。\n马泽奥差不多就是一整个巨型集市。\n有几个住宅区，但都小得很。
1514	click_map064_84_EV084_35182b57	0	char_fortaime	That's insane!	太夸张了！
1515	click_map064_84_EV084_b69eb0ad	0	char_pro	Yeah, but you get used to it.	是啊，不过你会习惯的。
1516	click_map064_84_EV084_50674d28	0	char_fortaime	Where do the people live then?	那人们住在哪儿？
1517	click_map064_84_EV084_b872c80a	0	char_pro	Most of them have small beds behind their market stalls.\nThose that are lucky enough to own an actual shop, live inside of it.\nIf you want to live in Mazeo, you need to sell something of value.	大多数人就在摊位后面搭张小床。\n运气好、能拥有真正店面的人，就住在店里。\n想在马泽奥生活，你就得卖点有价值的东西。
1518	click_map064_84_EV084_cd4b4b22	0	char_ulric	Or offer your services.\nLike me with my sword arm.	或者靠自己的本事吃饭。\n就像我靠这把剑一样。
1519	click_map064_84_EV084_aae8ff4d	0	char_pro	Yeah. You need to do {i}something{/i} to make money.\nIf you live in a residential area, that means you're rich.\nIt's a sign of wealth — like you don't need to work anymore.	是啊。你总得做{i}点什么{/i}来赚钱。\n要是住在住宅区，那就说明你有钱。\n那是财富的象征——好像你再也不用干活了。
1520	click_map064_84_EV084_4fa2fbba	0	char_fortaime	I'm guessing not everybody gets that far...	我猜不是人人都能走到那一步……
1521	click_map064_84_EV084_26e7e951	0	char_ulric	No. Most people live on a day-to-day basis.\nIf they don't sell something that day, they don't eat.	不。大多数人都是过一天算一天。\n那天没卖出东西，就没饭吃。
1522	click_map064_84_EV084_bb51680a	0	char_valessa	That's crazy. \nIn Valinorth, we share everything.\nWe'd never stand by while a citizen starves.	太不可思议了。\n在瓦利诺斯，我们分享一切。\n我们绝不会坐视任何一位同胞挨饿。
1523	click_map064_84_EV084_d725cb7b	0	char_pro	Yeah, you have it pretty good in Valinorth.\nBut this is what I like to call the \"real world\", Valessa.\nValinorth was special. The rest of the world is more like {i}this{/i}.	是啊，你们在瓦利诺斯过得挺不错。\n但这才是我所谓的“现实世界”，瓦莱莎。\n瓦利诺斯是特别的。外面的世界更接近{i}这样{/i}。
1524	click_map064_84_EV084_ab02b555	0	char_fortaime	Hopefully we can change that...\nWhere do you think we'll be living after the war?	希望我们能改变这一切……\n你觉得战后我们会住在哪儿？
1525	click_map064_84_EV084_f855d016	0	char_pro	If we survive? \nAnywhere we want.	如果我们能活下来？\n想去哪儿都行。
1526	click_map064_113_EV113_e7b93957	0		Cannot access content at this time.\nIf there is an X, you must complete preceding Heart-to-Hearts.\nIf there is a checkmark, you must move on to the next Heart-to-Heart.	目前无法访问该内容。\n如果显示叉号，你必须先完成之前的心灵交流。\n如果显示对勾，你必须继续下一个心灵交流。
1527	map067_dbbfb941	0		I notice Fortaime standing at one of the market stalls, enthralled.{w}\nI take a few steps forward to see what he's looking at, and nobody follows me.{w}\nIt seems they're willing to give us some time alone now that we're in Mazeo.	我注意到福泰姆站在一个摊位前，看得出神。{w}\n我上前几步看他到底在看什么，身后没人跟来。{w}\n看来既然到了马泽奥，他们愿意给我们一些独处的时间。
1528	map067_ae46e362	0	char_fortaime	Hey, [firstname]! Check this out!	嘿，[firstname]！快看这个！
1529	map067_ae46e362_1	0	char_fortaime	Hey, [firstname]! Check this out!	嘿，[firstname]！快看这个！
1530	map067_5d8c07e9	0		He points to a bunch of strange metal objects attached to ropes.{w}\nIf I could describe them as anything, it would be \"metallic claws\".{w}\nI have no idea what they are, however — or why he's so taken by them.	他指向一串系在绳子上的奇怪金属物件。{w}\n要形容的话，就是“金属爪”。{w}\n可我完全不知道那是什么——也不知道他为什么这么着迷。
1531	map067_63bfb5c4	0	char_fortaime	You know, when I climb trees, it's hard to get a grip.\nBut with these, I can just stab them into the tree and hold on.\nI didn't know these existed. It would make things {i}so{/i} much easier!	你知道，我爬树的时候很难抓稳。\n但有了这些，我只要把它们扎进树里就能攀住。\n我都不知道还有这种东西。这会让事情{i}轻松{/i}太多了！
1532	map067_e0225c71	0		He shuffles in place, thinking to himself.	他原地挪着脚，自己琢磨着。
1533	map067_af0d78aa	0	char_fortaime	You don't think that would hurt the trees, do you...?	你觉得那不会伤到树吧……？
1534	map067_3b200be0	0	char_fortaime	Awesome! That's what I thought.\nI'll have to make money somehow, and save up.\nThis will make climbing The Grand Tree a lot easier!	太好了！我就知道。\n我得想办法赚钱攒钱。\n有了这个，爬巨树会轻松多了！
1535	map067_13510337	0	char_fortaime	Oh, I guess you're right...\nEspecially since spiritual energy is stored inside of trees.\nOr at least, that's what they say. I wonder, though...	哦，你说得也对……\n尤其是树里还储存着灵性能量。\n至少他们是这么说的。不过我倒有点怀疑……
1536	map067_f0a3b0dd	0		He leans a bit closer to the market stall, looking for a price.	他往摊位凑近了些，想找价格。
1537	map067_8b954359	0	char_fortaime	And of course, there's no price on them.\nProbably so they can scam people, too.\nI'll have to get Ulric to figure this out.	当然了，上面根本没标价。\n大概就是为了方便坑人吧。\n我得让乌尔里克来看看这个。
1538	map067_b821547d	0		He smiles and laughs softly, before turning to face me.	他微微一笑，轻笑一声，然后转头看向我。
1539	map067_877a69e1	0	char_fortaime	You know, these markets are pretty cool.\nWhat do you think about them, [firstname]?	你知道，这些集市挺有意思的。\n你觉得怎么样，[firstname]？
1540	map067_877a69e1_1	0	char_fortaime	You know, these markets are pretty cool.\nWhat do you think about them, [firstname]?	你知道，这些集市挺有意思的。\n你觉得怎么样，[firstname]？
1541	map067_28434276	0	char_fortaime	Just a bit crowded, though.\nAnd I did want to have some private time.\nHey — follow me! I have an idea, [firstname]!	不过有点太挤了。\n而且我确实想有点独处的时间。\n嘿——跟我来！我有个主意，[firstname]！
1542	map067_28434276_1	0	char_fortaime	Just a bit crowded, though.\nAnd I did want to have some private time.\nHey — follow me! I have an idea, [firstname]!	不过有点太挤了。\n而且我确实想有点独处的时间。\n嘿——跟我来！我有个主意，[firstname]！
