# dialogue chunk 0003  entries 801-1200 of 10370
# seq	block	idx	speaker	source	target
801	map046_7da59578	0		He sniffles softly, like he overcame his imminent tears.	他轻轻抽了抽鼻子，像是忍住了即将夺眶的泪水。
1033	map062_c49aafa9	0		If word travelled fast, we shouldn't put a label on ourselves.{w}\nThe Seer and The Elder of Valinorth would be rather large targets.{w}\nThis entire endeavor was about remaining out of sight.	若消息传得快，我们就不该给自己贴上标签。{w}\n先知与瓦利诺斯的长老，会成为相当显眼的靶子。{w}\n这整件事的关键，就是隐匿行踪。
1034	map062_2509344c	0		We'd have to take the chance that our identities wouldn't leak.{w}\nThat way, Pro could get us anonymous entry into Mazeo.{w}\nHe seemed to know Carmen as well, so he has an edge.	我们只能赌一把，相信身份不会泄露。{w}\n这样，普洛就能让我们匿名进入马泽奥。{w}\n他似乎还认识卡门，所以占了优势。
1035	map062_1fcb3a4b	0	char_pro	Good — just what I wanted to hear.\nI knew that your group had some common sense.\nWatch and learn, you're about to see the master at work.	很好——正合我意。\n我就知道你们这伙人还是有点常识的。\n看好了学着点，你们马上要见到大师出手了。
1036	map062_c8d51b8d	0		He cracks his knuckles and approaches Carmen, while we watch.{w}\nWhatever he had in mind, we'd just have to sit back and let it unfold.	他掰了掰指关节，朝卡门走去，我们在旁看着。{w}\n不管他心里打的什么主意，我们都只能退到一边，任其发展。
1037	map062_6d04a558	0	char_pro	Hey, Carmen!	嘿，卡门！
1038	map062_800333c3	0	char_jit_map062_1_0_459	Who are you...?	你是谁……？
1039	map062_febfee4d	0	char_pro	Oh, you know. I've seen you around.\nYou seem to like the tavern, even sometimes \"on-shift\".\nI think I counted four illegal entries last week alone?	哦，你知道的，我见过你。\n你似乎挺喜欢那家酒馆，有时还是“值班”的时候。\n我记得光上周，我就数到四次非法入城了吧？
1040	map062_9d7fa4f6	0	char_jit_map062_1_0_459	Hmm...	唔……
1041	map062_fd1377d7	0		This is his idea of charming!?{w}\nI almost step forward to intervene, but Ulric stops me.{w}\nHe seems to think this situation is under control.	这就是他所谓的魅力！？{w}\n我几乎要上前插手，却被乌尔里克拦住。{w}\n他似乎认为局面仍在掌控之中。
1042	map062_a8ac9dcd	0	char_pro	That wouldn't look good on your record, would it?\nYou need this job to provide for your family.\nThose are some pretty big missteps, Carmen.	那写在你的档案里可不好看，对吧？\n你需要这份工作来养家。\n这些可都是相当严重的失职，卡门。
1043	map062_6d28ba2d	0	char_jit_map062_1_0_459	This isn't going to work.	这招不管用。
1044	map062_12f18af2	0	char_pro	Who said I'm trying anything...?\nI'm just trying to give you a friendly warning.	谁说我耍什么花招了……？\n我只是想给你个善意的提醒。
1045	map062_177722e0	0	char_jit_map062_1_0_459	Sounds more like a threat, to me.\nGet this over with, I have a long shift ahead of me.	在我看来，那更像是威胁。\n有话快说，我还得值一整天的班。
1046	map062_4ba78e30	0	char_pro	It won't be much longer if I tell Gryz about this.	要是我把这事告诉格瑞兹，你这班就值不久了。
1047	map062_d779d970	0	char_jit_map062_1_0_459	Heh. You can't tell Gryz if I don't let you in.	呵。你不让我进去，就没法告诉格瑞兹。
1048	map062_282f5148	0	char_pro	Wow. You've done this before, huh?	哇。你以前干过这事，是吧？
1049	map062_b4ca678f	0	char_jit_map062_1_0_459	You're the fifth one today.	你是今天第五个了。
1050	map062_a468e3b1	0		Pro lets out a deep sigh, and paces in a circle a few times.	普洛长叹一声，原地转着圈踱了几步。
1051	map062_faeaf8f4	0	char_pro	I didn't want it to come to this, but here we go.\nWe all need passage into Mazeo — with no questions asked.\nIt needs to stay off the record. You know, like your other failures.	我本不想闹到这地步，但那就来吧。\n我们都需要进马泽奥——不许盘问。\n这事不能记录在案。你懂的，就像你其他的失职一样。
1052	map062_8825bce4	0	char_pro	As I said before, I know about your family. I know {i}everything{/i}.\nI also have insider knowledge of something coming to Mazeo.\nThe pirates are about to make a power play against The Mayor.	就像我之前说的，我知道你家里的情况。我{i}什么{/i}都知道。\n我还掌握着一些内幕，关于即将降临马泽奥的事。\n海盗们要对市长动手，夺取权力。
1053	map062_df3247eb	0	char_jit_map062_1_0_459	Sure they are.\nWhy would I let you in now...?\nI bet that info was your trump card.	是啊，肯定。\n我干吗现在放你进去……？\n我猜那条消息就是你的王牌吧。
1054	map062_6edf8d4b	0	char_pro	No. Your {i}family{/i} is my trump card.\nLet me in, and I'll tell you their key targets.\nThat way you can get your family out of the way.	不。你的{i}家人{/i}才是我的王牌。\n放我进去，我就告诉你他们的主要目标。\n这样你就能把家人转移到安全的地方。
1055	map062_6c762d0c	0	char_jit_map062_1_0_459	Why should I believe you...?	我凭什么相信你……？
1056	map062_07ec17f3	0	char_pro	You don't have to. I don't care if your family dies.\nIt seems to me like you're the one that would want this info.\nAnd whether you believe me or not? That's {i}your{/i} gamble.	你不必信。你家人死不死，我不在乎。\n在我看来，想要这条消息的是你自己。\n至于你信不信我？那是{i}你{/i}的赌注。
1057	map062_6fb9ece6	0	char_pro	But I {i}did{/i} know about your little tavern adventures.\nAnd exactly how many slipped through your grasp last week.\nDo you really wanna chance that {i}this{/i} information is false?	可我{i}确实{/i}知道你在酒馆的那些小动作。\n也知道上周究竟有多少人从你眼皮底下溜进去。\n你真想赌{i}这{/i}条消息是假的吗？
1058	map062_014315ab	0	char_pro	Besides, what's a few more numbers on your list of failures?\nIt's not like we're gonna go squealing on you. We need discretion.\nSo just let us through, and nobody will know what happened here.	再说，你的失职清单上再多几条又何妨？\n我们又不会去告发你。我们需要的是低调。\n所以放我们进去，没人会知道这里发生过什么。
1059	map062_dcb392f3	0	char_pro	The only difference is that you'll get to embrace your family again.\nThat's not something I can guarantee if you don't work with me, here.	唯一的区别在于，你还能再次拥抱你的家人。\n可如果你在这里不跟我合作，这我可保证不了。
1060	map062_95b0f49b	0		Pro crosses his arms, and awaits a response.{w}\nAll of us are shocked, but Ulric smirks, seemingly amused.{w}\nWas this normal for Pro? Or was he putting on an act?	普洛抱臂而立，等着回应。{w}\n我们全都震惊了，乌尔里克却咧嘴一笑，似乎觉得很有趣。{w}\n这是普洛的常态吗？还是他在演戏？
1061	map062_3bffd92f	0		After a while, Carmen simply lets out a sigh.	过了一会儿，卡门只是叹了口气。
1062	map062_141a7359	0	char_jit_map062_1_0_459	Wow, you're a pro.	哇，你可真专业。
1063	map062_069c99d5	0	char_pro	That's what they call me.	大家都这么叫我。
1064	map062_54d29378	0		He smirks, and places a hand on Carmen's shoulder.{w}\nTogether, they walk away from the gate, out of earshot.{w}\nPro leans forward, and starts whispering quietly.	他咧嘴一笑，把一只手搭在卡门肩上。{w}\n两人一起走到城门外的僻静处，远离旁人。{w}\n普洛凑上前，开始低声耳语。
1065	map062_693bd447	0		A few moments later, he returns to our side.{w}\nCarmen walks back to the gate, but no longer blocks it.{w}\nA smile appears on his face, as he won his family's safety.	片刻之后，他回到我们身边。{w}\n卡门走回城门旁，却不再挡路。{w}\n他脸上浮现出笑容，因为他为家人赢得了平安。
1066	map062_4d687f93	0	char_pro	Well then, how'd I do...?	那么，我干得怎么样……？
1067	map062_35b276b2	0	char_fortaime	That was insane...!\nThe pirates are going to attack!?	太疯狂了……！\n海盗要发动袭击！？
1068	map062_916ec4fc	0	char_pro	Nah, I just made it up.\nSeemed to work fine though, right?\nIt only requires a couple facts to win someone's trust.	不，那是我瞎编的。\n不过看起来挺管用，对吧？\n要赢得一个人的信任，只需几条事实就够了。
1069	map062_ad83aea1	0	char_valessa	That was awful...!\nPro, how could you do something like that?	太恶劣了……！\n普洛，你怎么能做出这种事？
1070	map062_38ca22c6	0	char_pro	It was pretty easy, actually.\nLook at what hung in the balance.\nThankfully? We're in the clear.	其实挺容易的。\n看看当时悬着的是什么。\n还好？我们顺利过关了。
1071	map062_583382d2	0		It was impossible to tell what may come from this.{w}\nWhether we agreed with Pro or not, he got the job done.	没人说得清这会带来什么后果。{w}\n不管我们同不同意普洛的做法，他确实把事情办成了。
1072	map062_b894d89f	0		I stop and think, but come to a conclusion that I believe is the best.{w}\nWe shouldn't hide our identities, and we should stick to diplomacy.{w}\nIt's better than setting something up that's bound to backfire on us.	我停下来思索，得出一个我认为最好的结论。{w}\n我们不该隐瞒身份，应当以外交手段行事。{w}\n总比设下一个注定会反噬我们的局要好。
1073	map062_fc0080f7	0		I turn to Valessa, and give her a nod.{w}\nI guess this would be her first political move as Elder.{w}\nWe just had to hope that Carmen was willing to play ball.	我转向瓦莱莎，朝她点了点头。{w}\n我想这会是她就任长老后的头一次政治举措。{w}\n我们只能指望卡门愿意配合。
1074	map062_bd13e026	0		She takes slow confident steps toward him, until he notices her.{w}\nWhen he does, she steps, and crosses her arms, ready to talk.	她迈着缓慢而自信的步伐走向他，直到他注意到她。{w}\n他一看过来，她便停下脚步，抱臂而立，准备开口。
1075	map062_09170aa6	0	char_jit_map062_1_0_825	Do you have an entry permit?	你有入城许可吗？
1076	map062_df5cc184	0	char_valessa	I was actually hoping that wouldn't be an issue.\nWe're here from Valinorth, on urgent business.	其实我本希望那不会是个问题。\n我们来自瓦利诺斯，有紧急事务。
1077	map062_cb85b786	0	char_jit_map062_1_0_825	Everyone's business is urgent, Ma'am.\nI can't put you above any other tourist.\nI need to see some paperwork.	人人都有紧急事务，女士。\n我没法把您排在别的旅客前面。\n我得看到一些文书才行。
1078	map062_a7863659	0	char_valessa	I don't have any.\nBut please — I'm Valinorth's Elder.\nWe have urgent business in Mazeo.	我没有任何文书。\n但拜托了——我是瓦利诺斯的长老。\n我们在马泽奥有紧急事务。
1079	map062_09086e96	0	char_jit_map062_1_0_825	The Elder? Yeah, and I'm Mayor Gryz.\nTrust me, that's not the first time I've heard that one.\nIf you don't have papers, I need to ask you to leave.	长老？是啊，那我就是格瑞兹市长了。\n相信我，这话我可不是第一次听。\n您要是没有文书，我只能请您离开。
1080	map062_92ebaec3	0	char_valessa	Listen, this is {i}really{/i} important.\nWe can't afford to waste any more time.\nI'll get the Mayor to come verify this once we're inside.	听我说，这{i}真的{/i}很重要。\n我们不能再浪费时间了。\n等我们进去，我会让市长来核实这一切。
1081	map062_a88b6742	0	char_jit_map062_1_0_825	It doesn't work that way, Ma'am.\nYou'd just leave me hanging. Everyone else does.\nEither present some papers, or stop wasting my time.	规矩不是这样的，女士。\n您只会把我晾在这儿。别人都是这样。\n要么出示文书，要么别再浪费我的时间。
1082	map062_5ba1aa95	0		I can tell that Valessa is getting annoyed. I've never seen her like this.{w}\nAs if to offer assistance, Ulric steps forward, clearing his throat.{w}\nPerfect timing too, as Valessa was about to lose her temper.	看得出瓦莱莎开始恼火了。我从没见过她这样。{w}\n仿佛是要出手相助，乌尔里克清了清嗓子，走上前来。{w}\n时机也恰到好处，瓦莱莎正要发脾气。
1083	map062_e0ca9ff6	0	char_ulric	I apologize on behalf of The Elder, this is her first time travelling.\nWe're not up to any funny business, I assure you. It's an urgent meeting.\nThe national security of Mazeo and Valinorth are both compromised.	我替长老向您致歉，这是她头一回出远门。\n我向您保证，我们没打算耍什么花招。这是一场紧急会面。\n马泽奥与瓦利诺斯的国家安全都受到了威胁。
1084	map062_48a28190	0	char_jit_map062_1_0_825	Is that so...?	是吗……？
1085	map062_234f6a23	0	char_ulric	Do you have a family, Carmen?	你有家人吗，卡门？
1086	map062_3b1c1f9a	0	char_jit_map062_1_0_825	Yeah, I do.	有，我有。
1087	map062_a2915085	0	char_ulric	I promise that we're not lying.\nThe Triumvirate is on the move to occupy Valinorth.\nBut in order to do so, they'll have to pass through Mazeo.	我保证我们没有说谎。\n三人执政团正调兵准备占领瓦利诺斯。\n但要这么做，他们必须经过马泽奥。
1088	map062_3b5faefe	0	char_ulric	Your family could be in danger. The attack is imminent.\nAll we ask is that you let us through, so we can go about our business.\nOur matters in Mazeo concern the safety of almost every Alestian.	你的家人可能有危险。进攻迫在眉睫。\n我们只求您放我们过去，好让我们办自己的事。\n我们在马泽奥的事务，关乎几乎每一位阿拉斯提亚人的安危。
1089	map062_77698e9f	0	char_ulric	If you don't let us through, a lot of innocent people will die.\nAnd trust me, we {i}will{/i} make it known that you held us back.\nDo you really want to go down in history like that, Carmen?	若您不放我们过去，许多无辜的人会因此丧命。\n相信我，我们{i}一定{/i}会让世人知道是您拦下了我们。\n你真想以这样的方式留名青史吗，卡门？
1090	map062_c6afe6e4	0	char_ulric	Or would you rather go down in history as a hero?\nThe man that allowed us to carry out our mission.	还是说，你更愿意以英雄之名载入史册？\n那个让我们得以完成使命的人。
1091	map062_7dfc2d8c	0	char_jit_map062_1_0_825	How do I know I can trust you?	我怎么知道我能否信任你？
1092	map062_1046106b	0	char_ulric	You don't. I'm asking you to take a leap of faith.\nIs it really worth gambling with the lives of your family?	你没法知道。我是在请你赌上信念，纵身一跃。\n真值得拿你家人的性命去冒这个险吗？
1093	map062_12a35190	0		Carmen gulps audibly, and shuffles in place.	卡门明显地咽了口唾沫，局促地挪了挪脚。
1094	map062_0000d3c2	0	char_jit_map062_1_0_825	I think I remember you...	我好像记得你……
1095	map062_d1ca98be	0	char_ulric	Yeah, I just left for Valinorth yesterday morning.\nI'm not an outsider. Mazeo is my home.\nPlease — let me and my friends protect it.	是啊，我昨天早上才动身去的瓦利诺斯。\n我不是外人。马泽奥是我的家。\n拜托了——让我和我的朋友们来保护它。
1096	map062_0362d762	0	char_jit_map062_1_0_825	And you promise not to tell anybody?	你保证不告诉任何人？
1097	map062_e8dd50aa	0	char_ulric	I promise.\nBut you should also abandon your post.\nThey'll need to pass right through these gates.	我保证。\n但你也该离开岗位。\n他们会需要从这道城门直接穿过。
1098	map062_2e057fdf	0	char_ulric	Your life is worth more than this job.\nPlease, get to safety with your family.\nDo you really think I'm making this up?	你的命比这份工作更值钱。\n求你了，带家人到安全的地方去。\n你真觉得我是在编故事吗？
1099	map062_7cafbe8f	0	char_jit_map062_1_0_825	I don't know...	我不知道……
1100	map062_d0fc3490	0	char_ulric	If I just wanted entry, I wouldn't care about you.\nBut this is more than that. I want to help you, too.\nI'll tell Gryz right away, so you don't get in trouble.	要是我只想进城，我才不会管你。\n但这不只是那样。我也想帮你。\n我会立刻告诉格瑞兹，这样你就不会惹上麻烦。
1101	map062_29d048a2	0	char_jit_map062_1_0_825	Alright. I trust you.	好吧。我相信你。
1102	map062_efb8964d	0		Carmen steps to the side, and stops blocking the gate.	卡门退到一旁，不再挡住城门。
1103	map062_c8364eec	0	char_jit_map062_1_0_825	Just don't make me regret this.	别让我后悔就行。
1104	map062_20ae09da	0	char_ulric	You never will.	你绝不会后悔。
1105	map062_ed241796	0		Ulric steps back, smiling as he turns to us.{w}\nIt seems Valessa couldn't accomplish this task on her own.{w}\nBut his help was much appreciated, as we couldn't have done this otherwise.	乌尔里克退后一步，微笑着转向我们。{w}\n看来瓦莱莎凭一己之力无法完成这项任务。{w}\n但他的帮忙十分可贵，否则我们根本办不到。
1106	map062_1908d78e	0	char_valessa	Thank you, Ulric...\nI was drawing a blank the whole time.\nMaybe I'm not ready for this kind of stuff.	谢谢你，乌尔里克……\n我全程脑子一片空白。\n也许我还没准备好应付这种事。
1107	map062_16bc5458	0	char_ulric	That's preposterous, Valessa.\nI didn't expect you to succeed. It was your first time.\nYou handled yourself well, and you're gaining experience.	胡说，瓦莱莎。\n我本就没指望你能成功。这是你第一次。\n你应对得不错，也在积累经验。
1108	map062_fa750e36	0		He walks away, and Pro approaches the group.	他走开了，普洛朝我们这群人走来。
1109	map062_da6f84e7	0	char_pro	That was pretty amazing.\nI still think my idea was better, though.\nI had a whole script in my head and everything!	那可真厉害。\n不过我还是觉得我的主意更好。\n我脑子里可是连整段台词都准备好了！
1110	map062_46059211	0		Valessa shrugs, and turns to face the gate.{w}\nAt least her first act as Elder would be an open and honest one.{w}\nWe couldn't say the same thing if we were to align ourselves with Pro.	瓦莱莎耸耸肩，转身面向城门。{w}\n至少她作为长老的头一桩举动，会是公开而诚实的。{w}\n要是我们跟普洛站一边，可就不能这么说了。
1111	map062_a22bd932	0		I turn to Fortaime, and give him a nod.{w}\nI guess this would be his first political move as Elder.{w}\nWe just had to hope that Carmen was willing to play ball.	我转向福泰姆，朝他点了点头。{w}\n我想这会是他就任长老后的头一次政治举措。{w}\n我们只能指望卡门愿意配合。
1112	map062_22e630e9	0		He takes slow, nervous steps toward him, until Carmen takes notice.{w}\nWhen he does, Fortaime stops in his tracks, his ears perking straight up.	他紧张地一步步慢慢走向他，直到卡门注意到他。{w}\n卡门一看过来，福泰姆就停下脚步，两只耳朵一下竖了起来。
1113	map062_c3b52799	0	char_jit_map062_1_0_1216	Entry permit, please.	请出示入城许可。
1114	map062_211dc679	0	char_fortaime	Wait — what?	等等——什么？
1115	map062_67af76be	0	char_jit_map062_1_0_1216	You want to get into Mazeo, right?	你想进马泽奥，对吧？
1116	map062_0e9720a5	0	char_fortaime	Yes, sir!	是的，先生！
1117	map062_ddc22418	0	char_jit_map062_1_0_1216	Then I need to see an entry permit.\nI can't just let anybody inside.	那我得看到入城许可。\n我不能随便放人进去。
1118	map062_cebcec50	0	char_fortaime	Oh, yeah?\nNot even The Elder of Valinorth?	哦，是吗？\n连瓦利诺斯的长老也不行？
1119	map062_80c2230f	0	char_jit_map062_1_0_1216	Why — is that you?	怎么——你是？
1120	map062_3b0e11ec	0	char_fortaime	Yeah!	是啊！
1121	map062_6b7bc452	0	char_jit_map062_1_0_1216	Nice try.\nThat's a pretty common excuse today.\nIn fact, I've turned down three \"Elders\" already.	想得美。\n这借口今天可太常见了。\n事实上，我已经打发走三个“长老”了。
1122	map062_bee2b199	0	char_fortaime	But I'm not lying!	可我没撒谎！
1123	map062_c7e7fb11	0	char_jit_map062_1_0_1216	And I'm sure they weren't, either.\nBut I can't let you through without a permit.\nThe Occupation made us crack down on visitors.	我敢肯定他们也没撒谎。\n但没有许可，我不能放你进去。\n占领军逼得我们对访客严加盘查。
1124	map062_64e551cf	0	char_fortaime	But please! Our business is urgent.\nIf you just let us in, I'll get someone to confirm!	但求你了！我们有紧急事务。\n只要你放我们进去，我会找人来确认！
1125	map062_6bf97830	0	char_jit_map062_1_0_1216	Nice try.\nYou'd just leave me hanging. Everyone else does.\nEither present some papers, or stop wasting my time.	想得美。\n你只会把我晾在这儿。别人都是这样。\n要么出示文书，要么别再浪费我的时间。
1126	map062_4c664a54	0	char_fortaime	Seriously, come on!	说真的，别这样嘛！
1127	map062_d24d75e4	0		I can tell that Fortaime is getting annoyed. I've never seen him like this.{w}\nAs if to offer assitance, Ulric steps forward, clearing his throat.{w}\nPerfect timing too, as Fortaime was about to lose his temper.	看得出福泰姆开始恼火了。我从没见过他这样。{w}\n仿佛是要出手相助，乌尔里克清了清嗓子，走上前来。{w}\n时机也恰到好处，福泰姆正要发脾气。
1128	map062_c4961249	0	char_ulric	I apologize on behalf of The Elder, this is his first time travelling.\nWe're not up to any funny business, I assure you. It's an urgent meeting.\nThe national security of Mazeo and Valinorth are both compromised.	我替长老向您致歉，这是他头一回出远门。\n我向您保证，我们没打算耍什么花招。这是一场紧急会面。\n马泽奥与瓦利诺斯的国家安全都受到了威胁。
1129	map062_bc2f7f0f	0	char_jit_map062_1_0_1216	Is that so...?	是吗……？
1130	map062_234f6a23_1	0	char_ulric	Do you have a family, Carmen?	你有家人吗，卡门？
1131	map062_ce869a6b	0	char_jit_map062_1_0_1216	Yeah, I do.	有，我有。
1132	map062_a2915085_1	0	char_ulric	I promise that we're not lying.\nThe Triumvirate is on the move to occupy Valinorth.\nBut in order to do so, they'll have to pass through Mazeo.	我保证我们没有说谎。\n三人执政团正调兵准备占领瓦利诺斯。\n但要这么做，他们必须经过马泽奥。
1133	map062_dcbc63a8	0	char_ulric	Your family could be in danger. The attack is imminent.\nAll we ask is that you let us through, so we can go about our business.\nOur matters in Mazeo concern the safety of almost every Alestian.	你的家人可能有危险。进攻迫在眉睫。\n我们只求您放我们过去，好让我们办自己的事。\n我们在马泽奥的事务，关乎几乎每一位阿拉斯提亚人的安危。
1134	map062_f76826a5	0	char_ulric	If you don't let us through, a lot of innocent people will die.\nAnd trust me, we {i}will{/i} make it known that you held us back.\nDo you really want to go down in history like that, Carmen?	若您不放我们过去，许多无辜的人会因此丧命。\n相信我，我们{i}一定{/i}会让世人知道是您拦下了我们。\n你真想以这样的方式留名青史吗，卡门？
1135	map062_c6afe6e4_1	0	char_ulric	Or would you rather go down in history as a hero?\nThe man that allowed us to carry out our mission.	还是说，你更愿意以英雄之名载入史册？\n那个让我们得以完成使命的人。
1136	map062_084d04d4	0	char_jit_map062_1_0_1216	How do I know I can trust you?	我怎么知道我能否信任你？
1137	map062_1046106b_1	0	char_ulric	You don't. I'm asking you to take a leap of faith.\nIs it really worth gambling with the lives of your family?	你没法知道。我是在请你赌上信念，纵身一跃。\n真值得拿你家人的性命去冒这个险吗？
1138	map062_12a35190_1	0		Carmen gulps audibly, and shuffles in place.	卡门明显地咽了口唾沫，局促地挪了挪脚。
1139	map062_5e82a51d	0	char_jit_map062_1_0_1216	I think I remember you...	我好像记得你……
1140	map062_d1ca98be_1	0	char_ulric	Yeah, I just left for Valinorth yesterday morning.\nI'm not an outsider. Mazeo is my home.\nPlease — let me and my friends protect it.	是啊，我昨天早上才动身去的瓦利诺斯。\n我不是外人。马泽奥是我的家。\n拜托了——让我和我的朋友们来保护它。
1141	map062_4105f511	0	char_jit_map062_1_0_1216	And you promise not to tell anybody?	你保证不告诉任何人？
1142	map062_e8dd50aa_1	0	char_ulric	I promise.\nBut you should also abandon your post.\nThey'll need to pass right through these gates.	我保证。\n但你也该离开岗位。\n他们会需要从这道城门直接穿过。
1143	map062_de5ec1f7	0	char_ulric	Your life is worth more than this job.\nPlease, get to safety with your family.\nDo you really think I'm making this up?	你的命比这份工作更值钱。\n求你了，带家人到安全的地方去。\n你真觉得我是在编故事吗？
1144	map062_b63fda9b	0	char_jit_map062_1_0_1216	I don't know...	我不知道……
1145	map062_d0fc3490_1	0	char_ulric	If I just wanted entry, I wouldn't care about you.\nBut this is more than that. I want to help you, too.\nI'll tell Gryz right away, so you don't get in trouble.	要是我只想进城，我才不会管你。\n但这不只是那样。我也想帮你。\n我会立刻告诉格瑞兹，这样你就不会惹上麻烦。
1146	map062_2715c1e3	0	char_jit_map062_1_0_1216	Alright. I trust you.	好吧。我相信你。
1147	map062_efb8964d_1	0		Carmen steps to the side, and stops blocking the gate.	卡门退到一旁，不再挡住城门。
1148	map062_e7fffd02	0	char_jit_map062_1_0_1216	Just don't make me regret this.	别让我后悔就行。
1149	map062_20ae09da_1	0	char_ulric	You never will.	你绝不会后悔。
1150	map062_3b8f8d48	0		Ulric steps back, smiling as he turns to us.{w}\nIt seems Fortaime couldn't accomplish this task on his own.{w}\nBut his help was much appreciated, as we couldn't have done this otherwise.	乌尔里克退后一步，微笑着转向我们。{w}\n看来福泰姆凭一己之力无法完成这项任务。{w}\n但他的帮忙十分可贵，否则我们根本办不到。
1151	map062_c12bdd67	0	char_fortaime	Wow, Ulric — thanks!\nI was totally drawing blanks.\nMaybe I'm not cut out for that stuff...	哇，乌尔里克——谢谢！\n我完全脑子一片空白。\n也许我根本不适合干这种事……
1152	map062_97052456	0	char_ulric	That's preposterous, Fortaime.\nI didn't expect you to succeed. It was your first time.\nYou handled yourself well, and you're gaining experience.	胡说，福泰姆。\n我本就没指望你能成功。这是你第一次。\n你应对得不错，也在积累经验。
1153	map062_fa750e36_1	0		He walks away, and Pro approaches the group.	他走开了，普洛朝我们这群人走来。
1154	map062_da6f84e7_1	0	char_pro	That was pretty amazing.\nI still think my idea was better, though.\nI had a whole script in my head and everything!	那可真厉害。\n不过我还是觉得我的主意更好。\n我脑子里可是连整段台词都准备好了！
1155	map062_b5295e26	0		Fortaime shrugs, and turns to face the gate.{w}\nAt least his first act as Elder would be an open and honest one.{w}\nWe couldn't say the same thing if we were to align ourselves with Pro.	福泰姆耸耸肩，转身面向城门。{w}\n至少他作为长老的头一桩举动，会是公开而诚实的。{w}\n要是我们跟普洛站一边，可就不能这么说了。
1156	map062_693d6478	0	char_pro	So, shall we...?	那么，我们走……？
1157	map062_98f56c0f	0		He motions to the gate, which is now free for us to enter.{w}\nAfter everything we've been through, we were finally here.{w}\nIt was time to get this started, and meet Damek.	他朝城门示意，如今我们可以自由进出了。{w}\n经历了这一切，我们终于到了这里。{w}\n该开始行动了，去见达梅克。
1158	click_map060_4_EV004_9b441690	0	char_fortaime	Wow, I'm loving this stone path...!\nWe don't get that luxurious back home.	哇，我太喜欢这条石板路了……！\n我们家乡可没有这种奢侈玩意儿。
1159	click_map060_4_EV004_51f5a36d	0	char_ulric	You think that's luxurious...?\nAlmost the entire town is paved like that.\nWait until you see the town square. It's so smooth.	你觉得那算奢侈……？\n几乎整座镇子都铺成这样。\n等你看到镇上的广场再说。那地面光滑极了。
1160	click_map060_4_EV004_b1bd56b6	0	char_fortaime	You mean I could even walk without shoes on!?	你是说，我甚至能不穿鞋在上面走！？
1161	click_map060_4_EV004_a8b7d003	0	char_ulric	Of course. I do it all the time.	当然。我一直这么干。
1162	click_map060_4_EV004_dc523509	0	char_fortaime	Wow, that's so fancy.\nHopefully I get some time to relax and explore.\nI'd hate to head straight to the Rebel HQ, you know.	哇，太气派了。\n希望我能有点时间放松一下、四处逛逛。\n你知道，我可不想直接就去反抗军总部。
1163	click_map060_4_EV004_6feb1466	0	char_ulric	I'm sure you'll have some time.\nBut not if we keep standing around.\nI think it's high time we get inside.	我相信你会有些时间的。\n但要是我们一直站在这儿闲聊，那就没得说了。\n我看我们该进去了。
1164	click_map060_4_EV004_5c5e961f	0	char_fortaime	Okay, cool!	好，太棒了！
1165	click_map060_27_EV027_e8e48aa5	0	char_valessa	Hey, Pro?	嘿，普洛？
1166	click_map060_27_EV027_1071146b	0	char_pro	What's up?	怎么了？
1167	click_map060_27_EV027_d09efd0b	0	char_valessa	That can't be your real name...	那不可能真是你的名字……
1168	click_map060_27_EV027_895feba9	0	char_pro	Why not...?	为什么不可能……？
1169	click_map060_27_EV027_aba10433	0	char_valessa	I mean — it's a little odd.	我是说——这名字有点怪。
1170	click_map060_27_EV027_ef5ac7c5	0	char_pro	And Valessa isn't?	那瓦莱莎就不怪了？
1171	click_map060_27_EV027_32d94288	0	char_valessa	Oh, you have a point...	哦，你说得有道理……
1172	click_map060_27_EV027_15a60924	0	char_pro	But since you asked — it isn't my real name.\nThe truth is, I don't actually know my real name.	不过既然你问了——这不是我的真名。\n说实话，我其实不知道自己的真名是什么。
1173	click_map060_27_EV027_4ce3dcfa	0	char_valessa	How do you manage that?	这怎么可能？
1174	click_map060_27_EV027_c6420779	0	char_pro	I'd rather not talk about it, if it's all the same to you.\nPro is just something the orphans called me when I was younger.\nI showed a knack for picking up skills with ease.	如果都一样的话，我还是不想谈这个。\n普洛只是我小时候孤儿院的人这么叫我的。\n我学什么都上手很快。
1175	click_map060_27_EV027_6637ad6d	0	char_valessa	So you're a pro...	所以你是个“高手”……
1176	click_map060_27_EV027_44203654	0	char_pro	Something like that, heh.\nAny idea why your parents chose Valessa?	差不多吧，嘿。\n你知道你父母为什么给你取名瓦莱莎吗？
1177	click_map060_27_EV027_e4477da9	0	char_valessa	No idea, actually.\nI never thought to question it.\nBut yours kinda stuck out like a sore thumb.	其实完全不知道。\n我从没想过要质疑。\n可你的名字确实格外扎眼。
1178	click_map060_27_EV027_0ec05422	0	char_pro	I'll take that as a compliment.\nHey, there's something else on my mind, actually.	我就当这是夸奖了。\n嘿，其实我还在想别的事。
1179	click_map060_27_EV027_a24fd3c3	0	char_valessa	Oh yeah? What's that?	哦，是吗？什么事？
1180	click_map060_27_EV027_82c003e7	0	char_pro	What's up with the name Fortaime...?\nLike — how is that one even possible?	福泰姆这名字是怎么回事……？\n就好像——这名字怎么可能存在？
