# dialogue chunk 0017  entries 6401-6800 of 10370
# seq	block	idx	speaker	source	target
6401	map179_8587002e	0	char_jit_map179_1_0_210	And an honorable one, at that.\nHe deserves to be treated with respect.	而且还是个可敬的人。\n他值得受人尊重。
6633	map184_e5e75b17	0	char_ulric	You might want to work on your public relations skills.	你也许该练练你的公关技巧。
6634	map184_9c7f084b	0	char_jit_map184_1_0_158	Look at this ball, and then say that to me again.\nThat's right, you can't. Now let's get going.\nI'll be inside the gates when you're ready.	看看这场舞会，再把那话对我说一遍。\n没错，你说不出来。现在走吧。\n你们准备好了就到门里找我。
6635	map184_449f2d20	0		He walks away, leaving Ulric to turn back to us.{w}\nSo it seems like everybody has a use for us in this place.{w}\nVivien was probably right. Draycu would use us to fight him.	他转身离开，留下乌尔里克回过头来面向我们。{w}\n看来在这地方，人人都想利用我们。{w}\n薇薇安大概说对了。德雷库会用我们去对付他。
6636	map184_e18f0c54	0	char_ulric	Well that makes things easier, doesn't it?\nThis is going to go exactly like we expected.\nLet's just help Vivien and get this over with.	那反而让事情更简单了，不是吗？\n一切都会和我们预想的一模一样。\n我们就帮薇薇安，把这事了结掉吧。
6637	map184_e83f3949	0	char_ulric	Draycu has a bigger army, but Vivien has a brighter future.\nThat's what we're fighting for, remember? A better future.\nIt might be a bit harder to win, but we can still do it.	德雷库的军队更庞大，但薇薇安有更光明的未来。\n我们为之奋斗的不就是这个吗？一个更好的未来。\n要赢或许会难一些，但我们仍然做得到。
6638	map184_fb84e9e7	0		Everybody nods, agreeing on this unanimously.{w}\nIt makes sense, since they didn't want to fight Ulric.{w}\nBut ultimately, the final decision would be up to me.	所有人都点头，一致同意。{w}\n这也说得通，因为他们不想与乌尔里克为敌。{w}\n但最终，最后的决定权还是在我手上。
6639	map184_8df453c9	0	char_damek	This seems to be going pretty well...\nI hope we're not walking into a trap.	看起来进展挺顺利的……\n但愿我们不是在自投罗网。
6640	map184_9601a694	0	char_ulric	Draycu wouldn't try anything during his ball.\nThis is about making the people happy, not scared.\nLet's hear him out, and get this over with for good.	德雷库不会在自己的舞会上动手脚。\n这事关让民众开心，而不是让他们害怕。\n我们去听听他要说什么，把这事彻底了结。
6641	map184_2debcb73	0	char_damek	Sure, sounds good to me.\nOn your mark, [firstname].	行，我没意见。\n发令吧，[firstname]。
6642	map184_6c363997	0		They all spread out, and start looking around the area.{w}\nDamek was right, everything seems to be going so well.{w}\nWe deserve it, after what we went through. That's what I think.	他们四散开来，开始在周围打量。{w}\n达梅克说得对，一切看起来都顺利极了。{w}\n经历了那些之后，这是我们应得的。我是这么想的。
6643	map184_607fc6b8	0		It's crazy to think that within a few days we'd be attacking Balteus.{w}\nWe couldn't waste any time. We'd go right after securing this alliance.{w}\nBut I think back to the moment on the ship, where I touched the blade.	一想到几天之内我们就要进攻巴尔泰乌斯，实在疯狂。{w}\n我们一刻也不能浪费。一敲定结盟，我们就立刻出发。{w}\n但我又回想起在船上的那一刻，我触碰那把刀的时候。
6644	map184_9d6bedb6	0		I wanted it to show me our victory, and it showed me nothing.{w}\nPushing forward, in spite of that? That was the definition of hope.{w}\nIf there was anything that would help us win this war, it was that hope.	我想让它向我展示我们的胜利，它却什么都没显示。{w}\n即便如此仍要继续前行？那正是希望的定义。{w}\n如果说有什么能帮我们打赢这场战争，那就是那份希望。
6645	click_map185_4_EV004_6fb191ea	0		How did they get these trees to live in this weather...?{w}\nThey look like trees back in the mainland. They don't belong here.{w}\nIt must require a tremendous amount of care to ensure they stay alive.	他们是怎么让这些树在这种天气里存活的……？{w}\n它们看起来像大陆那边的树。它们本不属于这里。{w}\n要让它们活下来，肯定得投入极大的心血。
6646	click_map185_4_EV004_b3cb9b49	0		If anything, it serves to make me feel less homesick.{w}\nA part of the mainland is right here with me and my comrades.{w}\nThat puts me at ease, so I choose not to question this further.	真要说的话，这反倒让我不那么想家了。{w}\n大陆的一角，就这样陪在我和同伴们身边。{w}\n这让我安心，所以我选择不再深究。
6647	click_map185_5_EV005_d6eaba04	0	char_valessa	What's this place for...?	这地方是做什么用的……？
6648	click_map185_5_EV005_aec04903	0	char_ulric	Security, normally.\nBut there isn't any during the ball.\nAnybody is just free to walk inside.	平时是安保用的。\n但舞会期间这里没有安保。\n任何人都可以随便走进去。
6649	click_map185_5_EV005_9234f21c	0	char_valessa	Oh, okay. Is security normally heavy?	哦，这样。平时安保很严吗？
6650	click_map185_5_EV005_e5078c89	0	char_ulric	Yeah, they need to fend off assassins.\nAs a ruler here, you're constantly a target.\nI can't imagine living in that constant fear.	是啊，他们得防刺客。\n在这里当统治者，你就是个永远的目标。\n我无法想象活在那种持续的恐惧中。
6651	click_map185_5_EV005_ffed597e	0	char_valessa	Wait, what happens if a leader is assassinated?\nDoes the killer become the new ruler of Alarinthia?	等等，要是领袖被暗杀了会怎样？\n凶手会成为阿拉林西亚的新统治者吗？
6652	click_map185_5_EV005_4db34116	0	char_ulric	No. The killer is usually given the death penalty.\nThen, an open tournament is held to find the strongest man.\nIt's considered cowardly to kill someone when they aren't prepared.	不会。凶手通常会被判处死刑。\n然后举行一场公开的锦标赛，选出最强的人。\n趁人毫无防备时下手，会被视为懦夫行径。
6653	click_map185_5_EV005_7d1f639a	0	char_valessa	Oh, I guess that makes sense. I was kind of wondering.\nI mean, Vivien could just easily assassinate Draycu, right?\nBut now it makes sense why they didn't go that route.	哦，这倒说得通。我本来还有点纳闷。\n我是说，薇薇安完全可以轻易暗杀德雷库，对吧？\n但现在我明白他们为什么没走那条路了。
6654	click_map185_5_EV005_e0c62fd5	0	char_ulric	Yeah, it would change nothing. Vivien would still need to fight.\nHe'd stand no chance in an open tournament like that.\nA coliseum battle is the only way for him to do this.	是啊，那也改变不了什么。薇薇安还是得打一场。\n在那种公开锦标赛里，他毫无胜算。\n竞技场决斗才是他唯一的办法。
6655	click_map185_5_EV005_f43d3b98	0	char_valessa	Would people respect the change if Vivien won...?\nOr would they want to fight him in the coliseum, too?	如果薇薇安赢了，人们会尊重这种改变吗……？\n还是说，他们也想在竞技场上和他打一场？
6656	click_map185_5_EV005_4fbd7531	0	char_ulric	They'd probably want to fight him, for a while.\nBut a ruler can always turn down a challenge.\nUsually, they're arrogant, so they don't do that.	他们大概会想和他打，持续一阵子。\n但统治者随时可以拒绝挑战。\n通常他们都傲慢得很，所以不会拒绝。
6657	click_map185_5_EV005_5cfe68e1	0	char_ulric	And it's not a change they need to respect.\nNo matter what, Vivien is still in charge.\nHe'd likely merge with The New Monarchy.	而且这种改变也不需要他们认可。\n无论如何，掌权的还是薇薇安。\n他很可能会与新君主国合并。
6658	click_map185_5_EV005_a98c28ac	0	char_ulric	And at that point, there's nothing they can do.\nHistory is already made, treaties already signed.\nThat is, if [firstname] decides to side with Vivien.	到那时候，他们就无能为力了。\n历史已成定局，条约也已签署。\n前提是，[firstname]决定站在薇薇安这边。
6659	click_map185_5_EV005_ab1ef24a	0	char_valessa	It seems like an easy choice, doesn't it?	这选择看起来很简单，不是吗？
6660	click_map185_5_EV005_5d22e9d3	0	char_ulric	I guess we'll see.	我想，走着瞧吧。
6661	click_map185_6_EV006_f3ca5de6	0		The gates don't seem to lead directly to the castle.{w}\nThere still seems to be a long way to walk once you enter them.{w}\nI can see the entrance to the actual castle far down a paved road.	大门似乎并不直通城堡。{w}\n进去之后，好像还有很长一段路要走。{w}\n我能看到真正城堡的入口，在石板路的尽头。
6662	click_map185_6_EV006_a177cf37	0		It almost seems like an experience to approach the castle.{w}\nIt's a little gaudy, but I guess we just have different tastes.{w}\nI wonder why there are some people partying out here.	走向城堡的过程，简直就像一场体验。{w}\n有点俗气，但大概只是我们品味不同。{w}\n我很好奇，为什么有些人在这外面聚会。
6663	click_map185_6_EV006_a91ad04e	0		Are they full inside or something...?{w}\nOr maybe they just wanted to get away from the noise.{w}\nEither way, this indicated there was a ton of people at the ball.	是里面满了吗……？{w}\n还是说，他们只是想避开喧闹。{w}\n不管怎样，这说明舞会上人多得不得了。
6664	click_map185_7_EV007_0a2c1d23	0		The castle is massive, I've never seen anything like it.{w}\nI wonder if The Triumvirate's castle will be anything like this.{w}\nIt's crazy to think that each ruler adds more and more onto it.	这座城堡巨大无比，我从没见过这样的建筑。{w}\n不知道三人执政团的城堡会不会也这样。{w}\n一想到每位统治者都往上加一点，就觉得离谱。
6665	click_map185_7_EV007_f8aa04d4	0		That gives it something like a \"patchwork\" look.{w}\nEvery ruler had a different taste in design, after all.{w}\nI can't even imagine the story behind this castle.	这让它看起来像是一块“拼布”。{w}\n毕竟，每位统治者的设计品味都不同。{w}\n这座城堡背后的故事，我根本无法想象。
6666	click_map185_7_EV007_036a5098	0	char_fortaime	Now that's something I'd like to climb.\nUlric, what do you think about that?	这才是我想要攀爬的东西。\n乌尔里克，你觉得怎么样？
6667	click_map185_7_EV007_167bf4f2	0	char_ulric	I'd rather you didn't.\nThey might think you're breaking in.\nOr even worse, coming to kill Draycu.	我宁愿你别去。\n他们可能会以为你在闯入。\n或者更糟，以为你是来杀德雷库的。
6668	click_map185_7_EV007_e0c3ee8d	0	char_fortaime	Oh. Maybe I'll ask him first, then.\nDo you think he'd give me permission?	哦。那也许我该先问问他。\n你觉得他会准许我吗？
6669	click_map185_7_EV007_08d51e75	0	char_ulric	I don't think he's the \"giving\" type, Fortaime.\nHe'd probably just laugh you away, and call you a fool.	我觉得他不是那种会“准许”的人，福泰姆。\n他大概只会嘲笑你，说你是傻瓜。
6670	click_map185_7_EV007_5cc53ace	0	char_fortaime	Wait, really? Then what about this ball...?\nIsn't he just giving all of this stuff away?	等等，真的吗？那这场舞会又是怎么回事……？\n他不就是把这些东西全都白白送人吗？
6671	click_map185_7_EV007_d3085e80	0	char_ulric	Well yeah, but not for free.\nIt's to win the people over, gain their allegiance.\nHe's not doing it to be generous. He has a motive.	是啊，但不是免费的。\n这是为了收买人心，赢得他们的效忠。\n他这么做不是出于慷慨。他有自己的目的。
6672	click_map185_7_EV007_df2d3490	0	char_fortaime	True... I'll still give it a shot, though.\nThe worst he can do is say no.	也对……不过我还是想试一试。\n他大不了就是拒绝。
6673	click_map185_7_EV007_e5893198	0	char_ulric	Trust me, he can do far worse than that.\nDon't ask unless you're ready to handle it.	相信我，他能做的远不止拒绝。\n除非你准备好承受后果，不然别开口。
6674	map189_95ebb257	0		The throne room is crowded, and full of people partying.{w}\nNormally, I imagine this would be reserved for Draycu alone.{w}\nBut right now, open to everybody, it's almost like a big ballroom.	王座厅里挤满了人，全是参加宴会的。{w}\n我想，平时这里应该只有德雷库一个人用。{w}\n但现在，它对所有人开放，几乎就像一间大舞厅。
6675	map189_a0ac41a1	0		A man sits on the throne, watching the people as if it entertains him.{w}\nThat must be Draycu. I scan the room, and I notice Vivien in a corner.{w}\nSince no one knows what he looks like, he must blend in perfectly.	一个男人坐在王座上，看着人群，仿佛以此为乐。{w}\n那一定就是德雷库。我扫视整个房间，注意到角落里的薇薇安。{w}\n既然没人知道他的长相，他一定混得天衣无缝。
6676	map189_0d73e99a	0		He must've snuck ahead of us while we were talking back at the gates.{w}\nI guess all the pieces were in place. This ball was about to get interesting.{w}\nI wonder how many people here were part of Vivien's insurrection.	我们在大门口说话时，他一定悄悄先溜了进来。{w}\n我想，所有棋子都已就位。这场舞会就要变得精彩了。{w}\n不知道这里有几个人是薇薇安起义的一份子。
6677	map189_d42625cc	0		Westy stands beside Draycu, and I see them whisper to one another.{w}\nA few moments later, Draycu stands up, eyeing down me and my comrades.{w}\nI didn't notice how tall and imposing he was until he stood up. Almost a match for Ulric.	韦斯蒂站在德雷库身旁，我看到他们互相低语。{w}\n片刻之后，德雷库站起身，居高临下地打量我和我的同伴。{w}\n直到他站起来，我才注意到他有多高大、多有威势。几乎能跟乌尔里克一较高下。
6678	map189_4331b92d	0	char_jit_map189_1_0_25	Silence.	安静。
6679	map189_a81a2881	0		His deep voice echoes through the entire throne room, and everybody stops talking.{w}\nThey turn to him, as if out of fear, and await his next words. But I know what they'll be.{w}\nHe knows who we are — and with Vivien here, it's likely that he's ready to make a move.	他低沉的嗓音在整个王座厅里回荡，所有人都停止了交谈。{w}\n他们仿佛出于恐惧般转向他，等待他接下来的话。但我知道那会是什么。{w}\n他知道我们是谁——而薇薇安也在这里，他多半已经准备好出手了。
6680	map189_059d5534	0	char_jit_map189_1_0_25	We have those who would disturb the peace among us.\nGuards, lock the doors. We have some business to take care of.	我们当中，有人意图扰乱安宁。\n卫兵，把门锁上。我们有些事要处理。
6681	map189_b0ed129b	0		He claps his hands once, in a commanding gesture.{w}\nSoon after, a group of people close the throne room doors.{w}\nThey carry no weapons, and are disguised as partygoers.	他威严地拍了一下手。{w}\n很快，一群人关上了王座厅的大门。{w}\n他们没带武器，伪装成参加宴会的人。
6682	map189_5b700b29	0	char_jit_map189_1_0_25	Now how should we deal with those who disturb the peace...?\nWatching them starve in the cells doesn't do much for me anymore.	那么，扰乱安宁的人该怎么处置……？\n看着他们在牢里饿死，对我来说已经没什么意思了。
6683	map189_43b922ac	0		The crowd starts shouting out a bunch of potential punishments.{w}\nDraycu laughs, clearly enjoying all of the horrible ideas thrown his way.	人群开始大声嚷嚷着各种可能的惩罚。{w}\n德雷库大笑起来，显然很享受这些抛向他的可怕点子。
6684	map189_ecda392f	0	char_jit_map189_1_0_25	I say we hear them out, and treat them in kind.\nSo tell us, why did you come here today...?	依我看，我们先听听他们要说什么，再以彼之道还施彼身。\n那么告诉我们，你们今天为什么来这里……？
6685	map189_1aadb1ec	0		I take a step forward in response, but then Draycu looks the other way.{w}\nFixing his view to the corner of the room, I realize he wasn't talking to me.	我上前一步作为回应，可德雷库却望向了别处。{w}\n他把目光定在房间的角落，我这才意识到，他不是在跟我说话。
6686	map189_0d25e41c	0	char_jit_map189_1_0_25	Vivien.	薇薇安。
6687	map189_72719017	0		Everybody looks toward the corner, and Vivien scoffs.{w}\nMoving forward, he stands in the center of the room.	所有人都望向那个角落，薇薇安嗤笑一声。{w}\n他走上前，站到了房间中央。
6688	map189_a6a03e9c	0	char_jit_map189_1_0_135	Draycu.	德雷库。
6689	map189_70fe9a5d	0	char_jit_map189_1_0_25	You come here on my day of celebration to challenge me.\nIt is an insult to both me and all of these proud Alarinthians.\nLooking deep into our core, you say we're not good enough.	你在我庆祝的日子里来向我挑战。\n这是对我、以及对所有这些骄傲的阿拉林西亚人的侮辱。\n你直指我们的根本，说我们不够好。
6690	map189_41bf5c47	0	char_jit_map189_1_0_25	We honor the traditions of the Ancients, as we should.\nWithout them, we wouldn't be here today. You want to tear us apart.\nYou want to create a nation that's weak, just like the mainland.	我们尊崇先古的传统，理应如此。\n没有它们，就没有今天的我们。而你想把我们撕裂。\n你想建立一个软弱的国度，就像大陆一样。
6691	map189_ead05ff2	0	char_jit_map189_1_0_135	No, you've got it all wrong. Lack of strength is {i}not{/i} a weakness.\nThe unity of the mainland, their shared ideals — that's true strength!\nYou stand here, alone, victim to your incessant squabbling!	不，你完全搞错了。缺乏武力{i}并不{/i}软弱。\n大陆的团结、他们共同的理想——那才是真正的强大！\n而你独自站在这里，沦为无休止内斗的牺牲品！
6692	map189_cb1eb9d7	0		Vivien takes a few steps toward the throne, with intense passion.{w}\nI can tell that this is something he'd really fight with his life for.	薇薇安满怀炽热的激情，朝王座走了几步。{w}\n我看得出，这是他会拼上性命去争取的东西。
6693	map189_19685df4	0	char_jit_map189_1_0_25	We yield to no one, while they are docile slaves of The Triumvirate.\nThey crush the mainlanders under their heel, who ask no questions at all.\nAlarinthia is a free land. We make our own choices, and {i}we{/i} hold the power.	我们不向任何人低头，而他们只是三人执政团温顺的奴隶。\n他们任由三人执政团把大陆人踩在脚下，一个疑问都不敢提。\n阿拉林西亚是自由之地。我们自己做选择，而权力握在{i}我们{/i}手里。
6694	map189_a07a5732	0		Pro pushes me aside and steps forward, standing beside Vivien.{w}\nUlric reaches out to stop him, but he's not quick enough.	普洛把我推到一旁，走上前去，站到薇薇安身边。{w}\n乌尔里克伸手想拦住他，却没来得及。
6695	map189_a08d33d0	0	char_pro	Then help us gain our freedom!	那就帮我们争取自由！
6696	map189_d3f956dd	0		All eyes are diverted our way, and even Vivien seems surprised.	所有人的目光都转向我们这边，就连薇薇安似乎也很意外。
6697	map189_ba0ac649	0	char_jit_map189_1_0_25	Hmm...?	嗯……？
6698	map189_2e3094ef	0	char_pro	We've come here seeking an alliance.\nWe're not all mindless slaves, you know!	我们是来这里寻求结盟的。\n你知道的，我们可不都是没有头脑的奴隶！
6699	map189_edab6da3	0	char_jit_map189_1_0_25	An alliance...? And what can you offer me?\nYou look as if I could crush you with one hand.	结盟……？那你能给我什么？\n你看起来，我一只手就能把你捏碎。
6700	map189_3e16283f	0	char_pro	I'm stronger than you think. We all are!\nWe grew up alone, on the streets of Mazeo.\nIf we weren't strong, we'd be long dead by now.	我比你想象的更强。我们都是！\n我们独自在马泽奥的街头长大。\n要是我们不够强，早就死透了。
6701	map189_e6533be0	0	char_jit_map189_1_0_25	You? On the streets of Mazeo?\nMy apologies, that is quite respectable.\nYou must be part of The Monarch's crew?	你？在马泽奥的街头？\n我道歉，那相当令人敬佩。\n你一定就是君主的手下？
6702	map189_bae22b2f	0	char_pro	Yes, and we've come to seek your aid.\nYou keep talking about how strong you are...?\nThen help us take down those who claim Godhood!	没错，我们是来寻求你的援助的。\n你一直在说自己有多强……？\n那就帮我们扳倒那些自称神明的人！
6703	map189_c5e680dd	0		Everyone watches in awe, as this turns into a standoff.	所有人都敬畏地看着，气氛变成了对峙。
6704	map189_be9b4e59	0	char_jit_map189_1_0_25	And what do I get in return...?	那我能得到什么回报……？
6705	map189_17b6fa83	0		Pro steps forward, confidence radiating from the way he moves.	普洛走上前，举手投足间散发着自信。
6706	map189_bf754e10	0	char_pro	I will be your Champion, and offer some of our forces.\nTogether, we can {i}crush{/i} Vivien's pathetic insurrection.\nAllow us this chance to prove our strength as worthy allies!	我来当你的斗士，并献上我们的一部分兵力。\n我们联手，就能{i}碾碎{/i}薇薇安那可悲的起义。\n请给我们这个机会，证明我们作为盟友的价值！
6707	map189_2ded31c3	0		He kneels down, offering his loyalty to Draycu.{w}\nWhat was he doing...!? He's playing right into Draycu's hand!{w}\nWesty told us that Draycu needed our army. He's only {i}playing{/i} dumb!	他跪下，向德雷库献上忠诚。{w}\n他在干什么……！？这正是德雷库想要的！{w}\n韦斯蒂告诉过我们，德雷库需要我们的军队。他只是在{i}装{/i}傻！
6708	map189_aca94e10	0		Draycu steps down the stairs leading to his throne.{w}\nHe stays far from Vivien and Pro, but they're now level.	德雷库走下通往王座的台阶。{w}\n他与薇薇安和普洛保持着距离，但他们现在处于同一高度了。
6709	map189_901be5f9	0	char_jit_map189_1_0_25	What an unconventional turn of events.\nVivien, you were seeking a challenge, yes?	多么不合常规的转折。\n薇薇安，你是在寻求一场挑战，对吧？
6710	map189_417dae04	0	char_jit_map189_1_0_135	Yes, at the break of dawn.\nI will allow you your final night of revelry.	是的，就在破晓时分。\n我会允许你享受最后一个狂欢之夜。
6711	map189_44f5fd1e	0	char_jit_map189_1_0_25	And who will fight as your Champion?	那谁来当你的斗士出战？
6712	map189_f00567fb	0	char_jit_map189_1_0_135	Ulric.	乌尔里克。
6713	map189_23f36dd1	0		He motions back toward Ulric, who steps forward.{w}\nStanding beside Vivien, his loyalty and stance is clear.	他朝身后的乌尔里克一示意，乌尔里克便走上前。{w}\n他站在薇薇安身旁，忠诚与立场昭然若揭。
6714	map189_b2b98843	0	char_jit_map189_1_0_25	I see.	我明白了。
6715	map189_9013557e	0		Draycu eyes Pro up and down.	德雷库上下打量着普洛。
6716	map189_7a88d575	0	char_jit_map189_1_0_25	And what do they call {i}you{/i}...?	那{i}你{/i}叫什么名字……？
6717	map189_4bff3829	0	char_pro	They call me Pro, your excellence.\nIt would be my honor to fight with you in the coliseum.\nI offer my life, and the life of our forces to your cause.	他们叫我普洛，大人。\n能与您在竞技场并肩作战，是我的荣幸。\n我愿为您的事业献上我的生命，以及我们军队的性命。
6718	map189_178afbcc	0		I step forward, ready to object to these events, but Draycu speaks first.	我上前一步，准备对这一切提出异议，可德雷库先开了口。
6719	map189_b3bc5639	0	char_jit_map189_1_0_25	I accept your offer, Pro.\nVivien isn't worth using my own men.\nBut — you lack the authority to make this pledge.	我接受你的提议，普洛。\n薇薇安不值得我动用自己的人。\n但是——你无权做出这个承诺。
6720	map189_6614ec1e	0		He looks straight at me, eyeing the blade on my back.	他直直看着我，目光落在我背上的刀上。
6721	map189_e15a5858	0	char_jit_map189_1_0_25	That decision lies with [firstname].\nHelp me defeat Vivien, and I will offer you my might.\nGo against me, and I cannot guarantee your survival.	这个决定取决于[firstname]。\n帮我击败薇薇安，我就会献上我的力量。\n与我为敌，我就无法保证你们能活下来。
6722	map189_11d19005	0		This is all happening so fast, but I know that's Draycu's plan.{w}\nHe wants us to fight his battle for him. I don't even know if he's trustworthy.{w}\nBut Pro, in his haste, put me in an almost impossible position to manage.	这一切发生得太快，但我知道这正是德雷库的算计。{w}\n他想让我们替他打这场仗。我甚至不知道他是否值得信任。{w}\n可普洛这么一冲动，把我逼进了一个几乎无法应对的境地。
6723	map189_7be996bf	0		If I sided with Vivien and Ulric, we'd have to fight Pro and Draycu.{w}\nDraycu would have our forces as backup, while Vivien would have his.{w}\nThis was a fight to the death, so major losses seemed unavoidable.	如果我站到薇薇安和乌尔里克那边，我们就得与普洛和德雷库为敌。{w}\n德雷库会有我们的军队作后援，而薇薇安有他自己的。{w}\n这是生死决斗，所以重大伤亡似乎无法避免。
6724	map189_5bc22abd	0		This battle would likely happen regardless of my support.{w}\nSo not picking a side would only harm our cause in the long run.{w}\nBut choosing Pro over Ulric, or vice versa, could hurt our bond.	这场战斗无论我支不支持，多半都会发生。{w}\n所以不选边站，长远来看只会损害我们的事业。{w}\n可选普洛不选乌尔里克，或者反过来，又可能伤害我们的情谊。
6725	map189_47603d46	0		I close my eyes, and clench my fists together.{w}\nI needed to stop thinking about this so personally.{w}\nPeople would die either way. This is war. It's unavoidable.	我闭上眼，攥紧拳头。{w}\n我不能再把这事看得这么私人了。{w}\n无论怎样都会有人死。这是战争。无法避免。
6726	map189_6277ada6	0		So the real question is — what kind of future do I want for Alarinthia...?{w}\nDo I want Draycu to remain in power, and for things to remain unchanged?{w}\nOr do I want Vivien to overthrow the nation, and ally Alarinthia with the mainland?	所以真正的问题是——我想要阿拉林西亚有什么样的未来……？{w}\n我想让德雷库继续掌权，让一切维持原样吗？{w}\n还是想让薇薇安推翻这个国家，让阿拉林西亚与大陆结盟？
6727	map189_9c6186b7	0		No, I need to detatch myself even further...	不，我需要把自己抽离得更远……
6728	map189_0802b4d4	0		No Pro... No Ulric...{w}\nNo Draycu... No Vivien...{w}\nJust Alarinthia — that's all.	没有普洛……没有乌尔里克……{w}\n没有德雷库……没有薇薇安……{w}\n只有阿拉林西亚——仅此而已。
6729	map189_5418ae47	0	char_jit_map189_1_0_25	Monarch, what is your decree?\nFight with me, and prove yourselves worthy of my help?\nOr fight with Vivien, against thousands of years of tradition?	君主，你的裁决是什么？\n与我并肩作战，证明你们配得上我的帮助？\n还是与薇薇安并肩，对抗数千年的传统？
6730	Choice_map189_1_0_ae62cc58	0		I take a deep breath before announcing my choice.{w}\nWe would help Draycu, and prove ourselves as worthy allies.{w}\nWe would defeat The Triumvirate, and keep Alarinthia unchanged.	我深吸一口气，然后宣布我的选择。{w}\n我们将帮助德雷库，证明自己是值得结交的盟友。{w}\n我们将击败三人执政团，让阿拉林西亚保持原样。
6731	Choice_map189_1_0_e2674746	0		But that meant we'd be fighting against Ulric in the coliseum.{w}\nHe was putting his life on the line to change the nation.{w}\nVivien looks at me, visibly disappointed in my choice.	但那意味着我们要在竞技场上与乌尔里克为敌。{w}\n他正为改变这个国家而赌上性命。{w}\n薇薇安看着我，对我的选择明显感到失望。
6732	Choice_map189_1_0_5ac17c7a	0	char_jit_map189_1_0_135	If I win, don't come begging for my help.\nI won't forget this choice, [firstname]. I swear.\nCome on Ulric, let's go prepare. We can do this alone.	如果我赢了，别来求我帮忙。\n我不会忘记这个选择，[firstname]。我发誓。\n走吧，乌尔里克，我们去准备。我们靠自己也能行。
6733	Choice_map189_1_0_dd328d9a	0		I take a deep breath before announcing my choice.{w}\nWe would help Vivien, in exchange for the forces he could offer.{w}\nWe would defeat Draycu, and give this nation a new and bright future.	我深吸一口气，然后宣布我的选择。{w}\n我们将帮助薇薇安，以换取他能提供的兵力。{w}\n我们将击败德雷库，给这个国家一个崭新光明的未来。
6734	Choice_map189_1_0_0b42bfa5	0		But that meant we'd be fighting against Pro in the coliseum.{w}\nHe so foolishly pledged his support, I had no idea how to react.{w}\nI never expected insubordination, and borderline betrayal from this.	但那意味着我们要在竞技场上与普洛为敌。{w}\n他那么愚蠢地宣誓效忠，我完全不知该如何反应。{w}\n我从没想过会发生这种事——抗命，甚至近乎背叛。
6735	Choice_map189_1_0_c43aeb14	0	char_pro	Our lives were on the line, I had to make the right choice.\nI'd rather live with Draycu than sacrifice myself for Vivien.\nUlric has the wrong idea. What he's doing is suicide!	我们的命都悬在一线，我必须做正确的选择。\n我宁愿与德雷库共存，也不愿为薇薇安牺牲自己。\n乌尔里克想错了。他这是在自杀！
6736	Choice_map189_1_0_7d352d80	0	char_howl	Siding with Draycu is the most sound decision.\nHis victory is almost guaranteed, and he has a large army.\nRemember that no one has managed to beat him in the coliseum.	站在德雷库这边是最稳妥的决定。\n他的胜利几乎板上钉钉，而且他还有一支庞大的军队。\n记住，还没人能在竞技场上打败过他。
6737	Choice_map189_1_0_f57d2551	0	char_howl	What chance do Vivien and Ulric have...?\nWe fear that this may be the end for those two.\nThis is essentially a choice between life and death.	薇薇安和乌尔里克能有多少胜算……？\n我们担心，这也许就是他们两人的终点了。\n这本质上是一个生与死的选择。
6738	Choice_map189_1_0_a3790386	0	char_howl	We do not believe that Vivien can defeat Draycu.\nLet Alarinthia stay the same, [firstname]. It's the right choice.\nDraycu's power will be essential in the coming attack on Balteus.	我们不相信薇薇安能打败德雷库。\n让阿拉林西亚维持原样吧，[firstname]。这是正确的选择。\n在即将到来的巴尔泰乌斯之战中，德雷库的力量至关重要。
6739	Choice_map189_1_0_fc6b9882	0	char_damek	Well our main goal is changing the world, right...?\nWe want a better future for everybody. Not just us.\nIt stands to reason that we should change Alarinthia.	我们的主要目标不就是改变世界吗……？\n我们想要所有人都有更好的未来。不只是我们自己。\n按理说，我们也该改变阿拉林西亚。
6740	Choice_map189_1_0_585fd183	0	char_damek	But Vivien can't offer as much power as Draycu can.\nAnd for that matter, I don't want Pro {i}or{/i} Ulric to die.\nThis is all so complicated, I'm not sure what to do.	但薇薇安提供不了德雷库那么多的力量。\n而且说到这个，我既不想让普洛死，{i}也{/i}不想让乌尔里克死。\n这一切太复杂了，我不知道该怎么办。
6741	Choice_map189_1_0_39a8ed9e	0	char_damek	Our final attack will be harder if we use Vivien's forces.\nThat is, if Vivien and Ulric can take down Draycu.\nHe's never lost a coliseum battle, remember?	如果我们用薇薇安的兵力，最后的进攻会更加艰难。\n前提是，薇薇安和乌尔里克能扳倒德雷库。\n记得吗，他从未输过一场竞技场决斗。
6742	Choice_map189_1_0_fd103fd5	0	char_damek	I guess it depends on what we want...\nAn easier time during our assault on Balteus.\nOr a changed Alarinthia, at our forces expense.	我想，这取决于我们想要什么……\n攻打巴尔泰乌斯时轻松一些。\n还是以我们的兵力为代价，换来一个改变的阿拉林西亚。
6743	Choice_map189_1_0_eb19655f	0	char_damek	There's no wrong choice here, [firstname].\nTake your time, and do what your heart tells you.\nOur end goal, and our purpose, will remain the same.	这里没有错误的选择，[firstname]。\n慢慢来，凭你的心去做。\n我们的最终目标和信念，都不会改变。
