# dialogue chunk 0025  entries 9601-10000 of 10370
# seq	block	idx	speaker	source	target
9601	map032_44b11983	0	char_fortaime	You know what that means, right?\nAs soon as we get there — I'm buying apples.	你知道那意味着什么吧？\n我们一到那儿——我就要去买苹果。
9827	Valessa3_map088_177_1_3243a9af	0	char_valessa	You pledge yourself to Valinorth, and its protection.\nUntil the end of your days, you'll serve our village.\nIn return, you pretty much get to live a life of luxury.	你宣誓效忠瓦利诺斯，并守护它。\n直到生命尽头，你都将为我们的村庄效力。\n作为回报，你基本上能过上养尊处优的生活。
9828	Valessa3_map088_177_1_910866f4	0	char_valessa	The benefits are amazing, and a long time coming.\nI hear you'll get a house near Mylus, and loyal servants.\nYou have to be stress-free. Mental strain affects visions.	待遇非常优厚，而且拖欠已久了。\n我听说你会得到一栋靠近迈勒斯的房子，还有忠诚的仆人。\n你必须保持无忧无虑。精神压力会影响幻象。
9829	Valessa3_map088_177_1_f592dd65	0	char_valessa	Yeah, and I'm actually kind of jealous.\nBut we'll be spending a lot of time together.\nSo I guess I get access to that stuff by association.	嗯，其实我有点羡慕。\n不过我们会经常待在一起。\n所以我想，我也算沾光能享受到那些东西。
9830	Valessa3_map088_177_1_ce6db71a	0	char_valessa	Isn't it a little late to be getting cold feet?\nWe've already been performing these duties forever.\nThis ceremony won't change much. It's just tradition.	现在打退堂鼓，是不是有点晚了？\n这些职责我们早就一直在履行了。\n这场仪式改变不了什么。不过是传统罢了。
9831	Valessa3_map088_177_1_89223db5	0	char_valessa	Try not to worry about it too much, alright?\nEverything will be the same tomorrow.\nSame old you. Same old Valinorth.	尽量别太担心，好吗？\n明天一切都会照旧。\n还是老样子的你。还是老样子的瓦利诺斯。
9832	Valessa3_map088_177_1_74f76aa7	0	char_valessa	It might be, but that doesn't mean it's not awesome.\nYou're the most important person in Valinorth, remember?\nYou should be treated with as much respect as possible.	也许吧，但这不代表它不棒。\n你可是瓦利诺斯最重要的人，记得吗？\n你理应得到尽可能多的尊重。
9833	Valessa3_map088_177_1_31008d8c	0	char_valessa	I'm sure you can turn that stuff down.\nBut it'd be the first time in history that anyone did.\nI think you need to take it, and get rid of your stress.	我相信你可以拒绝那些东西。\n可那将是历史上头一遭。\n我觉得你该接受，好让自己卸下压力。
9834	Valessa3_map088_177_1_d7a07611	0	char_valessa	As soon as the sun starts to set.\nSo luckily, we still have a few hours.\nPlenty of time to meet with Mylus.	太阳一开始落山就举行。\n所以还好，我们还有几个小时。\n足够去见迈勒斯了。
9835	Valessa3_map088_177_1_4444b1a9	0	char_valessa	This only happens once a generation, so I'm not sure.\nBut I've heard that it goes until the sun starts to rise.\nThat's a bit too much for me. We'll see how long I can last.	这种事一代人才有一次，所以我也说不准。\n但我听说派对会一直持续到太阳升起。\n对我来说有点吃不消。看看我能撑多久吧。
9836	Valessa3_map088_177_1_74ad5e16	0	char_valessa	From what I've seen, you're pretty stressed today.\nI think this ceremony, and the party, will help you unwind.\nAfter it's done, we can take care of whatever we need to.	据我观察，你今天压力挺大的。\n我想这场仪式和派对能帮你放松。\n等结束之后，我们再处理该处理的事。
9837	Valessa3_map088_177_1_9072c197	0		This character is not in your party.	该角色不在你的队伍中。
9838	map097_bf15c44e	0		Pro slammed his hand of cards down on the table.{w}\nHis opponents scoffed, and shouted accusations of cheating.{w}\nHe smirked as he made his way to the bar, laughing them off.{w}\nWith his newfound riches, he'd celebrate over a drink.	普洛把手里那副牌重重摔在桌上。{w}\n他的对手嗤之以鼻，大喊他出老千。{w}\n他咧嘴轻笑，一边走向吧台，一边把那些话当耳旁风。{w}\n靠着新到手的钱财，他要喝一杯庆祝庆祝。
9839	map097_8881c7e7	0	char_pro	Only when they lose, do they accuse me of cheating.\nWhere I come from, that's called a sore loser, Airen.	只有输了，他们才会说我出老千。\n在我老家，这叫输不起，艾琳。
9840	map097_e9945b34	0	char_jit_map097_1_0_28	It's only being sore if you're {i}not{/i} cheating.\nPro, are you swindling people in my tavern again...?	只有在你{i}没{/i}出千的时候，那才叫输不起。\n普洛，你又在我的酒馆里骗人了……？
9841	map097_567aa4b7	0	char_pro	Now, now, that's such a terrible way of putting it.\nThere's nothing wrong with using sleight of hand to win.\nI like to think that they're paying me for my awesome tricks.	别急别急，你这么说可太难听了。\n用点手法赢牌没什么不对。\n我更愿意当作，他们是在为我精彩的把戏付钱。
9842	map097_6d71a234	0	char_jit_map097_1_0_28	And taking it out on me and my tavern.\nYeah, I can see why you think that's so much fun.\nYou're not the one who has to clean up after the brawls.	还把账算到我和我的酒馆头上。\n是啊，我明白你为什么会觉得那么好玩。\n毕竟收拾斗殴残局的不是你。
9843	map097_eaecfb78	0	char_pro	Trust me, I'd kill for a brawl right now.\nAnd remember, this isn't {i}your{/i} tavern...!	相信我，我现在巴不得大打一场。\n还有，记住，这可不是{i}你的{/i}酒馆……！
9844	map097_8e9c9a11	0	char_jit_map097_1_0_28	Sure it is!\nHas my name on the deed and everything.	当然是！\n地契上白纸黑字写着我的名字。
9845	map097_aa4f7eeb	0	char_pro	Oh yeah? Say that to Damek's face...!\nHe's only keeping you open as an intermediary.\nWe need a neutral place between Mazeo and Valinorth!	哦，是吗？有本事当着达梅克的面说……！\n他留着你这家店，只是当作中转站。\n马泽奥和瓦利诺斯之间需要一个中立的地方！
9846	map097_c27c4bfa	0	char_jit_map097_1_0_28	Trust me Pro, I'd manage just fine on my own.\nMost people come here for the drinks, and the fun.\nDamek's support is a bonus, not really a necessity.	相信我，普洛，我自己经营也绰绰有余。\n大多数人是为了喝酒和找乐子才来的。\n达梅克的支持是锦上添花，并非不可或缺。
9847	map097_c66afb5b	0	char_jit_map097_1_0_28	Besides, how is your investigation going...?\nWeren't you looking into The Seer, or something?\nHard to do that when you play cards all day.	再说，你的调查进行得怎么样了……？\n你不是在查先知什么的吗？\n整天打牌可查不出什么名堂。
9848	map097_73945e34	0	char_pro	You think I'm playing, but I'm secretly listening.\nYour patrons have given me a great deal of information.	你以为我在玩牌，其实我在偷听。\n你的客人们可给了我不少情报。
9849	map097_46ddaa44	0	char_jit_map097_1_0_28	So you're stealing {i}that{/i} from them, too?\nAre you ever gonna give anything back around here?	所以你连{i}这个{/i}也要从他们那儿偷？\n你什么时候能在这儿回馈点什么？
9850	map097_85df64f6	0	char_pro	Yeah, I'm {i}this{/i} close to making my move!\nThere's this really cool sword being held in Valinorth.\nI'm supposed to retrieve it, along with [firstname].	是啊，我就差{i}这么{/i}一点就要行动了！\n瓦利诺斯藏着一把特别酷的剑。\n我本该和[firstname]一起去把它取回来。
9851	map097_85df64f6_1	0	char_pro	Yeah, I'm {i}this{/i} close to making my move!\nThere's this really cool sword being held in Valinorth.\nI'm supposed to retrieve it, along with [firstname].	是啊，我就差{i}这么{/i}一点就要行动了！\n瓦利诺斯藏着一把特别酷的剑。\n我本该和[firstname]一起去把它取回来。
9852	map097_797f27c0	0	char_pro	Of course, that was almost a week ago.\nDamek is pretty impatient, so I better hurry.\nIf I take any longer, he might send someone else.	当然，那差不多是一周前的事了。\n达梅克挺没耐心的，我最好抓紧。\n再拖下去，他可能会另派人手。
9853	map097_9099e7dd	0	char_jit_map097_1_0_28	That's the smartest thing you've said.\nNot today, or this week, just in general.\nIt's not like that blade will come to you.	这是你说过的最明智的话。\n不是指今天，也不是这周，而是总体上。\n那把剑又不会自己找上门来。
9854	map097_d9f16098	0	char_jit_map097_1_0_28	Here, try this new ale that just came in.\nBut after that, you really need to get to work.\nI'm afraid you're scaring away some of my business.	来，尝尝刚到的这种新麦酒。\n不过喝完这杯，你真得去干活了。\n我担心你快把我的生意吓跑了。
9855	map097_5eb731ed	0	char_pro	Yeah, yeah, I'll get right on it.\nAt least let me write my boss, first.\nThere's a bunch of stuff he has to know.	行行行，我马上去办。\n至少先让我给上司写封信。\n有一堆事他得知道。
9856	map097_47cc347a	0	char_jit_map097_1_0_28	You mean Damek?\nHe's my boss too, you know.	你是说达梅克？\n你知道，他也是我的上司。
9857	map097_1f98775a	0	char_pro	Yeah, of course!\nI'll grab a paper, and you break out that ale.\nIt better be as good as you're making it sound.	嗯，当然！\n我拿张纸来，你把那麦酒打开。\n最好有你说的那么好喝。
9858	map090_acee19d9	0		The Town Square is a serene and beautiful place, like usual.{w}\nA far cry from how I saw it in last night's vision.{w}\nI take a deep breath and relax. We're all safe.	中央广场一如既往，宁静而美丽。{w}\n和我在昨晚幻象里看到的样子天差地别。{w}\n我深吸一口气，放松下来。我们都安然无恙。
9859	map090_9988ed5f	0	char_valessa	Hey [firstname], nice to see you again!\nI was starting to worry you might be late.\nThankfully, we still have time to spare.	嘿，[firstname]，很高兴又见到你！\n我刚才还担心你会迟到呢。\n还好，我们还有富余时间。
9860	map090_1a1f9fe2	0		She runs up to me and gives me a tight hug.{w}\nI glance over at Fortaime, and he appears embarrassed.	她跑过来，紧紧抱住我。{w}\n我瞥了一眼福泰姆，他显得有些尴尬。
9861	map090_83b36e07	0	char_fortaime	Oh my, is this a hint of romance I see?\nAnd in public too? People will start to talk!	哎呀，我看到的这是爱情的火花吗？\n还是在众目睽睽之下？大家可要说闲话了！
9862	map090_bc0a12bb	0	char_valessa	Shut it, Fortaime! Nobody asked you!\nI was just excited to see [firstname].\nRemember how special today is...?	闭嘴，福泰姆！没人问你！\n我只是见到[firstname]太高兴了。\n记得今天有多特别吗……？
9863	map090_bc0a12bb_1	0	char_valessa	Shut it, Fortaime! Nobody asked you!\nI was just excited to see [firstname].\nRemember how special today is...?	闭嘴，福泰姆！没人问你！\n我只是见到[firstname]太高兴了。\n记得今天有多特别吗……？
9864	map090_d455818c	0	char_fortaime	Oh my. A lovers quarrel, too?\nGuess today is special for me after all.	哎呀。还吵起小两口架了？\n看来今天对我来说也够特别的。
9865	map090_bd585cef	0	char_fortaime	Hey, I'm happy for you too!\nI was gonna hug you, I swear.	嘿，我也为你高兴！\n我本来也要抱你的，我发誓。
9866	map090_130c846d	0	char_fortaime	Whoa, I was just joking around.\nIf you're serious, then I'm kind of jealous.	哇，我只是开个玩笑。\n你要当真的话，那我还有点羡慕。
9867	map090_c370f081	0	char_fortaime	That's pretty much confirmation in my books!\nDon't worry, your secret is safe with me.	在我看来，这基本算是坐实了！\n放心，你的秘密我会守住的。
9868	map090_b876c340	0	char_fortaime	But I guess there's more important matters at hand.\nSorry for getting sidetracked, I'm all over the place.\nDo your thing. I'll be waiting over there by the tank.	不过我想眼下有更重要的事。\n抱歉跑题了，我老是这样没个正形。\n你们聊吧。我在那边水塔旁等你们。
9869	map090_cdc7a436	0		He runs off to the water tank, and rests against it.{w}\nHe's definitely out of earshot, so I could talk to Valessa.{w}\nWe need to meet up with Mylus, so they could hear about my vision.	他跑到水塔旁，靠了上去。{w}\n他肯定听不见了，我可以和瓦莱莎说话。{w}\n我们得去见迈勒斯，好让他们听听我的幻象。
9870	map090_6d514efb	0	char_valessa	I swear, Fortaime can be so insufferable.\nBe glad you don't work with him as much as I do.\nHe keeps things {i}interesting{/i}, to say the least.	我发誓，福泰姆有时候真让人受不了。\n还好你不用像我这样天天跟他共事。\n至少可以说，他总能让人{i}不得清静{/i}。
9871	map090_674ab31b	0	char_valessa	Just don't say that to his face or anything.\nIt's tolerable, but I wish he'd grow up already.\nAnyway, something doesn't add up to me here.	只是别当着他的面说这些就是了。\n还忍得了，但我希望他能成熟点。\n总之，这里有件事我怎么想都不对劲。
9872	map090_4274193d	0	char_valessa	Hey, I'm just joking around!\nWe're best friends, we're supposed to poke fun.\nEither way, something about this doesn't add up to me.	嘿，我只是开开玩笑！\n我们是最好的朋友，本来就该互相打趣。\n不管怎样，这件事我怎么想都不对劲。
9873	map090_8d6d71dc	0	char_valessa	You mean... you and Fortaime...!?\nTrust me, that's the last thing I expected to hear.\nJust one of the many things that don't add up today.	你是说……你和福泰姆……！？\n相信我，这是我最没想到会听到的话。\n今天不对劲的事，这只是其中之一。
9874	map090_94d72323	0	char_valessa	Of course we can, we're best friends!\nI was just poking fun, aren't we supposed to do that?\nJeeze, something about this doesn't add up at all.	我们当然能，我们是最好的朋友！\n我只是在开玩笑，我们不就该这样吗？\n天哪，这件事怎么想都不对劲。
9875	map090_d6a6b453	0	char_valessa	Fortaime would never willingly walk away from us.\nHe'd only do that if he's not allowed to listen in.\nSo correct me if I'm wrong, but you had a vision, didn't you?	福泰姆绝不会主动从我们身边走开。\n他只有不被允许旁听时才会那样。\n所以如果我说错了就纠正我——你看到幻象了，对吧？
9876	map090_4b61f49b	0	char_valessa	Oh, really...?\nI knew something was off. You seem different.\nI didn't want to bring it up, but now I know why.	哦，真的……？\n我就知道有什么不对劲。你看起来不一样了。\n我本来不想提，但现在我知道为什么了。
9877	map090_2b0e88ea	0	char_valessa	Should we go to The Grand Tree, then?\nIt might be good to discuss this in private.\nIf I tell the villagers, they won't bother us.	那我们该去巨树那儿吗？\n私下讨论这件事或许更好。\n我跟村民们说一声，他们就不会来打扰我们。
9878	map090_d3d1515d	0	char_valessa	Whoa, you're starting to creep me out [firstname].\nInvolving The Elder? That's very... serious.	哇，你开始让我有点发毛了，[firstname]。\n要牵扯到长老？那可就……非常严重了。
9879	map090_bdf2e479	0	char_valessa	Whoa, you're starting to creep me out [firstname].\nInvolving The Elder? That's very... serious.	哇，你开始让我有点发毛了，[firstname]。\n要牵扯到长老？那可就……非常严重了。
9880	map090_244420f1	0	char_valessa	But I trust your judgment, I really do.\nLet's grab Fortaime and head to Mylus' place.\nIf it's actually that bad, he should be there with us.	但我相信你的判断，真的。\n我们叫上福泰姆，去迈勒斯那儿。\n要是真有那么严重，他该和我们在一起。
9881	map090_ec9a87ca	0	char_valessa	Just promise me one thing. Do your best to keep calm.\nSome of the villagers are already looking your way.\nIf they see you freaking out, they'll freak out too.	答应我一件事。尽量保持镇定。\n有些村民已经在朝我们这边看了。\n要是他们看到你惊慌失措，他们也会跟着慌。
9882	map090_e6b2b699	0		Valessa has now permanently joined your party.{w}\nLike before, new content has been unlocked in old areas.{w}\nBut a new feature, \"Parallel Chronicles\", has also been unlocked.{w}\nA brief tutorial on that will follow after this dialogue window.	瓦莱莎现已永久加入你的队伍。{w}\n和之前一样，旧区域中解锁了新内容。{w}\n此外还解锁了一项新功能——“平行编年史”。{w}\n本对话框结束后，会有简短的教学说明。
9883	click_map089_7_EV007_3a0ae374	0		Houses near the tank are reserved for the elderly.{w}\nSomething about minimizing travel time to our water source.{w}\nOf course, houses near here are way too humid to be comfortable.{w}\nBut for some reason, they don't complain, and happily reside inside.	水塔附近的房子是留给老人的。{w}\n据说是为了缩短他们到水源的路程。{w}\n当然，这附近的房子潮得根本住不舒服。{w}\n可不知为何，他们毫无怨言，还乐呵呵地住在里面。
9884	click_map089_7_EV007_2395df0f	0	char_valessa	Try not to waste too much time here, [firstname].\nI'm dressed in layers, and this humidity is gross.\nWouldn't want to ruin my outfit before your ceremony.	尽量别在这儿耽搁太久，[firstname]。\n我穿了好几层，这潮气太难受了。\n可不想在你的仪式前把衣服弄坏。
9885	click_map089_7_EV007_2395df0f_1	0	char_valessa	Try not to waste too much time here, [firstname].\nI'm dressed in layers, and this humidity is gross.\nWouldn't want to ruin my outfit before your ceremony.	尽量别在这儿耽搁太久，[firstname]。\n我穿了好几层，这潮气太难受了。\n可不想在你的仪式前把衣服弄坏。
9886	click_map089_17_EV017_6b87373c	0		These eaves carry water from the falls to the tank.{w}\nIt's completely self-sustaining, and requires little upkeep.{w}\nWe just have to empty the tank each morning to get our fill.{w}\nIt's something we can't live without, so it never goes unused.	这些引水檐把瀑布的水引到水塔。{w}\n整套系统完全自给自足，几乎不用维护。{w}\n我们只要每天早上把水塔排空，取够自家用的水。{w}\n这是不可或缺的东西，所以从不闲置。
9887	click_map089_17_EV017_be0e7c6f	0	char_valessa	Hey, I guess you didn't get to do your water run.\nYou should do it as soon as you get a chance!\nI finished mine up just before you got here.	嘿，我猜你还没去取水吧。\n一有机会就赶紧去！\n你到这儿之前我刚取完我的那份。
9888	click_map089_25_EV025_41094701	0	char_valessa	So, this might be the last time we see the town square.\nIs there anything we should do before we go...?	那么，这也许是我们最后一次看这个广场了。\n走之前有什么该做的事吗……？
9889	click_map089_25_EV025_e3fbfdd4	0	char_fortaime	I guess one last drink would be nice.\nThe water from Valinorth is always so pure.\nWant to share some with me, Valessa?	我想最后喝一杯也不错。\n瓦利诺斯的水总是那么清甜。\n要不要和我一起喝点，瓦莱莎？
9890	click_map089_25_EV025_4586e36c	0	char_valessa	Sure, we can use the cups I left here earlier.\nI was just finishing my water run when we all met up.	好啊，可以用我先前留在这儿的杯子。\n我们碰头的时候，我刚取完水。
9891	click_map089_25_EV025_629fbab0	0	char_fortaime	So what should we toast to?	那我们该为什么干杯呢？
9892	click_map089_25_EV025_7b707de6	0	char_valessa	Toast...?	干杯……？
9893	click_map089_25_EV025_2d9eb096	0	char_fortaime	Yeah, this is a big day, right?\nWe should probably drink to {i}something{/i}.\nEspecially if it's the last time we might be here.	是啊，今天可是个大日子，对吧？\n我们总得为{i}点什么{/i}喝一杯。\n尤其是这可能还是我们最后一次来这儿。
9894	click_map089_25_EV025_6b817782	0	char_valessa	Oh, let's see...	哦，让我想想……
9895	click_map089_25_EV025_a662a5b5	0	char_valessa	What about \"new beginnings\"?\nOr something like \"being with friends\"?	就说“新的开始”怎么样？\n或者“与朋友相伴”之类的？
9896	click_map089_25_EV025_85e225c5	0	char_fortaime	What about \"new beginnings {i}with{/i} friends\"?\nI think that's rather fitting for us.	那“与朋友{i}一起{/i}开启新的开始”如何？\n我觉得这对我们挺贴切的。
9897	click_map089_25_EV025_ad3581c5	0	char_valessa	Sounds good to me.\nTo new beginnings with friends.\nMay our bonds never break.	我觉得不错。\n为与朋友一起开启新的开始。\n愿我们的羁绊永不破裂。
9898	click_map089_35_EV035_4b923d2c	0		Water often spills out, and gets the ground wet.{w}\nIt's mushy, and soft to the touch. Gross.	水经常溢出来，把地面弄湿。{w}\n踩上去又软又黏。真恶心。
9899	click_map089_35_EV035_b26fbe4a	0	char_valessa	Whoa, your shoes are so messy...!\nAnd just before your big ceremony!\nBack away and watch your step!	哇，你的鞋弄得这么脏……！\n偏偏就在你盛大的仪式之前！\n往后站站，小心脚下！
9900	click_map089_38_EV038_e7b93957	0		Cannot access content at this time.\nIf there is an X, you must complete preceding Heart-to-Hearts.\nIf there is a checkmark, you must move on to the next Heart-to-Heart.	此时无法访问内容。\n如果显示 X，你需要先完成前置的“心与心”剧情。\n如果显示对勾，你需要继续推进到下一个“心与心”。
9901	click_map089_58_EV058_a1eb0ee2	0		Water runs down the side of the tanks at a steady rate.{w}\nThat's a sign that it's gotten full, and requires attention.{w}\nFor a moment I'm glad that so much water is in the center of Valinorth.{w}\nIf we could somehow redirect the flow, it could easily combat fire.	水匀速地从水塔侧面淌下。{w}\n这说明水塔已满，需要处理。{w}\n有那么一瞬间，我很庆幸瓦利诺斯的中心有这么多水。{w}\n要是能想办法改变水流的方向，灭火轻而易举。
9902	click_map089_71_EV071_f7e19d8f	0	char_valessa	Whoa, that's disgusting...!\nThose things could be so dirty, you know.\nAt least wait until there's no one around.	哇，真恶心……！\n你知道，那些东西可能特别脏。\n至少等没人的时候再去碰。
9903	click_map089_71_EV071_1114f484	0	char_valessa	I saw you staring down that faucet...\nTrust me, I've been tempted more than once.\nBut the villagers need a better example.	我看见你盯着那个水龙头了……\n相信我，我不止一次也心动过。\n但村民们需要一个更好的榜样。
9904	click_map089_95_EV095_8daf7e48	0		The ground here is paved, and dry.{w}\nIt's not wet like the rest of the soil.{w}\nThis would be the best place for me to stand.	这里的地面铺了石板，是干的。{w}\n不像其他地方的泥土那样潮湿。{w}\n这里最适合我站。
9905	click_map089_100_EV100_bdbb6c30	0		It appears to be written by Mylus' Father, the previous Elder.	看起来是迈勒斯的父亲，也就是上一任长老写的。
9906	click_map089_100_EV100_ba8cbd0e	0		There's a book sitting here, it's wet and stained.{w}\nMost likely water damage, due to its proximity to the tank.{w}\nWhen I approach it, Fortaime laughs and apologizes to me.	这里放着一本书，又湿又脏。{w}\n多半是因为离水塔太近，被水泡坏了。{w}\n我走近时，福泰姆笑着向我道歉。
9907	click_map089_100_EV100_30235e08	0	char_fortaime	Sorry, I think I dropped that when I was waiting!\nIt's something I picked up from Mylus' house a few days ago.\nYou're free to take it, I have no use for it anymore.	抱歉，我想是我在这儿等的时候掉的！\n这是我几天前从迈勒斯家拿的。\n你尽管拿去，我用不上了。
9908	map092_f5da0e6a	0		Damek and Ulric gathered in the town square come morning.{w}\nThe road to Valinorth would be long and fraught with danger.{w}\nBut this time, Damek was certain he'd sent the right man.	清晨，达梅克和乌尔里克在中央广场碰面。{w}\n前往瓦利诺斯的路漫长且危机四伏。{w}\n但这一次，达梅克确信自己派对了人。
9909	map092_1dc8cd60	0	char_damek	Are you sure you'll be okay on your own?\nIt's not too late to ask for some escorts.	你确定一个人没问题吗？\n现在要几个护卫还不算晚。
9910	map092_c4779bb9	0	char_ulric	Yes, Damek. Stop asking.\nI'll be fine, and I'm well aware of the dangers.\nBringing more people would just put them in harm's way.	是的，达梅克。别问了。\n我没事，危险我很清楚。\n多带人只会让他们也身处险境。
9911	map092_500f1eb5	0	char_damek	Well, forgive me for caring!\nI just wanted to make sure you're comfortable.\nIf the attack is imminent, you'll have to rush.	哎，关心你也有错！\n我只是想确保你安排妥当。\n要是进攻迫在眉睫，你就得加快脚步。
9912	map092_0b9c3246	0	char_ulric	I expect it'll take me under a day.\nI'll arrive in the dead of night, or maybe early morning.\nSeeking out [firstname] will be the first thing I do.	我估计用不了一天。\n我会在深夜，或者清早到达。\n第一件事就是去找[firstname]。
9913	map092_0b9c3246_1	0	char_ulric	I expect it'll take me under a day.\nI'll arrive in the dead of night, or maybe early morning.\nSeeking out [firstname] will be the first thing I do.	我估计用不了一天。\n我会在深夜，或者清早到达。\n第一件事就是去找[firstname]。
9914	map092_fd85f638	0	char_damek	Fantastic, then things will go perfectly.\nMake sure to give the rest of the town a heads up.\nYou can all evacuate together. You'll blend right in.	太好了，那一切都会顺利。\n记得提前通知镇上的其他人。\n你们可以一起撤离。你会混在其中不显眼。
9915	map092_6eece42b	0	char_damek	But remember, you need to stop by Mylus' and grab the blade.\nOtherwise, The Triumvirate will seize it when they attack.\nIf I'm honest, I don't think we stand a chance without it.	但记住，你得顺路去迈勒斯那儿取剑。\n否则三人执政团进攻时会把剑夺走。\n说实话，没有那把剑，我觉得我们毫无胜算。
9916	map092_2479d172	0	char_ulric	I can't believe they're attacking Valinorth.\nThe occupation of Mazeo is still so fresh.\nThankfully, they haven't found us yet.	真不敢相信他们要进攻瓦利诺斯。\n马泽奥被占领的事还历历在目。\n还好他们还没找到我们。
9917	map092_0075916f	0	char_damek	Right under their noses, just as we should be.\nI'm going to meet with the Mayor after this, actually.\nI'll see about fully claiming those underground tunnels.	就在他们眼皮底下，这正是我们该待的位置。\n其实这之后我就要去见市长。\n我会去谈谈把那片地下隧道彻底弄到手的事。
9918	map092_362f4478	0	char_damek	Whatever they were digging for, they've stopped.\nI think it would make a fine base of operations.\nGetting the deed shouldn't be too difficult.	不管他们当初在挖什么，都已经停了。\n我觉得那里很适合当行动基地。\n拿到地契应该不太难。
9919	map092_e91e0797	0	char_ulric	Wait, you mean we'll have a new home?\nNo more sleeping on the hard tavern floor?	等等，你是说我们要有新家了？\n不用再睡酒馆那硬邦邦的地板了？
9920	map092_26e910a8	0	char_damek	Never again. It's time we get established.\nI have some large shoes to fill as The General.\nThe first step is finding us a fitting home.	再也不用。是时候站稳脚跟了。\n身为将军，我有很多要担起的责任。\n第一步就是给我们找个像样的家。
9921	map092_dc06cbdb	0	char_ulric	Good, I'm glad to hear it.\nBut one last thing before I go.\nIs it true what I've heard about Mylus...?	很好，很高兴听你这么说。\n不过走之前还有最后一件事。\n我听到的那些关于迈勒斯的传闻，是真的吗……？
9922	map092_9f342eba	0	char_damek	Absolutely, so please be kind to him.\nHe'll be a valuable ally in the coming days.\nBest of luck on your vacation, Ulric.	千真万确，所以请对他客气点。\n接下来的日子里，他会是个宝贵的盟友。\n祝你“度假”顺利，乌尔里克。
9923	map092_c6721bee	0	char_ulric	Trust me, I wish that's what it was.\nBut I'll try retrieving [firstname] and the blade as soon as possible.\nGood luck with the Mayor. I think you'll need it.	相信我，我倒希望真是度假。\n但我会尽快接回[firstname]和那把剑。\n祝你跟市长谈得顺利。我想你会需要的。
9924	map092_c6721bee_1	0	char_ulric	Trust me, I wish that's what it was.\nBut I'll try retrieving [firstname] and the blade as soon as possible.\nGood luck with the Mayor. I think you'll need it.	相信我，我倒希望真是度假。\n但我会尽快接回[firstname]和那把剑。\n祝你跟市长谈得顺利。我想你会需要的。
9925	map092_94875a7a	0	char_ulric	But coming back to a home, with an actual battle plan?\nIt's starting to feel like our cause has some real weight to it.\nI feel bad for doubting you Damek. You're doing a great job.	可带着真正的作战计划回到一个家？\n我开始觉得我们的事业有分量了。\n我为自己怀疑过你而愧疚，达梅克。你做得很好。
9926	map093_965beb0f	0		Sovy entered the chambers of The Triumvirate unprompted.{w}\nFor Halin had extracted the information they desired.{w}\nThey raised their hoods and turned to him, scoffing.{w}\nA hint of aggression on their quickly concealed faces.	索维未经传召便闯入了三人执政团的内室。{w}\n因为哈林已经问出了他们想要的情报。{w}\n他们拉起兜帽，转身对着他嗤笑。{w}\n他们迅速掩饰的脸上，闪过一丝敌意。
9927	map093_46bef769	0	char_the_triumvirate	Sovy, what is the meaning of this intrusion?	索维，你这样闯入是什么意思？
9928	map093_5621e7d8	0	char_sovy	Halin has finished his interrogation, Masters.\nI thought it would be wise to relay the results.\nUnless you were plotting behind our backs...?	师父们，哈林已经审问完毕。\n我想把结果转达给你们才是明智之举。\n除非……你们一直在背地里谋划什么？
9929	map093_1439e54d	0	char_the_triumvirate	We would never do such a thing.\nInformation is granted to you as we see fit.\nIf you are left in the dark, it is not permanent.	我们绝不会做那种事。\n情报何时给你们，由我们决定。\n就算你们暂时不知情，也不会是永久的。
9930	map093_c8c248d6	0	char_the_triumvirate	But please, tell us what Halin discovered.\nWe have a feeling our theories are similar.	不过，请告诉我们哈林发现了什么。\n我们有种感觉，我们的推测是相似的。
9931	map093_c0645369	0	char_sovy	Yes, of course.\nThe Exodus Wielder {i}is{/i} located in Valinorth.\nI am ready to launch our attack at a moment's notice.	是的，当然。\n流亡之刃的持剑人{i}确实{/i}在瓦利诺斯。\n我随时准备发动进攻。
9932	map093_12902137	0	char_the_triumvirate	Good. Then it is time you hear the rest.\nValinorth is just a small part of our larger plan.\nWe see no more reason to withold this information.	很好。那么是时候让你听听其余的部分了。\n瓦利诺斯只是我们更大计划中的一小部分。\n我们再没有理由隐瞒这些情报了。
9933	map093_c14025dd	0	char_sovy	That much was obvious, Masters.\nWhy did you keep it from me for so long?\nHalin and I are more than loyal enough...!	这点显而易见，师父们。\n你们为什么瞒了我这么久？\n我和哈林已经足够忠诚了……！
9934	map093_e340ed33	0	char_the_triumvirate	Sovy, this is not a matter of loyalty.\nWe are sure you'll understand when you hear.\nIt would not be wise to doubt our word.	索维，这无关忠诚。\n我们相信，你听了之后就会明白。\n怀疑我们的话，可不是明智之举。
9935	map093_ba668e7a	0	char_sovy	Yes, yes. My apologies.\nNobody likes being left in the dark.\nI will ensure my words sound less doubtful.	是，是。我道歉。\n没人喜欢被蒙在鼓里。\n我会注意，别让我的话听起来那么充满怀疑。
9936	map093_bf6bf2f1	0	char_sovy	If there is a greater plan at play, I am honored.\nI find no greater pleasure than serving your cause.\nSo please, tell me what you wish, and it will happen.	如果背后还有更大的计划，我深感荣幸。\n为你们的事业效力，是我最大的快乐。\n所以请告诉我你们的意愿，我一定会办到。
