# dialogue chunk 0013  entries 4801-5200 of 10370
# seq	block	idx	speaker	source	target
4801	map276_1a925121	0	char_damek	Now...! Go!	现在……！快走！
5031	map295_52d7e253	0		Damek brushes some ash off of his shoulder.{w}\nRemnants of the books from the library filled the air.{w}\nFrom behind, one of their allies steps forward.	达梅克拂去肩上的灰烬。{w}\n图书馆那些书的残灰弥漫在空气中。{w}\n一名盟友从他们身后走上前来。
5032	map295_413fa4c2	0	char_jit_map295_1_0_58	They're getting close. Be on your guard, Damek.\nI'll have my men protect you and Howl.	他们快到了。提高警惕，达梅克。\n我会让我的部下保护你和豪尔。
5033	map295_07397915	0	char_jit_map295_1_0_67	They're almost here — I can tell.\nBe on your guard. I'll have my men protect you.	他们快到了——我能感觉到。\n提高警惕。我会让我的部下保护你。
5034	map295_467dbab5	0	char_damek	Yes, of course. I appreciate it.\nI'll be watching their backs as well.	好，当然。多谢。\n我也会替他们留意背后。
5035	map295_dd2b63dd	0		Now, all three of them were standing side by side.{w}\nThe footsteps of The Honor Guard got louder and louder.{w}\nThey stepped in unison, sounding like a heart that beat too fast.	现在，他们三人都并肩站在一起。{w}\n荣誉卫队的脚步声越来越响。{w}\n他们步伐一致，听起来像一颗跳动过快的心。
5036	map295_49b375cd	0	char_jit_map295_1_0_102	It reminds me of the drums in the coliseum.\nBefore every fight, they'd put on quite a show.\nNothing got my blood pumping more. Trust me.	这让我想起竞技场里的鼓声。\n每场战斗前，他们都会上演一番好戏。\n再没有比这更让我热血沸腾的了。相信我。
5037	map295_b1a76d05	0	char_howl	Then we trust that you'll perform admirably.\nShow us that siding with you was the right choice.\nEvery step we've ever taken — has led us to this moment.	那我们相信你会表现出色。\n向我们证明，与你结盟是正确的选择。\n我们迈出的每一步——都将我们引向这一刻。
5038	map295_cd450c65	0		Draycu smirks.	德雷库得意地一笑。
5039	map295_6c645566	0	char_jit_map295_1_0_102	We'll give the world something to sing about.\nTrust me, they'll tell tales of this battle.	我们要给这世界一些值得传唱的东西。\n相信我，他们会传颂这场战斗的。
5040	map295_8c8ebf36	0	char_jit_map295_1_0_150	Reminds me of those drums in the coliseum.\nEvery time they played, I knew that death would follow.\nLet's hope that it does — but not for any of us.	让我想起竞技场里的那些鼓声。\n每次鼓声响起，我就知道死亡会随之而来。\n但愿这次也一样——但不是冲着我们任何人。
5041	map295_00d6a389	0	char_howl	If we are in danger, do not come to our aid.\nEspecially if it would endanger the lives of others.\nRemember — by all accounts, we are already dead.	如果我们陷入危险，不要来救我们。\n尤其是当这会危及他人性命的时候。\n记住——从各方面来说，我们已经死了。
5042	map295_e462c067	0		Vivien shakes his head.	薇薇安摇了摇头。
5043	map295_c9b8923e	0	char_jit_map295_1_0_150	No matter what you say, you're an ally.\nAnd believe it or not — I prefer to keep those alive.\nAs long as you breathe? You're living, and of use.	不管你怎么说，你是盟友。\n信不信由你——我更喜欢让盟友活着。\n只要你还在呼吸？你就是活着的，就有用。
5044	map295_28dd6bc8	0		As they talk, the first of The Honor Guard comes into view.{w}\nOne stood in front of the rest, as if assigning themselves the role of leader.{w}\nIt was odd, they all thought, that such mindless suits had a sense of hierarchy.	他们交谈间，荣誉卫队的第一个成员出现在视野中。{w}\n有一个站在其余成员前面，仿佛给自己安上了首领的角色。{w}\n他们心想，这些没脑子的盔甲居然还有等级意识，真是奇怪。
5045	map295_c9a21c2a	0		However, there was no time to think about such trivial things.{w}\nMere moments later, the rest of the suits gather behind their \"leader\".{w}\nOn the other side of the town square, it seemed like thousands had arrived.	然而，已经没时间想这些琐碎的事了。{w}\n只过了片刻，其余盔甲便聚集在他们的“首领”身后。{w}\n城镇广场的另一头，仿佛来了成千上万个。
5046	map295_d23fa00e	0	char_damek	It appears that we may be outnumbered.\nBut remember, those things aren't known for their smarts.\nEach one of us could easily take down a hundred or more.	看来我们寡不敌众。\n但记住，那些东西可不以聪明著称。\n我们每个人都能轻松撂倒一百个甚至更多。
5047	map295_b7ef9a1a	0	char_howl	Let's hope that you're correct.	但愿你说得对。
5048	map295_167a80ab	0		Damek gulps and draws his sword.{w}\nEverybody behind him does the same, and the sound fills the Town Square.{w}\nEven from the opposing side — all they can hear is the unsheathing of blades.	达梅克咽了口唾沫，拔出剑。{w}\n他身后的每个人也都照做，拔剑声充满了城镇广场。{w}\n就连对面——他们能听到的也只有拔剑声。
5049	map295_191ed1cf	0		But when everybody is armed, nothing happens.{w}\nThey stand on opposite sides, both forces staring at each other.{w}\nDamek looks left, and right, to his allies, before speaking out.	但当所有人都拿起武器后，却什么都没发生。{w}\n他们分立两侧，两军对望。{w}\n达梅克左右看了看自己的盟友，然后开口。
5050	map295_b48f9732	0	char_damek	It appears they want us to make the first move.\nProbably so they can counter. That makes it easier.\nJust anticipate it, and come up with a counter of your own.	看来他们想让我们先动手。\n多半是为了好反击。反倒更容易了。\n只要预判它，想出自己的反制就行。
5051	map295_e5fd8be9	0		Even after his instruction, nobody makes a move.{w}\nThe ash in the air thickens — remnants of The Monarchy showering over them.{w}\nDamek takes a few steps forward, and holds his sword up in the air.	即便他下了指示，仍无人行动。{w}\n空气中的灰烬更浓了——王朝的残烬如雨般洒落在他们身上。{w}\n达梅克向前走了几步，把剑高举在空中。
5052	map295_ebadd6a6	0	char_damek	We fight to liberate those stuck under The Triumvirate's thumb.\nIn the name of all those who have fallen, and all those who will come.\nA new future will dawn here today — one of happiness and peace for all.	我们战斗，是为了解放那些受三人执政团压迫的人。\n以所有已逝者、以及所有将来者的名义。\n今天，一个崭新的未来将在这里破晓——一个属于所有人、充满幸福与和平的未来。
5053	map295_e918d343	0		The soldiers cheer, holding their swords up in the air as well.{w}\nBut soon after, they fall back down — resting in a fighting position.{w}\nDamek says nothing, simply holding his sword toward the enemy.	士兵们欢呼着，也把剑高举在空中。{w}\n但很快，剑又落下——摆出战斗的架势。{w}\n达梅克没有作声，只是把剑指向敌人。
5054	map295_a400e545	0		And that was enough to spring the army into action.{w}\nCharging toward The Honor Guard, steel soon clashes against steel.{w}\nScreams fill the Town Square as both sides meet and clash in the middle.	这就足以让整支军队行动起来。{w}\n他们冲向荣誉卫队，钢铁很快碰撞在一起。{w}\n双方在中央交锋，城镇广场上充斥着惨叫。
5055	map295_9053403c	0		Damek and Howl remain behind everybody, watching the initial charge.{w}\nThey'd wait for an ample opening, and join their army at the right time.{w}\nHowl places a hand on Damek's shoulder, and gives him a soft nod.	达梅克和豪尔留在所有人身后，注视着最初的冲锋。{w}\n他们要等待充足的战机，在合适的时机加入军队。{w}\n豪尔把手搭在达梅克肩上，轻轻点了点头。
5056	map295_95a953cf	0	char_howl	Damek — it is time.	达梅克——时候到了。
5057	map295_6842a131	0		In response, he gulps, and looks up at Howl.	他咽了口唾沫，抬头望向豪尔。
5058	map295_afccaff2	0	char_damek	Yeah. This is it.	是啊。就是现在。
5059	map295_df776783	0		He catches a bunch of falling ash in his hand.{w}\nAfter looking at it for a moment, he crushes it in a fist.	他伸手接住一把飘落的灰烬。{w}\n看了一会儿后，他把它攥进拳里。
5060	map295_8912715b	0	char_damek	Charge!	冲锋！
5061	map295_f76ecf3e	0		And mere seconds later — they were lost in the crowd.	仅仅几秒后——他们就消失在人群中。
5062	map296_fe880054	0		We arrive at what seems to be the summit of the Mountain Pass.{w}\nThough we took the long way around, I could still hear fighting in Balteus.{w}\nSwords clashing against swords, and the screaming of agony found only in war.	我们抵达了似乎是山道的最高处。{w}\n虽然我们绕了远路，我仍能听见巴尔泰乌斯那边的厮杀。{w}\n剑与剑的碰撞，还有唯有战争中才有的痛苦惨叫。
5063	map296_13e9afae	0		We all spread out as soon as we arrive in the same spot.{w}\nI was a bit ahead of everyone else, so I let them catch up.{w}\nWhen they do, Sovy decides to approach me for a chat.	一到同一处，我们就四下散开。{w}\n我比其他人稍稍靠前，便让他们赶上来。{w}\n等他们跟上，索维决定过来找我聊聊。
5064	map296_66211b28	0	char_sovy	We're almost there. It won't be much longer.\nAs soon as we turn the next corner, you'll see the castle.\nThis is probably the best place for Fortaime to leave our side.	我们就快到了。不会太久了。\n一转过下一个拐角，你就能看到城堡。\n这里大概就是福泰姆离队的最佳地点。
5065	map296_3aa0277b	0	char_sovy	I know his task is dangerous, but I'm sure he'll be fine.\nI've heard nothing but good things about his ability to climb.\nI'm more worried about what will happen to us in the castle.	我知道他的任务很危险，但我相信他会没事的。\n关于他的攀爬本领，我听到的全是好话。\n我更担心的是我们进了城堡后会怎样。
5066	map296_07375e19	0		I shrug. There was really no way to know.{w}\nHopefully, Pro was able to cause his distraction.	我耸耸肩。实在无从得知。{w}\n但愿普洛成功制造了混乱。
5067	map296_7b846521	0	char_sovy	I normally hate relying on others, you know.\nIn a bind, I can only really count on my own skills.\nBut you and your friends have started to change my mind.	你知道，我平时很讨厌依赖别人。\n陷入困境时，我真正能依靠的只有自己的本事。\n但你和你朋友开始改变我的想法。
5068	map296_00edcb42	0	char_sovy	We're pressed for time, so I won't draw this out any longer.\nJust know that I'll have your back in there, as I'm sure you'll have mine.\nIf we make it through this unscathed, I'll know it was a team effort.	我们时间紧迫，所以我就不多说了。\n你只要知道，到里面我会护着你的后背，我相信你也会护着我。\n如果我们能毫发无伤地挺过这一关，我就知道这是大家齐心协力的结果。
5069	map296_438d3876	0		I nod, as Sovy turns away and starts to look around the area.{w}\nIt appears like he's been here before, and finds great comfort in it.{w}\nA few seconds later, my attention is diverted toward an ecstatic Fortaime.	我点头，索维转过身，开始打量这一带。{w}\n看来他以前来过这里，并在这里找到了极大的慰藉。{w}\n几秒后，我的注意力被欣喜若狂的福泰姆吸引过去。
5070	map296_35da0e1b	0		We all spread out as soon as we arrive in the same spot.{w}\nI was a bit ahead of everyone else, so I let them catch up.{w}\nWhen they do, Fortaime seems lost in awe at everything.	一到同一处，我们就四下散开。{w}\n我比其他人稍稍靠前，便让他们赶上来。{w}\n等他们跟上，福泰姆似乎看什么都惊叹不已。
5071	map296_93616d09	0	char_fortaime	Whoa, this is so cool!\nThat statue — I've never seen anything like it.\nUlric, what is it? Do you have any idea?	哇，这太酷了！\n那座雕像——我从没见过那样的东西。\n乌尔里克，那是什么？你知道吗？
5072	map296_b9ad4b3d	0		Ulric turns to face the large, intimidating statue.	乌尔里克转头看向那座巨大而令人生畏的雕像。
5073	map296_b8b363b6	0	char_ulric	Yeah. Alestia wasn't always fully mapped out.\nThis is an artist's depiction of the draconic people.\nAt least, a depiction made in fright, during first contact.	知道。阿拉斯蒂亚并非一直都被完整描绘过。\n这是艺术家对龙族的描画。\n至少，是初次接触时出于恐惧所作的描画。
5074	map296_2cc34504	0	char_fortaime	First contact...?	初次接触……？
5075	map296_846494c6	0	char_ulric	Imagine being the first mainlander to arrive in Alarinthia.\nThe people there reacted with hostility, attacking almost instantly.\nHe was an unlucky man, and he fled almost as quickly as he got there.	想象一下，作为第一个抵达阿拉林西亚的大陆人。\n那里的人反应充满敌意，几乎立刻就发动了攻击。\n他是个倒霉的人，刚一到就几乎立刻逃走了。
5076	map296_816583d5	0	char_fortaime	That sounds awful.	听起来太糟了。
5077	map296_d97c9aef	0	char_ulric	Yeah. When he got back to Mazeo, he told everyone his story.\nBut his account wasn't right. Fear can warp anything you see.\nEven when he was proven wrong, the design still stuck.	是啊。他回到马泽奥后，把自己的经历讲给所有人听。\n但他的叙述并不准确。恐惧会扭曲你所看到的一切。\n即便后来证明他错了，那个形象仍然流传了下来。
5078	map296_c9b05026	0	char_ulric	They're often used to scare away potential visitors.\nSo it makes perfect sense that there'd be one in a place like this.\nIt's guarding a shortcut that leads right to The Triumvirate's home.	它们常被用来吓退潜在的访客。\n所以在这样的地方有一座，也就完全说得通了。\n它守着的是一条直通三人执政团居所的捷径。
5079	map296_91f78917	0	char_fortaime	Well, it's not gonna scare {i}me{/i} away.\nI have the most important task of all.	好吧，它可吓不走{i}我{/i}。\n我肩负着最重要的任务呢。
5080	map296_7890a622	0		Ulric nods, as Fortaime quickly walks over toward me.{w}\nI can tell that he's frightened, but he looks hopeful as well.	乌尔里克点头，福泰姆很快朝我走来。{w}\n我能看出他害怕，但同时也满怀希望。
5081	map296_31977705	0	char_fortaime	I promise you — I'll make it through this!\nYou better be in that atrium waiting for me.\nNo way we're failing {i}now{/i}. This is the end.	我向你保证——我一定能挺过这一关！\n你最好在中庭等着我。\n我们绝不可能{i}现在{/i}失败。这是终局了。
5082	map296_b5881e09	0		I nod, and a moment later, we're locked in a tight embrace.	我点头，片刻后，我们紧紧相拥。
5083	map296_fbdc3942	0	char_fortaime	Never forget that I love you, [firstname].\nEven if all else seems lost — that will never change.\nWhatever happens next, we'll handle it as a team.	永远别忘了，我爱你，[firstname]。\n就算一切都似乎失去了——这一点也永远不会变。\n接下来无论发生什么，我们都作为一支队伍去面对。
5084	map296_2d5d9f5b	0		We kiss, perhaps, for the last time.	我们亲吻，也许，这是最后一次。
5085	map296_31977705_1	0	char_fortaime	I promise you — I'll make it through this!\nYou better be in that atrium waiting for me.\nNo way we're failing {i}now{/i}. This is the end.	我向你保证——我一定能挺过这一关！\n你最好在中庭等着我。\n我们绝不可能{i}现在{/i}失败。这是终局了。
5086	map296_73567d6d	0		We give each other a quick hug. Perhaps our last hug.{w}\nHe looks around, and shakes his head with a loud sigh.	我们匆匆拥抱了一下。也许是我们最后一次拥抱。{w}\n他环顾四周，摇了摇头，长叹一声。
5087	map296_22dc7193	0	char_fortaime	Well, I guess I should get going.\nI need to take a different path than the rest of you.\nI'm not used to being on my own, but I'll manage.	好吧，我想我该走了。\n我得走一条和你们其他人不同的路。\n我不习惯独自一人，但我会应付得来。
5088	map296_7e84315b	0		Before he heads out, he hugs Valessa.{w}\nThey share a few words together, and then he's off on his way.{w}\nHis path would lead to the tower, while ours would lead directly inside.	出发前，他拥抱了瓦莱莎。{w}\n他们一起说了几句话，然后他就上路了。{w}\n他的路通向那座塔楼，而我们的则直通城堡内部。
5089	map296_de77a7c7	0	char_valessa	I guess we should go, too.\nThe sound of all that fighting is really scaring me.\nOne side has to be winning — but which one is it...?	我想我们也该走了。\n那一片厮杀声真让我害怕。\n总有一方在赢——可到底是哪一方……？
5090	map296_15a119d1	0	char_ulric	It's best not to pay it any mind. \nWe have our own task, Valessa.	最好别去理会它。\n我们有我们自己的任务，瓦莱莎。
5091	map296_39c56201	0	char_valessa	Right, of course.\nWant to lead the way?	对，当然。\n要带路吗？
5092	map296_3e20cd51	0		He nods, and then starts walking away from us.{w}\nWe gather together, and follow him close behind.	他点头，然后开始从我们身边走开。{w}\n我们聚到一起，紧跟在他身后。
5093	map296_8638fc5a	0	char_valessa	We're going to win this — I can feel it.	我们会赢的——我能感觉到。
5094	map296_574a46c9	0		She smiles, and offers me her hand.{w}\nI grab it, and hold it as we follow Ulric.	她微笑着，向我伸出手。{w}\n我握住她的手，跟着乌尔里克前行。
5095	map296_8638fc5a_1	0	char_valessa	We're going to win this — I can feel it.	我们会赢的——我能感觉到。
5096	map296_2b614326	0		I pray, with every fiber of my being, that she's right.{w}\nAfter what seems like an eternity, The Triumvirate's castle comes into view.{w}\nI've never been more terrified in my life. The end was finally within reach.	我发自肺腑地祈祷她是对的。{w}\n仿佛过了永恒那么久，三人执政团的城堡出现在视野中。{w}\n我一生中从未如此恐惧。终局终于近在眼前。
5097	map297_f4dba696	0		The castle looks just as corrupt and decaying as everything else.{w}\nAlmost even moreso — like it could be the source of all this death.{w}\nAs we get closer, I look all over the exterior. Then, I see Fortaime.	那座城堡看起来和其他一切一样腐败、破败。{w}\n甚至更甚——仿佛它正是这一切死亡的源头。{w}\n走近时，我打量着城堡的外墙。然后，我看见了福泰姆。
5098	map297_c9149629	0		He's climbing the tower, just as directed. It's a sight to behold.{w}\nIf he could get to that belltower, then the war would surely be ours.{w}\nBut I see him struggling. This castle was clearly his hardest climb.	他正按指示攀爬那座塔。那景象令人叹为观止。{w}\n只要他能到达那座钟楼，这场战争就必定是我们的。{w}\n但我看到他挣扎着。这座城堡显然是他最难爬的一座。
5099	map297_db703bae	0		With no safety nets, any slip up would be fatal.{w}\nI try not to think about it as we arrive at the bridge to the castle.{w}\nMuch to our dismay — the bridge is completely covered in suits of armor.	没有任何安全防护，任何失足都会致命。{w}\n我们抵达通往城堡的桥时，我尽量不去想这件事。{w}\n令我们沮丧的是——桥上密密麻麻全是盔甲。
5100	map297_d06ec53b	0		They turn to face us as soon as we approach.{w}\nA few seconds later, they start to march toward us.{w}\nThey're slow. Our presence took some time to register.	我们一靠近，它们就转过头来面向我们。{w}\n几秒后，它们开始朝我们行进。{w}\n它们很慢。它们花了一点时间才察觉到我们的存在。
5101	map297_c5f1c3b7	0		Normally, I'd be confident. These things are easy to slay.{w}\nBut this was a veritable horde. Hundreds, maybe even a thousand.{w}\nIt must've been another group en route to the burning Grand Library.	平时我会很自信。这些东西很容易斩杀。{w}\n但这可是一支名副其实的大军。数百，甚至上千。{w}\n这一定是另一队正赶往燃烧的大图书馆的。
5102	map297_5a0d1373	0	char_ulric	Stay behind me. We can use this bridge to our benefit.\nThey can't get around us, or sneak up from behind.\nIt's almost like a funnel. This should be easy.	待在我身后。我们可以利用这座桥。\n它们没法绕过我们，也没法从背后偷袭。\n这几乎就像一个漏斗。应该很容易。
5103	map297_9856d3f3	0		Me and Valessa give Ulric a firm nod. Sovy stands by his side.{w}\nA moment later, in perfect unison, they both charge into the crowd.{w}\nThe Honor Guard stood no chance. Not against two former Grand Inquisitors.	我和瓦莱莎坚定地向乌尔里克点头。索维站在他身旁。{w}\n片刻后，两人默契十足地冲进人群。{w}\n荣誉卫队毫无胜算。对手可是两位前大审判官。
5104	map297_868c201c	0		The suits start to crumble and fall as they fight across the bridge.{w}\nUlric's greatsword, and Sovy's fists kill almost ten or more each second.{w}\nHowever, as I look to the back — I notice a bunch of suits have bows.	他们一路杀过桥去，那些盔甲开始碎裂倒下。{w}\n乌尔里克的巨剑和索维的拳头每秒都能杀死将近十个甚至更多。{w}\n然而，当我望向后方——我注意到有一群盔甲拿着弓。
5105	map297_342ff2ee	0		I shout out to Ulric and Sovy, letting them know of the danger.	我朝乌尔里克和索维大喊，提醒他们危险。
5106	map297_ead8c50c	0		Me and Valessa give Ulric a firm nod.{w}\nA moment later, he charges into the crowd.{w}\nThey stood no chance. Ulric was too good at this.	我和瓦莱莎坚定地向乌尔里克点头。{w}\n片刻后，他冲进人群。{w}\n它们毫无胜算。乌尔里克太擅长这个了。
5107	map297_49f0eecb	0		The suits start to crumble and fall apart as he crosses the bridge.{w}\nWide swings of his greatsword take out almost ten at a time.{w}\nBut I notice a large portion of the horde at the back has bows.	他穿过桥时，那些盔甲开始碎裂、崩塌。{w}\n他巨剑一挥横扫，一次就能撂倒将近十个。{w}\n但我注意到后方很大一部分追兵拿着弓。
5108	map297_4e1e2840	0		I shout out to him, letting him know of the danger.	我朝他大喊，提醒他危险。
5109	map297_a40d54dd	0	char_ulric	I know — but don't worry, these things have bad aim.\nJust grab one of those suits and use them as a shield.\nThey'll wear out their numbers by killing their own.	我知道——但别担心，这些东西准头很差。\n抓一个那些盔甲当盾牌就行。\n它们会用自己的命来消耗自己的数量。
5110	map297_b592b7b2	0		I suppose that's a good strategy.{w}\nAfter I unsheathe The Blade of Exodus, I step forward.{w}\nMy goal is to find a good opening, so I can hop in and assist them.	这策略倒是不错。{w}\n我拔出流亡之刃后，向前迈步。{w}\n我的目标是找机会，好插进去支援他们。
5111	map297_4f33ad1c	0		But no such opening comes. They slay with unmatched expertise.{w}\nThe two fight side by side, as if they're one entity. Perfect synergy.{w}\nMe and Valessa notice the archers at the back prepare to shoot.	但并没有这样的机会出现。他们以无与伦比的技艺斩杀着。{w}\n两人并肩作战，仿佛浑然一体。配合天衣无缝。{w}\n我和瓦莱莎注意到后方的弓箭手准备射击。
5112	map297_d90bfdd0	0		I suppose that's a good strategy.{w}\nAfter I unsheathe The Blade of Exodus, I step forward.{w}\nMy goal is to find a good opening, so I can hop in and assist Ulric.	这策略倒是不错。{w}\n我拔出流亡之刃后，向前迈步。{w}\n我的目标是找机会，好插进去支援乌尔里克。
5113	map297_47aa8e83	0		But no such opening comes. He's slaying them with unseen expertise.{w}\nMe and Valessa notice the archers at the back prepare to shoot.	但并没有这样的机会出现。他正以惊人的技艺斩杀着它们。{w}\n我和瓦莱莎注意到后方的弓箭手准备射击。
5114	map297_3cc8c4c8	0	char_valessa	Quick — grab one...!	快——抓一个……！
5115	map297_7ad75674	0		We both rush forward, and each disarm one of the enemies.{w}\nWith no means to fight us back, we hold them in place.{w}\nAny arrows coming our way would hit them first.	我们两人一起冲上前，各自缴了一个敌人的械。{w}\n它们无法反击，被我们制在原地。{w}\n任何射向我们的箭都会先射中它们。
5116	map297_4d156b84	0		A perfect plan — if that's actually what the archers were planning.{w}\nMuch to our shock, as the chaos on the bridge unfolds, they turn around.{w}\nThey're no longer aiming in our direction. They're aiming straight for Fortaime!	完美的计划——如果那真是弓箭手们的打算的话。{w}\n令我们震惊的是，当桥上的混乱展开时，它们转过身去。{w}\n它们不再瞄准我们这个方向。它们径直瞄准了福泰姆！
5117	map297_c9b2d3d8	0	char_valessa	Fortaime! Look out!	福泰姆！小心！
5118	map297_72e8d0db	0		Her calls fall upon deaf ears. He was too far away to hear.{w}\nThere was no way for any of us to prevent what happened next.{w}\nThey let their arrows fly. Some miss, but one pierces Fortaime's side.	她的呼喊落进了聋子的耳朵。他离得太远，听不见。{w}\n我们谁也无法阻止接下来发生的事。{w}\n它们放箭了。有些射偏了，但有一支射穿了福泰姆的侧身。
5119	map297_daba06b5	0		He immediately starts to lose his grip, and it appears that he may fall off.{w}\nThere's nothing we could do. We can't call out to him, or get up there to help.{w}\nI have to do something quickly! They're preparing to shoot at him again...!	他立刻开始抓不稳，看来可能会摔下来。{w}\n我们无能为力。我们既喊不到他，也上不去帮他。{w}\n我得赶快做点什么！它们正准备再次朝他射箭……！
5120	map297_748f221e	0	char_valessa	Quick — run along the side of the bridge!\nIt should be wide enough to use as a path.\nGet back there, and take out those archers!	快——沿着桥的侧面跑过去！\n那里应该够宽，能当路走。\n绕到后面去，干掉那些弓箭手！
5121	map297_a721f75d	0		I don't take her suggestion to heart. I have my own idea.{w}\nRunning forward, and pushing Ulric and Sovy out of the way, I ready my sword.{w}\nThey'd pay for hurting my friend. Every single one of them would pay...!	我没把她的建议放在心上。我有自己的主意。{w}\n我冲上前去，把乌尔里克和索维推开，举起我的剑。{w}\n它们伤害我的朋友，必须付出代价。它们每一个都得付出代价……！
5122	map297_df9052f8	0		I don't take her suggestion to heart. I have my own idea.{w}\nRunning forward, and pushing Ulric out of the way, I ready my sword.{w}\nThey'd pay for hurting my friend. Every single one of them would pay...!	我没把她的建议放在心上。我有自己的主意。{w}\n我冲上前去，把乌尔里克推开，举起我的剑。{w}\n它们伤害我的朋友，必须付出代价。它们每一个都得付出代价……！
5123	map297_e57f0456	0		I thrust the blade through one of the suits, then look over at Fortaime.{w}\nHe looks so weak, and delirious. Moments later, he falls from the tower.{w}\nThat sight alone is enough to fill me with more rage than I've ever felt before.	我把剑刺穿其中一具盔甲，然后望向福泰姆。{w}\n他看起来那么虚弱、神志不清。片刻后，他从塔上坠落。{w}\n仅这一幕，就足以让我心中充满前所未有的怒火。
5124	map297_313e664a	0		Activating the blade, that familiar flash of white light blinds all of us.{w}\nI can hear my allies struggling, as if they're still fighting while blinded.{w}\nBut a few seconds later, I hear nothing but the shattering of every suit of armor.	激活剑的力量，那道熟悉的白光刺得我们都睁不开眼。{w}\n我能听见同伴们在挣扎，仿佛他们仍在目不能视的情况下战斗。{w}\n但几秒后，我听到的只有每一具盔甲碎裂的声音。
5125	map297_728b8740	0		As the light subsides, we're greeted to the sight of victory.{w}\nEvery member of The Honor Guard on the bridge was dead.{w}\nI absorbed them into the blade — making it even stronger.	光芒消退，迎接我们的是胜利的景象。{w}\n桥上每一个荣誉卫队成员都死了。{w}\n我把它们吸入了剑中——让它变得更加强大。
5126	map297_d10214bf	0	char_ulric	Huh...?	咦……？
5127	map297_166b14c3	0	char_valessa	[firstname]...? Did you do that?	[firstname]……？是你干的吗？
5128	map297_a1245a35	0		I nod. I tell them I used the emotion inside of me as a catalyst.{w}\nThe emotion from seeing Fortaime fall, perhaps to his death.{w}\nAs we glance over to the tower though — I see that I was wrong.	我点头。我告诉他们，我把自己内心的情绪当作催化剂。{w}\n那是看到福泰姆坠落、也许就此丧命时产生的情绪。{w}\n然而当我们望向塔楼时——我发现我错了。
5129	map297_e285aa6d	0		He holds on to the edge of a window, and struggles to climb inside.{w}\nSo he {i}wanted{/i} to drop. To fall to a window, and get inside to safety.{w}\nI can see that his clothes are covered in blood from the arrow wound.	他抓住一扇窗户的边缘，挣扎着爬进去。{w}\n所以他{i}是故意{/i}跳下来的。跳到一扇窗边，然后爬进里面安全的地方。{w}\n我能看到，他衣服上沾满了箭伤流出的血。
5130	map297_dcce55ff	0		Eventually, he makes it inside, and we're all relieved.{w}\nFor a few seconds there, it seemed like all hope was lost.	最终，他成功进去了，我们都松了口气。{w}\n那几秒钟里，仿佛一切希望都破灭了。
5131	map297_23e4f0de	0	char_ulric	Thanks for stepping in like that.\nMy sword arm was starting to get a little tired.\nCome on, let's get going. We don't have much time.	谢谢你那样出手相助。\n我这条使剑的手臂都有点累了。\n来吧，我们走。时间不多了。
5132	map297_7ab8e60a	0		Me, Sovy, and Ulric smile at one another.{w}\nValessa however, has a look of shock on her face.	我、索维和乌尔里克相视而笑。{w}\n然而瓦莱莎脸上却是一副震惊的神情。
5133	map297_384f5910	0		Ulric and I smile at one another.{w}\nValessa however, has a look of shock on her face.	我和乌尔里克相视而笑。{w}\n然而瓦莱莎脸上却是一副震惊的神情。
5134	map297_b63a755d	0	char_valessa	Oh no...	哦不……
5135	map297_5e6a5454	0		We turn to face the same direction as her.{w}\nShe's looking back, toward the Town Square, and the bulk of the battle.{w}\nAnother horde is marching in our direction, likely attracted by the light.	我们朝她望的方向转过头去。{w}\n她正回望着城镇广场，以及战斗最激烈的地方。{w}\n又一大群追兵正朝我们行进，多半是被那道光吸引来的。
5136	map297_becc1574	0	char_ulric	Just our luck.	真是我们的运气。
5137	map297_0ab23234	0		We all ready our weapons.	我们都准备好了武器。
5138	map297_da0fe877	0		Ulric readies his sword.	乌尔里克准备好了他的剑。
5139	map298_ca573237	0		We watch them walk toward us in unison.{w}\nAn unease fills the air. I doubt I could deactivate {i}all{/i} of them.{w}\nI only did that thanks to the surge of emotion from seeing Fortaime shot.	我们看着它们步伐一致地朝我们走来。{w}\n空气中弥漫着不安。我怀疑自己无法让{i}所有{/i}它们都停下。{w}\n我之所以能做到，只是靠看到福泰姆中箭时那股情绪爆发而已。
5140	map298_e5d44d71	0		It wouldn't be right for me to rely on something like that yet again.{w}\nPart of me wonders if we should flee inside and fight them off in the castle.{w}\nBut we had no idea what awaited us inside, or if Pro was even successful.	我不该再一次依赖那样的东西。{w}\n我有一部分在想，我们是否该躲进去，在城堡里击退它们。{w}\n但我们不知道里面等着我们的是什么，也不知道普洛是否成功了。
5141	map298_8b93d242	0		Valessa steps forward, standing in front of us.{w}\nShe trembles, perhaps terrified of what's to come.	瓦莱莎上前一步，站在我们面前。{w}\n她颤抖着，也许是害怕即将到来的一切。
5142	map298_2ed86f53	0	char_valessa	You need to go.	你们得走。
5143	map298_4f3ce9eb	0	char_sovy	What are you talking about...?	你在说什么……？
5144	map298_8d8a11cc	0	char_valessa	I said you need to go. Get inside the castle!\nHelp Fortaime, kill The Triumvirate — just do it!\nLet me keep them occupied. I'll fight them off.	我说了你们得走。进城堡里去！\n去帮福泰姆，去杀三人执政团——快去做！\n让我拖住它们。我来击退它们。
5145	map298_f711403e	0	char_sovy	Valessa, that's suicide.	瓦莱莎，那是自杀。
