chunk	seq	level	category	issue	fix
images_booknotes	b0013.png	B	错译	他想要的是被抓个正着（原文 He wants me to get caught on purpose，缺主语"我"与"故意"）	改「他想让我故意被抓」
images_booknotes	b0014.png	B	现代词出戏	至少这是活动人士们的说法、"直到他们的运动逐渐获得支持并被广泛实践"——活动人士/运动为现代词，"被广泛实践"与"运动"错配	改「至少那些倡导者是这么说的」「没过多久，他们的呼声渐获响应，这种做法便被废止」
images_booknotes	b0015.png	B	错译	他似乎对这个国家有着某种难以言喻的掌控力（原文 stranglehold＝铁腕扼制，非"难以言喻"）；"这不过是时间问题，直到他在竞技场中被推翻"（only a matter of time until… 习语直译成病句）	分别改「他几乎将这个国家牢牢扼在掌中」「他在竞技场中被推翻只是时间问题」
images_maps	BalteusMap2.png	B	翻译腔	路标"TO THE TRIUMVIRATE"译作"前往三人执政团"缺中心词，不成地名（BalteusMap3 已有"三人执政团城堡"）	改"通往三人执政团城堡"
images_tutorial_menu	tut001.png	B	翻译腔	在可用时，此图标会带你前往世界地图。状语前置生硬	改为"此图标可用时，会带你前往世界地图。"
images_tutorial_menu	zz4.png	B	翻译腔/漏译	他在生命最后时刻，确保……缺"的"，且漏掉原文承接连词 For（与上一张"并非一无所获"的因果断裂）	改为"原来，他在生命的最后时刻，确保了那件至关重要的神器安然无恙。"
strings_0001.tsv	136	B	标点/占位符	半角括号“(每场戏后返回此地图)”残留	改全角“（每场戏后返回此地图）”
strings_0001.tsv	153	B	现代词出戏	“能量”为科幻词，奇幻对白出戏	改“气力”或“灵力”
strings_0002.tsv	512	B	现代词出戏	“办派对”现代口语，与“舞会”语域不合	改“德雷库确实懂得怎么办聚会”
strings_0002.tsv	709	B	翻译腔	“你似乎对这知道得非常多”欧化生硬	改“你未免知道得太多了，乌尔里克”
strings_0003.tsv	1132	B	标点/占位符	半角单引号'shift+C'与1133全角不一（含1134）	统一全角引号或去掉引号
strings_0003.tsv	1137	B	标点/占位符	开发者菜单半角括号(D)/(Shift+R)等（1136-1143）	统一改全角“（Shift+R）”
strings_0003.tsv	818	B	语域	“承担这个角色”属禁用职场口吻	改“我可没要求担下这个身份”
strings_0004.tsv	1234	B	标点/占位符	半角“(A)”与1232全角括号不一（含1235）	改“跳过（A）”“返回（B）”
dialogue_0001	11	C	文笔	“转头去迎接”与满心惊恐的语境不合	我怀着满心惊恐，转过身去面对这第二个陌生人
dialogue_0001	141	C	文笔	“整个整个的村庄”叠词生硬	情报能救下一座座村庄！
dialogue_0001	156	C	文笔	“这是真实的”生硬直译	这一切都是真的
dialogue_0001	183	C	文笔	“稳操你所见的那场胜局”搭配生硬（184 同）	我们能赢下你所见的那场胜利
dialogue_0001	256	C	文笔	“还挺有竞争的”搭配不当	据说，这个位子竞争可激烈了
dialogue_0001	271	C	文笔	“我心底有些希望”语义含糊	我心底仍抱着一线希望
dialogue_0001	295	C	文笔	“对王位的宣称”欧化名词短语	而非血统或对王位的继承之权
dialogue_0001	311	C	文笔	“也轻易要花上几天”欧化拗口	乘船少说也要好几天
dialogue_0001	312	C	文笔	“被热化成一滩水”被动句拗口	否则准会热成一滩水
dialogue_0001	90	C	文笔	“你的重要性只是作为筹码”名词化拗口	你之所以重要，只因为你是筹码
dialogue_0002	449	C	文笔	“被热化成一滩水”生硬	改“准会热得化成一滩水”
dialogue_0002	486	C	文笔	“我爬到桌子底下，满是没用的零碎玩意儿”主语粘连	拆句：“我爬到桌子底下，这儿满是没用的零碎玩意儿”
dialogue_0002	570	C	文笔	“循环播放”现代媒体用语，欠文学味	改“刚才的幻象在脑海里一遍遍重现”
dialogue_0002	587	C	文笔	“我一眼扫过一切”生硬	改“我环顾四周，乱得一塌糊涂”
dialogue_0002	648	C	文笔	“最重要的重心”语义重复	改“训练必须是我最要紧的事”
dialogue_0002	654	C	文笔	“顶替上位”搭配生硬	改“我也希望自己永远不用挺身接任”
dialogue_0002	717	C	文笔	“这感觉才刚刚沉到我心里”别扭	改“如今亲眼所见，我才真正意识到”
dialogue_0002	768	C	文笔	“他这趟小出行”生硬	改“只要他这趟出行有所收获就好”
dialogue_0003	1062	C	文笔	哇，您可真专业丢了与普洛名字的双关	哇，您可真是位高手。（与 1175"所以你是个'高手'……"呼应）
dialogue_0003	1070	C	文笔	看看当时悬着的是什么直译别扭	想想当时押上的是什么。
dialogue_0003	813	C	文笔	我比那要更好，而我此刻才意识到生硬	我本不该那样，此刻才意识到这一点。
dialogue_0003	874	C	文笔	我现在方向感清楚多了搭配不当	我现在心里更有方向了。
dialogue_0003	884	C	文笔	许多过往得以避开主客颠倒	仍会有许多未来未被得见，许多过往无从经历。
dialogue_0004	1319	C	文笔	“我得请你问得具体些”连用两“请”拗口	改“若我请你问得更具体些，还望见谅。”
dialogue_0004	1371	C	文笔	“让它撑得越久越好”用“撑”写苹果，动词不当	改“看来我得省着吃，能吃多久是多久……？”
dialogue_0004	1430	C	文笔	“童兵”非汉语惯用语，生硬	改“少年兵”或“娃娃兵”
dialogue_0004	1455	C	文笔	“奴役这整个无辜世界”缺“人”，语序生硬	改“它赋予了他们奴役一整个世界无辜生灵的力量。”
dialogue_0004	1471	C	文笔	“占着先见之明”搭配不成立	改“我们能占尽先机。”
dialogue_0004	1583	C	文笔	“禁止它交易”搭配生硬，似苹果自己交易	改“可我不明白三人执政团为什么不许买卖这种苹果。”
dialogue_0005	1686	C	文笔	“我很乐意一起共度些美好时光”主语含混、拗口	改“欢迎你来找我，我很乐意陪你消磨些时光”
dialogue_0005	1727	C	文笔	“能很好地看人品”搭配生硬	改“这是个不错的考验，很能看出一个人的品性；而你通过了”
dialogue_0005	1849	C	标点/占位符	“不管那里面藏着什么知识？”句中问号不合中文规范	改“不管那里面有什么知识，我们都有权知道”
dialogue_0005	1912	C	文笔	“庞大的舰船武备”生造搭配	改“其中有一支庞大的船队，让亚历克斯的条件显得微不足道”
dialogue_0006	2003	C	文笔	响亮、金属质感、空洞并列生硬，像名词堆砌	改"当当作响，带着金属的空洞回声"
dialogue_0006	2093	C	文笔	想弥补达梅克动宾搭配不当	改"大概是想向达梅克赔个不是"
dialogue_0006	2108	C	翻译腔	这真让人印象深刻是impressive套语直译	改"我自己的房间？这可真不赖"
dialogue_0006	2117	C	文笔	训练假人看起来使用得很频繁读来拗口	改"训练假人显然没少挨打"
dialogue_0006	2188	C	文笔	我一直都收到关于它的赞美翻译腔重	改"是啊，老有人夸它呢"
dialogue_0006	2333	C	文笔	会为此背后捅刀子的东西中"为此"赘余绕口	改"为了这些东西，她平时没少背后捅刀"
dialogue_0007	2551	C	文笔	动作会变得马虎搭配不当	改"你的动作会变得散乱、难以预测"
dialogue_0007	2564	C	文笔	连掌都不给我鼓一下拆用生硬	改"哦，得了吧，都不给我鼓个掌吗"
dialogue_0007	2609	C	文笔	从我看到的来看叠赘拗口	改"依我所见，还挺深情的"
dialogue_0007	2631	C	文笔	你随时可以随意使用叠赘	改"你尽可随意使用"
dialogue_0007	2650	C	文笔	近乎无限的数量缺宾语，指代悬空	改"三人执政团能创造出近乎无穷无尽的荣誉卫队"
dialogue_0007	2654	C	翻译腔	等待被锻炼被动硬译	改"一块新的肌肉——正待锻炼"
dialogue_0007	2722	C	文笔	正在成为一个朋友量词多余生硬	改"索维正在渐渐成为朋友"
dialogue_0007	2765	C	文笔	让自己挺忙的使役直译别扭	改"看来他一直忙个不停"
dialogue_0007	2797	C	文笔	找到几本书，但都没什么希望主谓搭配不当	改"我找到几本书，但都没找到什么有希望的"
dialogue_0007	2800	C	文笔	心里有一部分欧化直译	改"但我心底其实希望他们是对的"
dialogue_0008	2810	C	翻译腔	争夺你的能力和关注	改"争抢你的本事、占用你的时间"
dialogue_0008	2817	C	文笔	她能在想这些事，是件好事	改"她会想到这些事，是件好事"
dialogue_0008	2862	C	翻译腔	他好像不太想说话时看着我	改"他说话时似乎不愿看着我"
dialogue_0008	2884	C	文笔	某种看起来像法律文件的文书	改"那似乎是一份法律文书模样的东西"
dialogue_0008	2890	C	文笔	所以，就有了现在	改"所以，酒就摆在这儿了"
dialogue_0008	2926	C	文笔	没什么深重的	改"没聊什么太严肃的话题"
dialogue_0008	2960	C	文笔	上面的花纹是花卉图案，明显是女式款	改"那是花卉纹样，明显是女子的样式"
dialogue_0008	2963	C	文笔	尸体一望无际	改"放眼望去尽是尸体"
dialogue_0008	2986	C	翻译腔	离开那座牢笼，让我们的心智付出了代价杂糅	改"走出那座牢笼，我们的神智也损耗不小"
dialogue_0008	3037	C	翻译腔	我完全打算履行我这边的约定	改"我本就打定主意履行我这边的约定"
dialogue_0008	3078	C	文笔	那把剑在反应，在颤抖	改"那把剑起了反应，不住颤抖"
dialogue_0008	3153	C	文笔	我的剑迸发出巨大的反应	改"我的剑起了剧烈的反应"
dialogue_0008	3168	C	文笔	那么，我想就是现在了	改"那么，我想是时候了"
dialogue_0009	3217	C	标点/占位符	原文"Seeress."是句点，误作省略号，与3216无别	改"记住我的仁慈，先知。"
dialogue_0009	3279	C	文笔	索维想让它更致命的企图多层定语拗口	改"索维想加重伤势的企图显然失败了"
dialogue_0009	3321	C	文笔	严肃的解释与"解释"搭配生硬	改"这得有个正经的解释，而且要快"
dialogue_0009	3360	C	文笔	永无答案的疑问——终于有答案前后矛盾	改"悬置已久的历史疑问——终于有答案"
dialogue_0009	3542	C	文笔	把族人判入……处境判入与处境搭配不当	改"把我们的族人推入行尸走肉般的活法，并不合适"
dialogue_0009	3583	C	文笔	把他们判给一个……未来判给搭配不当	改"把他们推入充满痛苦与苦难的未来"
dialogue_0010	3608	C	文笔	那袭击时他们为什么语序生硬	改"那场袭击中，他们为什么几乎把我们杀光了？"
dialogue_0010	3909	C	文笔	这是我一直唯一想知道的叠用别扭	改"这一直是我唯一想知道的事。这就是我干这一行的原因。"
dialogue_0010	3973	C	文笔	拥有衰老的自由搭配生硬	改"他终于能够像常人一样老去，并最终得到安宁。"
dialogue_0010	3997	C	文笔	带你去看它确切发生的地方指代不清	改"我会带你去看事发的确切地点。"
dialogue_0011	4008	C	文笔	已经厌倦了一辈子都带着它语序拗口	改"我已厌倦了这一生都带着它"
dialogue_0011	4026	C	文笔	喂养它力量动宾搭配生硬	改"夺走他们的剑，为它注入力量"
dialogue_0011	4057	C	文笔	的目的是以力量喂养连读拗口	改"如果他们想让这把剑汲取力量"
dialogue_0011	4169	C	文笔	研读他缺宾语，读来别扭	改"在舞会前读些关于他的书"
dialogue_0011	4210	C	文笔	几乎其他所有人都已经到了语序生硬	改"很高兴看到其他几乎所有人都到齐了"
dialogue_0011	4245	C	文笔	付出…协调与谋划动宾搭配不当	改"那需要付出巨大努力，做好调度与筹划"
dialogue_0011	4356	C	文笔	掌声更加爆发搭配生硬	改"人群中爆发出更热烈的掌声"
dialogue_0011	4357	C	文笔	最后一次召唤…团结一心拗口，"召唤"不贴	改"最后一次号召，让我们的事业凝聚一心"
dialogue_0012	4523	C	文笔	我们较着力，力量几乎不相上下生造搭配	我们互相角力，力气几乎不相上下，各自颤抖着想压过对方。
dialogue_0012	4563	C	文笔	不会再有好人沦为他们麾下搭配不当	如果我们赢了，至少不会再有好人受他们驱使。
dialogue_0012	4616	C	文笔	但我追寻的只是一个不可能名词化生硬	但我追逐的本就是不可能之事。
dialogue_0012	4653	C	文笔	我不懂这怎么会句子不完整	巴尔泰乌斯变了？它在死去？我不知道这是怎么一回事。
dialogue_0012	4676	C	文笔	这就是我们手头所有的了缺宾语	但不能再拖了。这就是我们全部的底牌了。
dialogue_0013	4841	C	文笔	前两句均用“是……的方式”，中文显重复	但就像你说的——错误让我们学习、成长，让我们变得{i}更好{/i}
dialogue_0013	4857	C	文笔	“那反应说明他是在对自己的名字有所触动”冗绕	那人耳朵一竖，显然是自己的名字触动了他
dialogue_0013	4886	C	文笔	“我最近就没走过好运”搭配生硬	说到休息，我就从没交过好运
dialogue_0013	4887	C	文笔	“被侵袭心头的焦虑压垮”修饰缠绕	在房间里踱着步，我几乎被心头翻涌的焦虑压垮
dialogue_0013	4929	C	文笔	“显得更加‘最终’”搭配别扭	每个人都在忙，这让一切更有了“终结”的意味
dialogue_0013	4944	C	文笔	“那种承认彼此也许再也见不到面的笑”定语缠绕	那是一种心照不宣的笑——彼此都明白或许再难相见
dialogue_0013	4945	C	文笔	“我有的保护远超所需”生硬（4947/4949/4951 同）	我得到的庇护远超所需
dialogue_0013	4958	C	文笔	“一声巨响的破裂声”修饰重复	我听见一声剧烈的碎裂声
dialogue_0013	5083	C	文笔	“就算一切都似乎失去了”语序生硬	就算一切看似都已失去——这一点也永远不会变
dialogue_0013	5084	C	文笔	“我们亲吻，也许，这是最后一次”停顿破碎	我们亲吻彼此，也许这是最后一次
dialogue_0013	5184	C	文笔	“普洛和格瑞兹的路把他们引到”人称缠绕	普洛和格瑞兹一路前行，来到一条宽阔的走廊
dialogue_0014	5208	C	文笔	战斗的脸上绽开大大的笑容（搭配不当）	格瑞兹嗤笑一声，厮杀间脸上绽开大大的笑容。
dialogue_0014	5261/5289/5319	C	文笔	王室的残骸/族人的残骸如雨洒落（原文是燃烧余烬）	将王权的余烬如雨般洒落；5319 作"他与族人的余烬融为一体"。
dialogue_0014	5363	C	翻译腔	确保我受到保护（被动生硬）	索维和乌尔里克率先迎战，合力护住我。
dialogue_0014	5543	C	文笔	反而将他推向更极端的地步	箭伤的疼痛反而逼他愈发不顾一切。
dialogue_0014	5556	C	文笔	这一击致命的一剑理应由它来给（拗口）	仿佛它们承认，这最后一理由它来完成。
dialogue_0015	5623	C	文笔	我的小臂软弱无力地瘫死在地上（5680 同）	我的小臂瘫软在地上，早已没了生气。
dialogue_0015	5790	C	文笔	我的体内是王室。数十亿渴望相助的灵。	我体内承载着王室——数十亿渴望相助的灵。
dialogue_0015	5883	C	文笔	……很快淡入历史与传说之中（传说重复）	很快便没入历史与传说。
dialogue_0015	5925	C	文笔	直到因年迈而离世，安然辞世（重复）	直至年迈而终，安然辞世。
dialogue_0015	5937	C	文笔	他像对着在场的她说话一样，把发生的一切都讲给她听（绕）	他仿佛母亲就在身旁，把发生的一切都讲给她听。
dialogue_0015	5968	C	文笔	同句他/索维主语切换	他信守承诺，返回马泽奥之后便再未现身。
dialogue_0015	5984	C	文笔	得到了履行……得到了宽恕（得到重复）	他的条约得到履行，海盗们过去的罪过也获宽恕。
dialogue_0016	6057	C	文笔	仿佛过了漫长的一瞬自相矛盾	改"仿佛过了许久"
dialogue_0016	6106	C	文笔	响亮而焦虑的叹息形容词堆叠、搭配生硬	改"满心焦虑地长叹了一声"
dialogue_0016	6149	C	文笔	漫不经心与 carefree（无忧无虑）不符且偏贬	改"总是那么无忧无虑"
dialogue_0016	6191	C	文笔	我打碎了你的鼻子搭配生硬	改"我打断了你的鼻梁"（与 6197 呼应）
dialogue_0016	6206	C	翻译腔	会带来可能影响他余生的后果多层定语拗口	改"他的所作所为，可能会影响他的余生"
dialogue_0016	6268	C	文笔	我告诉他他可以两"他"连读拗口	改"我告诉他：他能做到，只需鼓起勇气"
dialogue_0016	6327	C	文笔	留下一个灵魂留在这具躯体里两"留"重复	改"留一个灵魂在这具躯体里"
dialogue_0016	6333	C	文笔	自由地做出自己的选择缺引导词，读似祈使	改"还能自由地选择自己的路"
dialogue_0016	6352	C	文笔	是王权赋予了自由意志缺宾语"我们"	改"是王权赋予了我们自由意志"
dialogue_0016	6369	C	文笔	我道歉，[firstname]不合中文口吻	改"抱歉，[firstname]"
dialogue_0016	6370	C	文笔	在世界交到我手中时语序生硬、前后两个"我"相撞	改"他只是希望等世界握在我手中时，我能好好照料它"
dialogue_0016	6371	C	文笔	我们已经走到尽头了易误读为关系破裂	改"我们已经走到终点了"
dialogue_0016	6375	C	翻译腔	统治这个世界真的存在正确的方式吗存现句欧化	改"统治这个世界，真有正确的道路吗"
dialogue_0017	6441	C	文笔	他很好预测，而这正是你能利用的优势	他这人不难预料，而这正是你能利用之处，[firstname]。
dialogue_0017	6592	C	文笔	我老到足以用正当的方式赢得这些刺青	我活了这把年纪，已足以凭正当的方式赢得这些刺青。
dialogue_0017	6593	C	文笔	他在声称自己有几千岁（进行时直译）	他居然说自己有几千岁……？
dialogue_0017	6638	C	文笔	但最终，最后的决定权还是在我手上（重复）	但最终，决定权还是在我手上。
dialogue_0017	6650	C	文笔	你就是个永远的目标（搭配生硬）	在这里当统治者，你随时都会成为别人的目标。
dialogue_0017	6725	C	文笔	我不能再把这事看得这么私人了	我不能再这么感情用事了。
dialogue_0017	6767	C	术语/专名	天晓得与 6573"神灵作证"对 Spirits 译法不一致	神灵在上，经历了这一切，我需要喝几杯。
dialogue_0018	6841	C	文笔	动作会变得马虎搭配不当，sloppy 应为散乱	改"你的动作会变得散乱、难以预测"
dialogue_0018	6854	C	文笔	连掌都不给我鼓一下生硬别扭	改"哦，得了吧，连一点掌声都不给我？"
dialogue_0018	6969	C	文笔	精心算计过的中"算计"带贬义，宜取中性词	改"那是精心排布过的，这样跳舞时谁也不会撞到谁"
dialogue_0019	7231	C	文笔	确保……进攻狠狠打下去搭配不通	改"将确保我们对巴尔泰乌斯的进攻{i}势大力沉{/i}"
dialogue_0019	7306	C	文笔	听说过……的传闻语义重复	改"我听说过你随身那把剑的事"
dialogue_0019	7321	C	文笔	听说过……的传闻语义重复	改"我{i}确实{/i}听过关于你那把剑的传闻"
dialogue_0019	7361	C	文笔	将近十几个人数量表述叠床架屋	改"十来个人朝他冲来"
dialogue_0019	7363	C	文笔	将近十几个人数量表述叠床架屋	改"十来个人朝他冲来"
dialogue_0019	7444	C	文笔	空气中弥漫的逃避搭配不当	改"我能感觉到众人刻意回避的意味"
dialogue_0019	7450	C	文笔	这份失去生硬别扭	改"他的离去会给我更多力量——更多决心"
dialogue_0019	7452	C	文笔	这份失去生硬别扭	改"他的离去会给我更多力量——更多决心"
dialogue_0019	7462	C	文笔	交换了一个尴尬的眼神直译生硬	改"两人尴尬地对视了一眼"
dialogue_0019	7472	C	文笔	充满尴尬的沉默欧化、"的"字堆叠	改"一阵尴尬的沉默笼罩了房间，但他已会意"
dialogue_0019	7513	C	文笔	花了将近一天中的大半天语句不通	改"那少说也花了大半天，对我来说却仿佛只是片刻"
dialogue_0019	7514	C	文笔	你还掌权着搭配别扭	改"你仍大权在握，想必很得意吧？"
dialogue_0019	7591	C	文笔	他们……他们代词粘连	改"在两人自己看来，大功已经告成"
dialogue_0020	7661	C	文笔	「制造伤口」搭配不当	改「他们却造成了当初承诺要治愈的伤口」
dialogue_0020	7778	C	文笔	「很重要的一次转折」与上句「转折点」重复	改「意义重大」
dialogue_0020	7871	C	文笔	「每一步沉重的脚步」叠字冗余	改「随着他沉重的步伐一下下摇摆」
dialogue_0020	7931	C	文笔	「独自寂寞」语义重叠	改「总比孤零零一个人熬过航行强」
dialogue_0020	7962	C	文笔	「正前往争取阿拉林西亚的结盟」连动别扭（7966 同）	改「我们这就踏上争取阿拉林西亚结盟的航程」
dialogue_0021	8087	C	文笔	他之前对被惩罚的种种恐惧，很快就烟消云散了	他先前对受罚的担忧很快烟消云散。
dialogue_0021	8103	C	文笔	微微转动，展示着他的纹身缺主语	他微微转动手臂，展示着自己的纹身。
dialogue_0021	8107	C	文笔	你可能得找个模仿的纹身师生硬	你可能得去找人纹个一模一样的，就像萨卢斯那样。（注意此处"萨卢斯"须统一为"萨鲁斯"）
dialogue_0021	8111	C	文笔	我们都能从一些'点缀'中受益	人人都需要一点'点缀'才好。
dialogue_0021	8151	C	文笔	我本来一片悲观搭配生硬	我原本满心灰暗。
dialogue_0021	8221	C	文笔	这绝对是个巧合的好运生硬	是啊，确实是走了运。
dialogue_0021	8231	C	文笔	世代野蛮成长循环的产物拗口	德雷库是一代代残酷竞逐所养出来的结果。
dialogue_0021	8249	C	文笔	伤疤会困扰你们所有的部队	伤疤会纠缠你们{i}每一{/i}支队伍。
dialogue_0021	8285	C	文笔	他的船员看起来阵容庞大偏现代	他的船员看上去人数众多。
dialogue_0022	8524	C	文笔	我的瓦利诺斯领导工作堆叠拗口	改"至少，这会让我统领瓦利诺斯轻松许多"
dialogue_0022	8536	C	文笔	配得上你对我有多特别语法不通	改"正好配得上你在我心里的分量"
dialogue_0022	8538	C	文笔	化作不过是温柔的涟漪欧化生硬	改"滑入大海，只余一片温柔的涟漪"
dialogue_0022	8689	C	文笔	今天在这里，没有损失直译生硬	改"今天可一点都不亏"
dialogue_0022	8695	C	文笔	我本来开始担心一切了用词自相矛盾	改"我原本都开始担心起来了"
dialogue_0022	8734	C	文笔	我们现在本可以在庆祝语病	改"我们此刻本该在庆祝你的就任典礼了"
dialogue_0023	8855	C	文笔	“我一定是忙着处理我们的囚犯忘了”语序不通	改：我一定是光顾着我们的囚犯，给忘了。
dialogue_0023	8869	C	标点/占位符	源文“...”未转成中文省略号	改：……
dialogue_0023	9013	C	文笔	“持有那把剑过了漫长的岁月”拗口	改：三人执政团拥有那把剑已不知多久，你没那么多时间。
dialogue_0023	9043	C	文笔	“你会很融入的”搭配不当	改：你很快就会合群的。
dialogue_0023	9048	C	文笔	“但我们需要不是数量，而是策略”缺“的”	改：但我们所需的不是人数，而是策略。
dialogue_0023	9053	C	文笔	“你都已经被告知了”被动生硬	改：他瞒着你的那些秘密？嗯，你已经知道了。
dialogue_0023	9074	C	文笔	“我们可能扳倒了……却”可能与“了”时态杂糅	改：我们也许刚扳倒三人执政团，转头就要面对一支海盗大军。
dialogue_0024	9225	C	标点/占位符	“无论我怎么做？”中文不成问句	不过，无论我做什么，这都会是我在瓦利诺斯的最后一夜……
dialogue_0024	9243	C	文笔	“异常的剑”生硬，宜意译	全靠那把古怪的剑我们才有一线希望。
dialogue_0024	9295	C	文笔	“永久房间”不似自然中文	我想过给他留一间常住的房间。
dialogue_0024	9385	C	文笔	“巨大的巨剑”语素重复	一柄巨剑靠在桌边。
dialogue_0024	9446	C	文笔	“让出口它们变成了非法”拗口	但贸易禁令一出，它们就再也运不出去了。
dialogue_0024	9490	C	文笔	“我们不能那样”生硬，不合口语	那可不行。
dialogue_0024	9503	C	文笔	“翻开我们新的一页”缺中心语	这不过是为我们的史册翻开新的一页。
dialogue_0024	9504	C	文笔	“时间向前，事物在变”生硬	时光流转，万物皆变。
dialogue_0024	9513	C	文笔	“挺过过”别扭，宜与9542/9547“释怀”统一	我会释怀的。我连更糟的事都释怀过。
dialogue_0024	9556	C	文笔	“你会被照顾得妥妥当当”被动+叠词生硬	交给他，你尽管放心。
dialogue_0025	9644	C	文笔	阿莱斯蒂亚真正统治者的统治同词重复拗口	改为「确保阿莱斯蒂亚真正的统治者掌权」（与9946一致）
dialogue_0025	9742	C	文笔	烈日猛烈地穿透烈日与猛烈语义重复	改为「烈日穿透瓦利诺斯的树冠，来势凶猛」
dialogue_0025	9744	C	文笔	你很撑得起缺宾语，搭配不完整	改为「裙子真好看，你穿真合适」
dialogue_0025	9746	C	文笔	事情肯定不轻搭配不当	改为「事情肯定很严重」
dialogue_0025	9770	C	文笔	我要补偿我做过的缺中心语"事"	改为「我要弥补我做过的事」
dialogue_0025	9828	C	文笔	待遇非常优厚，而且拖欠已久了用词不当	改为「待遇非常优厚，而且早该给了」
dialogue_0025	9861	C	文笔	我看到的这是爱情的火花吗语序拗口	改为「我看到的是爱情的火花吗？」
dialogue_0026	10163	C	文笔	“他们就虚弱而脆弱”，同义堆叠拗口	改为“没有它，他们便不堪一击”
dialogue_0026	10253	C	文笔	“一个很舒适的中庸之地”，用词不当	改为“一个恰到好处的中间地带”
dialogue_0026	10306	C	文笔	“对他们持续的成功至关重要”，直译生硬	改为“对他们日后继续成事至关重要”
dialogue_0026	10357	C	文笔	“这就是……没找到……的原因”，欧化名词化	改为“也许正因如此，他们才一直没找到我们要找的东西”
images_booknotes	b0002.png	C	标点/占位符	页码作半角连字符"-1-/-2-"，与其余各图"~1~/~2~"及原文样式不一致	改为「~1~/~2~」
images_booknotes	b0011.png	C	文笔	她期望为这片梳浣的荒凉的土地带来和平与秩序——"梳浣"为生造/错字（原文 otherwise savage lands）；署名"——篇来自马泽奥新闻的最新文章"漏「一」字	疑为"蛮荒"类错字，请核对原图后改正；署名改「——一篇来自马泽奥的最新报道」
images_maps	AlarinMapColi.png	C	文笔	OUTSIDE译"外部"机械直译，图注生硬	改"城外"
images_maps	AlarinMapDesert.png	C	文笔	单数 SHIP 且图中仅一艘帆船，"船只"偏集合名词	改"帆船"（或"小船"）
images_maps	BalteusMap1.png	C	文笔	同为单数 SHIP 译"船只"	改"帆船"
images_tutorial_menu	tut003.png	C	翻译腔	在适用地图的左上角中"适用地图"直译拗口	改为"在相应地图的左上角，点击角色图标即可查看支线剧情。"
images_tutorial_menu	tut005.png	C	残留英文	右侧地图截图上仍有英文地名 "ICROWN"（原版美术同款，非本次翻译引入）	如改图成本低则遮盖/换中文地名，否则可接受
images_tutorial_menu	tut006.png	C	文笔/一致	正文"完成角色的心与心交谈"与标题"心与心的交谈"差一个"的"	统一写法为"心与心的交谈"
images_tutorial_menu	zz10.png	C	文笔	自信那里能护它周全中"自信"作状语搭配生硬	改为"他把剑藏在瓦利诺斯，确信那里能护它周全。"
images_tutorial_menu	zz2.png	C	漏译	漏掉 "recent"（新近），"失去领袖后"时态感减弱	改为"新近失去领袖后，他们正举步维艰。"
strings_0001.tsv	132	C	文笔	“我是唯一的一个”翻译腔	改“只有我一个”
strings_0002.tsv	744	C	文笔	“劲爆秘密”带网络口语味	改“带劲的秘密或趣闻”
strings_0002.tsv	749	C	文笔	“想去退休的地方”搭配生硬且现代	改“打算归隐养老的地方”
strings_0003.tsv	1041	C	文笔	“下一页存档”语序别扭（含1042）	改“下一个存档页。”“上一个存档页。”
strings_0003.tsv	839	C	文笔	“没法不在意”双重否定生硬	改“你迷人得让我始终回不过神”
strings_0003.tsv	852	C	文笔	“一个梦想，让其他人…”结构松散	改“一个让谁都不再失去家园的梦想”
