# batch	chunk	seq	speaker	category	source	OLD_target	NEW_target	reason	ctx_before	ctx_after
batch_4.tsv	dialogue_0020.tsv	7809	旁白	术语	Fast Travel has now been unlocked, allowing easy navigation through Alestia.{w}\nA new blue icon has appeared in the top left of areas. Click it to move to the World Map.{w}\nThe World Map allows for easy navigation between every other map in the game.	快速旅行现已解锁，可轻松穿梭阿拉斯蒂亚。{w}\n各区域左上角出现了新的蓝色图标。点击它即可前往世界地图。{w}\n世界地图可让你在游戏中的其他所有地图间轻松移动。	快速旅行现已解锁，可轻松穿梭阿莱斯蒂亚。{w}\n各区域左上角出现了新的蓝色图标。点击它即可前往世界地图。{w}\n世界地图可让你在游戏中的其他所有地图间轻松移动。	Alestia 的统一译名为“阿莱斯蒂亚”，不是“阿拉斯蒂亚”。	[旁白] Loyalty scenes are now available for the six main party members.{w}\nH | 六名主要队员的忠诚剧情现已开放。{w}\n豪尔还有一场隐藏在前述某个区域里的第四次心灵对话。{w}\n点击作战桌上的角色图标即可进入忠诚剧情	[旁白] The World Map is also how you will launch your final attack on Balteus | 世界地图也是你发动对巴尔泰乌斯最终进攻的方式。{w}\n点击巴尔泰乌斯的地图图标，你将可以选择进入第五幕。{w}\n不过，最好等你对已完成的
batch_4.tsv	dialogue_0020.tsv	7811	旁白	术语	Sovy has now permanently joined your party.{w}\nA series of Heart-to-Hearts has been hidden all over Alestia.{w}\nA loyalty scene has been added, accessed like normal from the War Table.	索维现已永久加入你的队伍。{w}\n一系列心灵交汇已隐藏在阿拉斯蒂亚各处。{w}\n新增了一场忠诚剧情，照常从作战桌进入。	索维现已永久加入你的队伍。{w}\n一系列心灵对话已隐藏在阿莱斯蒂亚各处。{w}\n新增了一场忠诚剧情，照常从作战桌进入。	同时统一 Heart-to-Heart 与 Alestia 的译名。	[旁白] The World Map is also how you will launch your final attack on Balteus | 世界地图也是你发动对巴尔泰乌斯最终进攻的方式。{w}\n点击巴尔泰乌斯的地图图标，你将可以选择进入第五幕。{w}\n不过，最好等你对已完成的	[char_valessa] Hey. | 嘿。
batch_4.tsv	dialogue_0020.tsv	7887	char_jit_map151_1_0_153	语气	And mine, too! Trust me [firstname], we got this.\nAfter this is done, Alestia will belong to {i}us{/i}.\nAnd if I'm honest — it's about damn time.	还有我！相信我，[firstname]，这事我们稳了。\n等这一切结束，阿莱斯蒂亚就属于{i}我们{/i}了。\n而且说实话——早该如此了。	还有我！相信我，[firstname]，这事我们赢定了。\n等这一切结束，阿莱斯蒂亚就属于{i}我们{/i}了。\n而且说实话——早该如此了。	对话中的“稳了”过于网络化。	[char_jit_map151_1_0_140] I've heard a lot about you, Monarch.\nUntil you arrived, you're all Da | 我久仰你的大名，君主。\n你来之前，达梅克满嘴都是你。\n我向你效忠。我的剑听你调遣。	[char_jit_map151_1_0_166] Yeah, The Triumvirate has ruled over us for far too long.\nA change is | 是啊，三人执政团统治我们太久了。\n变革早就该来了——这样才能让一切保持新鲜有趣。\n[firstname]，如果你需要任何帮助，尽管来找我
batch_4.tsv	dialogue_0020.tsv	7920	char_jit_map152_1_0_36	其他	Come on, you can all do better than that!{w}\nIf you want my favor in our new nation, then get to work!{w}\nA competent crew would already have us halfway to Alarinthia!	来吧，你们都能做得更好！{w}\n想在我们的新国度里得到我的青睐，就给我干活！{w}\n一支能干的船员早该把我们送到阿拉林西亚半路了！	来吧，你们都能做得更好！{w}\n想在我们的新国度里得到我的青睐，就给我干活！{w}\n一帮能干的船员早该把我们送到阿拉林西亚半路了！	“一支能干的船员”量词搭配错误。	[旁白] His crew nod and exchange witty banter as they prepare.{w}\nIt seems l | 他的船员们一边点头，一边打趣地互相调侃着做准备。{w}\n看来做海盗的生活其实可能相当{i}有趣{/i}。{w}\n我很庆幸我们选择了支持他	[旁白] Her crew nod and get to work, exactly as instructed.{w}\nIt seems her  | 她的船员们点点头，照吩咐干起活来。{w}\n看来尽管她态度严厉，她的权威依然受到尊重。{w}\n他们想讨好自己的新统治者，这可以理解。
batch_4.tsv	dialogue_0020.tsv	7967	旁白	术语	Clicking the arrow in the top right will continue the story, and the voyage to Alarinthia.{w}\nIt is highly recommended that you complete the series of onboard Heart-to-Hearts.	点击右上角的箭头将继续剧情，前往阿拉林西亚的航行。{w}\n强烈建议你完成船上的一系列心灵交汇。	点击右上角的箭头将继续剧情，前往阿拉林西亚的航行。{w}\n强烈建议你完成船上的一系列心灵对话。	Heart-to-Heart 统一译为“心灵对话”。	[旁白] Her crew repeats this, as if it were a mantra, before we set sail.{w}\ | 她的船员们像念咒语一样重复着这句话，随后我们起航了。{w}\n我想就是这样了。我们正前往争取阿拉林西亚的结盟。	[旁白] When I exit the ship, I notice everybody standing around outside.{w}\n | 我走出船时，注意到所有人都站在外面。{w}\n乌尔里克身姿挺拔，但我的其他同伴都一脸疲惫。{w}\n他们扇着风，显然酷热正是这疲惫的根源。
batch_4.tsv	dialogue_0020.tsv	7975	旁白	语气	Damek and Howl stand together, so I slowly walk toward them.{w}\nHopefully some of the tension had settled after the long voyage.{w}\nIt would be detrimental to have two senior staff constantly at arms.	达梅克和豪尔站在一起，我慢慢朝他们走去。{w}\n希望漫长的航行过后，有些紧张气氛已经平息。{w}\n两位高级幕僚一直剑拔弩张，对我们绝无好处。	达梅克和豪尔站在一起，我慢慢朝他们走去。{w}\n希望漫长的航行过后，有些紧张气氛已经平息。{w}\n两位重臣一直剑拔弩张，对我们绝无好处。	“高级幕僚”过于现代职场化。	[旁白] They part ways, and go about their business.{w}\nUlric goes toward Pro | 他们分头走开，各忙各的。{w}\n乌尔里克朝普洛走去，两人开始私下交谈。{w}\n瓦莱莎和福泰姆凑到了一起，所以我得找自己的伴。	[char_damek] Hello, [firstname]. | 你好，[firstname]。
batch_5.tsv	dialogue_0021.tsv	8065	char_halin	术语	Of course, Master.	当然，主人。	当然，师父。	Halin 对 Sovy 的称呼应与其他行的“师父”统一。	[char_sovy] Halin, can I talk to you for a moment? | 哈林，我能跟你谈一会儿吗？	[旁白] They stop in their tracks, Shane included.{w}\nHe knew enough not to i | 他们停下脚步，肖恩也是。{w}\n他很懂事，没有打扰他们的密谈。{w}\n他站到一旁，尽管他现在已经是“他们中的一员”了。
batch_5.tsv	dialogue_0021.tsv	8074	char_halin	术语	Work on your personal issues, Master.\nI don't care what they are. Just get them sorted out.\nRemember, I'm likely to get chastised just as much as you.	处理好你的私人问题，主人。\n我不在乎是什么问题。把它们解决掉就行。\n记住，我很可能和你一样会被斥责。	处理好你的私人问题，师父。\n我不在乎是什么问题。把它们解决掉就行。\n记住，我很可能和你一样会被斥责。	Halin 对 Sovy 的称呼应与角色关系及全篇译法一致。	[char_sovy] Of course. | 当然。	[char_halin] But we'll save the bad news for last.\nWe dealt a major blow to The Re | 但我们会把坏消息留到最后说。\n我们给了反抗军重重一击，索维。\n失去了领袖，他们会陷入混乱。
batch_5.tsv	dialogue_0021.tsv	8082	char_sovy	术语	Oh, sorry — force of habit.\nWe were just talking about what we should tell our Masters.\nWhile we did damage The Rebellion, we failed in our objective.	哦，抱歉——习惯了。\n我们只是在商量该跟我们的主子们说些什么。\n虽然我们确实打击了反抗军，但我们没能达成目标。	哦，抱歉——习惯了。\n我们只是在商量该跟几位主上说什么。\n虽然我们确实打击了反抗军，但我们没能达成目标。	Sovy 所称 Masters 指三人执政团，应与“主上”口径统一。	[char_shane] So what was that all about...?\nYou said I was one of you now, right?\ | 那刚才是怎么回事……？\n你说过我现在是你们中的一员，对吧？\n你什么时候才会那样对待我？	[char_shane] You mean that blade? | 你是指那把剑？
batch_5.tsv	dialogue_0021.tsv	8162	char_howl	术语	We cannot become the enemy we seek to dethrone.\nYour way of thinking requires some reevaluation, Damek.\nYou may say \"means to an end\", but so does The Triumvirate.	我们不能变成我们想要推翻的敌人。\n你的想法需要重新审视，达梅克。\n你或许会说“为达目的不择手段”，但三人执政团也是这么想的。	我们不能变成我们想要推翻的敌人。\n你的想法需要重新审视，达梅克。\n你或许会说这是“达成目的的手段”，但三人执政团也一样。	“means to an end”已有固定译法，不应改成“为达目的不择手段”。	[char_howl] There is nothing wrong with the way Alarinthia is run.\nYou cannot cha | 阿拉林西亚的统治方式没有任何问题。\n你不能仅仅因为自己不喜欢就去改变它。\n那样做只会让你和三人执政团没什么两样。	[char_damek] Wow, you paint me as such a villain. | 哇，你把我描绘得像个大反派。
batch_5.tsv	dialogue_0021.tsv	8367	旁白	术语	He makes his way to the spirit idol at the back of the church.{w}\nClapping his hands together, he frees himself of the dust.	他走向教堂后方的灵界灵像。{w}\n他双手一拍，抖掉手上的灰尘。	他走向教堂后方的灵像。{w}\n他双手一拍，抖掉手上的灰尘。	spirit idol 全篇统一为“灵像”。	[char_damek] Not much time for Triumvirate worship these days. | 如今没什么时间祭拜三人执政团了。	[char_damek] This is the spirit idol of Mazeo.\nOr so we thought, until recently. | 这是马泽奥的灵像。\n至少我们以前是这么以为的，直到最近。
batch_5.tsv	dialogue_0021.tsv	8368	char_damek	术语	This is the spirit idol of Mazeo.\nOr so we thought, until recently.	这是马泽奥的灵界灵像。\n至少我们以前是这么以为的，直到最近。	这是马泽奥的灵像。\n至少我们以前是这么以为的，直到最近。	spirit idol 全篇统一为“灵像”。	[旁白] He makes his way to the spirit idol at the back of the church.{w}\nCla | 他走向教堂后方的灵像。{w}\n他双手一拍，抖掉手上的灰尘。	[旁白] It remains dust free, unlike the rest of the church.{w}\nHe places a h | 它一尘不染，不像教堂的其他地方。{w}\n他把一只手放在祭坛上，抬头望着灵像。
batch_5.tsv	dialogue_0022.tsv	8444	char_sovy	误译	Don't worry, I'll still let you visit Damek and The Rebels.\nIt's just — I have something {i}different{/i} in mind for you.\nA chance to \"pay him back\", if you'd be so inclined.	别担心，我还是会让你去见达梅克和反抗军的。\n只是——我为你准备了{i}不一样{/i}的东西。\n一个“回报他”的机会，如果你愿意的话。	别担心，我还是会让你去见达梅克和反抗军的。\n只是——我为你准备了{i}不一样{/i}的东西。\n一个“回敬他”的机会，如果你愿意的话。	带引号的 pay him back 指报复，“回报”容易误解为感谢。	[旁白] He didn't respond just yet. He watched a silent rage build up within S | 他没有立刻回应。他看着无声的怒火在肖恩心中积聚。{w}\n那再好不过了。因为在战场上，愤怒是无价的工具。{w}\n索维微微一笑，终于打破沉默	[旁白] Shane's fists trembled in anger.{w}\nIn this moment, he was right wher | 肖恩的拳头因愤怒而颤抖。{w}\n这一刻，他正处在索维想让他待的位置。
batch_5.tsv	dialogue_0022.tsv	8521	char_fortaime	术语	It matches up with what people outside of Valinorth were saying.\nWe were just superstitious, and lived in a unique location.\nThe Monarchy gave us visions, and nothing more.	这和瓦利诺斯之外的人说法一致。\n我们只是迷信，又住在一个特别的地方。\n王室给我们的只是幻象，仅此而已。	这和瓦利诺斯之外的人说法一致。\n我们只是迷信，又住在一个特别的地方。\n君主国给我们的只是幻象，仅此而已。	The Monarchy 是势力专名，全篇统一为“君主国”。	[char_fortaime] Without the heat from the spirits, it'd freeze over and die.\nI mean,  | 没有灵带来的热量，它就会冻住、消亡。\n我是说，我们以前相信这个——但现在想想，根本说不通。\n灵界是个监狱，对吧？没什么神秘，也没什么好处	[char_fortaime] We'll have to ask Howl the moment we get the chance.\nIf it's like I t | 一有机会我们得问问豪尔。\n如果真像我想的那样，瓦利诺斯就没事。一点风险都没有！\n这些真相再难相信，它们{i}确实{/i}有好处。
batch_5.tsv	dialogue_0022.tsv	8530	char_fortaime	误译	They're adjustable, so you can wear them no matter what!\nYou don't need to look for a foothold anymore, you make them yourself!\nAs long as you're strong enough, there's nothing you can't climb, Monarch.	它们可以调节，所以你怎么都能戴！\n你不用再找落脚点了，自己就能造出来！\n只要你力气够，没什么是你爬不上去的，君主。	它们可以调节，所以你怎么都能戴！\n你不用再找落脚点了，落脚点可以自己造出来！\n只要你力气够，没什么是你爬不上去的，君主。	原文指自行制造落脚点，不是造出攀爬装备。	[旁白] He wanders over to a bag on the deck, and reaches inside.{w}\nA few mo | 他晃到甲板上的一个包旁，伸手进去。{w}\n过了一会儿，他掏出一些带爪的金属物件。{w}\n看来一对是给脚的，一对是给手的。	[char_fortaime] I know what I'm doing as soon as we get back.\nI'm heading to Valinort | 我知道一回去我要做什么。\n我要去瓦利诺斯，爬上巨树！\n我想让你跟我一起。那是个适合你学习的好地方。
batch_5.tsv	dialogue_0022.tsv	8563	旁白	术语	Fortaime's loyalty scene is now available when you return to the mainland.{w}\nThe game will notify you when you have access to the loyalty scene system.{w}\nLoyalty scenes can be initiated by clicking that character at the War Table.	返回大陆后，福泰姆的忠诚剧情将解锁。{w}\n当你可以使用忠诚剧情系统时，游戏会通知你。{w}\n在战争桌面上点击该角色即可触发忠诚剧情。	返回大陆后，福泰姆的忠诚剧情将解锁。{w}\n当你可以使用忠诚剧情系统时，游戏会通知你。{w}\n在作战桌上点击该角色即可触发忠诚剧情。	War Table 应与既有“作战桌”译法统一。	[旁白] A lot easier. | 轻松得多。	[旁白] I make my way down to the ship cabin, and see Ulric sitting on a bed.{ | 我下到船舱，看见乌尔里克坐在一张床上。{w}\n至少，是在这艘有点拥挤的船上勉强算床的东西。{w}\n他正在磨剑，动作间显然很用力。
batch_5.tsv	dialogue_0022.tsv	8585	char_ulric	其他	Remember me for the things I've done for {i}you{/i}, and The Rebellion.\nNo matter what you hear about me, or my past? Please don't judge me.\nI wouldn't judge you based on your past, so I expect the same from you.	记住我为你{i}和{/i}反抗军做过的事。\n不管你听到关于我或我过去的什么？请别评判我。\n我不会因为你的过去评判你，所以我也期望你能同样对我。	记住我为{i}你{/i}和反抗军做过的事。\n不管你听到关于我或我过去的什么？请别评判我。\n我不会因为你的过去评判你，所以我也期望你能同样对我。	强调标签误罩在“和”上，应保留原文对 you 的强调。	[char_ulric] I don't want to scare you, and I'm not really hiding anything.\nBut we | 我不想吓你，我也没真的隐瞒什么。\n但我们要去我的故乡了。你也许会……听到些事。\n能答应我一件事吗，君主？无论发生什么？	[旁白] I nod. I can afford him that courtesy, as long as he's not hiding anyt | 我点头。只要他没有隐瞒什么穷凶极恶的事，这份礼遇我可以给他。{w}\n但他不像是那种人。他确实把一生献给了和我相同的事业。
batch_5.tsv	dialogue_0022.tsv	8588	char_ulric	误译	It was especially hard since we're kind of \"involved\", now.\nIs that the right word for what we are? I don't really know.\nAfter what we did back in Mazeo, I think it's a safe term.	尤其难开口，因为我们现在算是“有牵连”了。\n这个词形容我们合适吗？我也不太清楚。\n鉴于我们在马泽奥做过的事，我想这说法还算稳妥。	尤其难开口，因为我们现在算是“在一起”了。\n这个词形容我们合适吗？我也不太清楚。\n鉴于我们在马泽奥做过的事，我想这说法还算稳妥。	“有牵连”在中文里近似涉案，不符合恋爱关系语境。	[char_ulric] Good. Then that's pretty much everything I had to say.\nI was really w | 好。那差不多就是我要说的全部了。\n我一直很担心。我不知道该怎么处理这个话题。\n所以——与其想太多，我干脆直说。谢谢你。	[char_ulric] I don't want to complicate things, so I'll just be quiet.\nBut don't t | 我不想把事情弄复杂，所以我就闭嘴了。\n但别以为我忘了发生的事。\n如果有机会，我希望还能再来一次……
batch_5.tsv	dialogue_0022.tsv	8594	旁白	语气	He gives me another one of those trademark smirks.{w}\nI get the feeling that he really does use alcohol as a social crutch.{w}\nHe's much more open and lively while under the influence. Is that bad?	他又给了我一个标志性的坏笑。{w}\n我感觉他确实把酒精当作社交的拐杖。{w}\n他在酒意上头时开放活泼得多。这算坏事吗？	他又给了我一个标志性的坏笑。{w}\n我感觉他确实把酒精当作社交的拐杖。{w}\n他喝过酒后开放活泼得多。这算坏事吗？	独白禁用网络口语“上头”，需改成中性表达。	[char_ulric] Talking about myself is hard. It definitely helps to get drunk.\nBut a | 谈自己很难。喝醉肯定有帮助。\n但这次航行他们{i}没{/i}想着带上麦酒。\n也许我会动用点关系，让回程更“热闹”些。	[旁白] I guess it's not my place to say. As long as it doesn't get in the way | 我想轮不到我来说。只要不碍他的职责就好。{w}\n我总觉得我们去阿拉林西亚会让他比以往更受瞩目。{w}\n我从床上起身，转身面对他。他继续弄
batch_5.tsv	dialogue_0022.tsv	8619	旁白	其他	There's definitely more on her mind, I can tell.{w}\nBut I can't force her to open up, so I stand there in silence.{w}\nMy ears are open to her, as long as she decides to speak.	我能看出她心里肯定还有别的事。{w}\n但我不能逼她开口，所以我默默站着。{w}\n只要她愿意说，我的耳朵为她敞开。	我能看出她心里肯定还有别的事。{w}\n但我不能逼她开口，所以我默默站着。{w}\n只要她愿意说，我随时都愿意听。	“我的耳朵为她敞开”是英文直译，不符合中文独白习惯。	[旁白] She lets out a loud sigh as we stare off into the horizon.{w}\nThe slo | 我们望着地平线，她重重叹了口气。{w}\n船身缓慢的摇晃把我们推得更近。{w}\n距离拉近了，我能更清楚地听见她。	[char_valessa] I was so lost in thought, I couldn't sleep last night.\nI decided to h | 昨晚我思绪万千，睡不着。\n我决定帮亚历克斯准备出航的船。\n我们聊了起来，他告诉了我一件震惊的事……
batch_5.tsv	dialogue_0022.tsv	8628	char_valessa	术语	But they were killers. They broke the law. They pillaged.\nThey were part of the reason The Triumvirate launched The Occupation.\nI know what you're going to say. \"They wanted the idol\". Piracy was a cover.	但他们是杀人犯。他们违法。他们掠夺。\n他们是三人执政团发动“占领”的原因之一。\n我知道你要说什么。“他们想要偶像”。海盗只是幌子。	但他们是杀人犯。他们违法。他们掠夺。\n他们是三人执政团发动“占领”的原因之一。\n我知道你要说什么。“他们想要灵像”。海盗只是幌子。	此处 idol 指灵像，不能译成“偶像”。	[char_valessa] At first I didn't believe it. I was lost in denial.\nBut they kept tel | 一开始我不信。我沉浸在否认中。\n但他们越说越多，我不得不接受。\n我一直把我们的父母想象成完美无瑕的人。	[char_valessa] And while you may be right, the excuse was still valid.\nAt the end of | 就算你说得对，那个借口依然成立。\n说到底，海盗行为在马泽奥肆虐。\n我们的父母也参与了，给了他们这个完美的借口，你明白吗？
batch_5.tsv	dialogue_0022.tsv	8663	旁白	术语	He lets out a soft laugh, and rests his hands behind his head, laying back.{w}\nMy heart beats incredibly fast, as this revelation slowly processes itself in my head.{w}\nThe final vision The Monarchy had given me, was of Pro betraying all of us...?	他轻笑一声，双手枕在脑后，向后躺下。{w}\n随着这个发现在我脑中慢慢消化，我的心跳得飞快。{w}\n王室给我的最后一段幻象，是普洛背叛我们所有人……？	他轻笑一声，双手枕在脑后，向后躺下。{w}\n随着这个发现在我脑中慢慢消化，我的心跳得飞快。{w}\n君主国给我的最后一段幻象，是普洛背叛我们所有人……？	The Monarchy 是势力专名，全篇统一为“君主国”。	[旁白] He lets out a loud sigh, and slowly rests his hand on top of mine.{w}\ | 他重重叹了口气，慢慢把手覆在我的手上。{w}\n过了一会儿，他微笑着与我十指相扣。{w}\n随着这个发现慢慢消化，我的心跳得飞快。	[旁白] What was going on...? Why would he do that...? | 这是怎么回事……？他为什么要那样做……？
batch_5.tsv	dialogue_0022.tsv	8678	char_pro	误译	Why did they hate me...?\nWhy did they throw me away like garbage?\nIf they weren't proud of me, are they proud now...?	他们为什么恨我……？\n他们为什么像扔垃圾一样把我扔掉？\n如果他们不曾以我为傲，那现在呢……？	他们为什么恨我……？\n他们为什么像扔垃圾一样把我扔掉？\n如果他们不曾以我为傲，那他们现在会以我为傲吗……？	原译漏掉“现在是否会以我为傲”的完整语义。	[char_pro] I'm sure you've already guessed it, but the boy is me.\nEvery action h | 我确定你已经猜到了，那个男孩就是我。\n每个行为都有原因。即使是像我这样恶劣的行为。\n我只想再见父母一面，面对面——然后问他们。	[char_pro] I'd do anything to learn where they are right now.\nFollow any order,  | 为了知道他们现在在哪，我什么都愿意做。\n服从任何命令，采取任何行动。\n希望你能理解，[firstname]。
batch_5.tsv	dialogue_0022.tsv	8683	旁白	误译	No matter what happened — he'd always be welcome at my side.{w}\nWe continue to kiss, the sweet scent of the candle slowly filling the room.{w}\nThe perfect atmosphere, the perfect mood, to express our feelings for one another.	无论发生什么——他永远都欢迎留在我身边。{w}\n我们继续亲吻，蜡烛的甜香慢慢充满房间。{w}\n完美的氛围，完美的情绪，去表达我们对彼此的感情。	无论发生什么，我身边永远有他的位置。{w}\n我们继续亲吻，蜡烛的甜香慢慢充满房间。{w}\n完美的氛围，完美的情绪，去表达我们对彼此的感情。	原句主语错位，读成“他欢迎自己留在我身边”。	[旁白] I lean in closer, lowering my hand down to his side.{w}\nWe kiss, and  | 我凑得更近，把手放低到他身侧。{w}\n我们接吻，我能感觉到他轻轻颤抖，仿佛很害羞。{w}\n双唇相触时，一滴泪从他眼角滑落。	[char_pro] Until The Rebellion took him in, of course.\nI'm sure you already gues | 当然，直到反抗军收留了他。\n我确定你已经猜到了，那个男孩就是我。\n我所有的行为，无论多坏，都有原因。
batch_5.tsv	dialogue_0022.tsv	8783	char_fortaime	语气	You two make a good duo. I'm just unnecessary at this point.\nBut if I became The Elder? We could all work as a team.\nIt'd be like we're a Triumvirate of our own...!	你们俩是很棒的搭档。我现在只是多余的。\n但如果我当上长老呢？我们就能作为一个团队共事。\n就像我们自己组建了一个三人执政团……！	你们俩是很棒的搭档。我现在只是多余的。\n但如果我当上长老呢？我们就能一起共事。\n就像我们自己组建了一个三人执政团……！	对话层避免现代职场词“团队”。	[char_fortaime] I know, but The Elder is {i}way{/i} more important!\nRight now, I'm st | 我知道，但长老{i}重要得多{/i}！\n现在，除非瓦莱莎出什么事，我就卡在这儿了。\n我更愿意通过别的途径晋升，你懂吧？	[char_fortaime] That's fine. You don't have to choose right now.\nBut I'd like to thin | 没关系。你不用现在就选。\n但我希望范围已经缩小到瓦莱莎或我。\n我们一辈子都在跟你和长老共事。
batch_5.tsv	dialogue_0023.tsv	8836	旁白	术语	The leaves are swaying in the wind.{w}\nA few fall down, and they soar around majestically.{w}\nWe're far enough from Eastcrown that they didn't wilt.{w}\nIt's amazing how much the spirits helped out our settlement.	树叶在风中摇曳。{w}\n几片飘落下来，庄严地盘旋飞舞。{w}\n我们离东冠足够远，所以它们没有枯萎。{w}\n精灵对我们的聚居地帮助之大，真是不可思议。	树叶在风中摇曳。{w}\n几片飘落下来，庄严地盘旋飞舞。{w}\n我们离东冠足够远，所以它们没有枯萎。{w}\n众灵对我们的聚居地帮助之大，真是不可思议。	the spirits 应译为“众灵”，不能使用“精灵”。	[旁白] The ground is soft, and full of grass.{w}\nIt's growing out of control | 地面松软，长满了草。{w}\n我一眼就注意到，它疯长得没人管。{w}\n这里没人像村里那样修剪它。{w}\n真奇怪，一条看不见的界线竟能带来	[旁白] Damek returned to the surface with Gryz at his side.{w}\nThe older man | 达梅克回到地面，格瑞兹就在他身旁。{w}\n那位年长的男人深吸一口气，享受着新鲜空气。{w}\n下面有点闷。但他们还能凑合。
batch_5.tsv	dialogue_0023.tsv	8842	char_damek	术语	Relieved, with a side of being terrified.\nAt least, that's how I feel about all of this.\nFinding another Spirit Idol. This changes everything.	如释重负，同时又怕得要命。\n至少，我对这一切的感觉就是这样。\n又找到一尊精灵灵像。这会改变一切。	如释重负，同时又怕得要命。\n至少，我对这一切的感觉就是这样。\n又找到一尊灵像。这会改变一切。	spirit idol 全篇统一为“灵像”。	[char_jit_map026_1_0_27] One step at a time. Let's not get carried away.\nI'll write them, and  | 一步一步来。别得意忘形。\n我会写信给他们，让他们知道我们发现了什么。\n这么多年过去了，我说不清自己是什么感受。	[char_jit_map026_1_0_27] We always assumed {i}that{/i} was the idol. At the altar.\nIt was alwa | 我们一直以为祭坛上{i}那尊{/i}就是灵像。\n它总是那么黯淡，我们还以为它快消亡了。\n但它其实一直在从地底深处吸取力量。
batch_5.tsv	dialogue_0023.tsv	8853	旁白	术语	Halin finally caught up with his master.{w}\nHe was slightly out of breath, having run a great distance.{w}\nBut his annoyance outweighed anything. He was lied to.	哈林终于追上了他的主人。{w}\n他跑了很远，微微有些气喘。{w}\n但恼怒压过了一切。他被骗了。	哈林终于追上了他的师父。{w}\n他跑了很远，微微有些气喘。{w}\n但恼怒压过了一切。他被骗了。	此处指 Halin 的师父 Sovy，应统一称呼。	[char_damek] Right now, they're busy with Valinorth.\nBut by the time they reroute, | 眼下，他们正忙着对付瓦利诺斯。\n但等他们改变路线时，我的军队已经就位。\n等他们踏入地下，我们就把他们全部杀光。	[char_halin] Sovy, explain yourself immediately.\nYou told me to wait in the castle | 索维，马上给我解释清楚。\n你让我在城堡中庭等着。\n要是我真照做了，你就会丢下我自己走。
batch_5.tsv	dialogue_0023.tsv	8872	char_fortaime	术语	And look at the Spirit Idol! That's so cool!\nEven if it's not lit up, it's still beautiful.	看那尊精灵灵像！太酷了！\n就算它没亮起来，也依然很美。	看那尊灵像！太酷了！\n就算它没亮起来，也依然很美。	spirit idol 全篇统一为“灵像”。	[char_valessa] Whoa, this is amazing...!\nI can't believe something like this was so  | 哇，太惊人了……！\n真不敢相信这样的东西就在这么近的地方。	[char_valessa] Mylus said it went dark when [firstname] was born...?\nI can't believe | 迈勒斯说它是在[firstname]出生时暗下去的吗……？\n真不敢相信那么多能量都在你体内。
batch_5.tsv	dialogue_0023.tsv	8881	char_fortaime	术语	I always knew that Mylus had people guard Sauleberg.\nBut I thought it was to keep the spirit idol safe.\nNow we know, it's so they don't find out it's dark.	我一直知道迈勒斯派人守卫着索尔伯格。\n但我以为那是为了保护精灵灵像。\n现在我们知道，是为了不让人发现它已经黯淡了。	我一直知道迈勒斯派人守卫着索尔伯格。\n但我以为那是为了保护灵像。\n现在我们知道，是为了不让人发现它已经黯淡了。	spirit idol 全篇统一为“灵像”。	[旁白] It appears that Mylus has people take care of this place.{w}\nThere's  | 看来迈勒斯让人打理着这个地方。{w}\n草这么短，没有别的解释。{w}\n如果这里真的荒废了，草几乎会长得跟我们一样高。	[char_valessa] So we weren't the first ones that he told, then?\nThe guards must've k | 那么，我们不是他告诉的第一批人？\n守卫们整天看守，肯定早就知道。\n我都想不出迈勒斯还这么信任谁。
batch_5.tsv	dialogue_0023.tsv	8897	char_valessa	术语	I can't believe we've lost our connection with the spirits.\nThere must be some way to get it back, right...?	真不敢相信，我们失去了与精灵的联系。\n总有办法恢复的吧，对吧……？	真不敢相信，我们失去了与众灵的联系。\n总有办法恢复的吧，对吧……？	the spirits 应译为“众灵”，不能使用“精灵”。	[旁白] So this is it. The idol that gave me its power.{w}\nAgainst my will, I | 就是它了。赋予我力量的灵像。{w}\n违背我的意愿，我被选中去承担这份更伟大的命运。{w}\n瓦利诺斯最后的女先知。也许，还是阿莱斯蒂亚的救	[char_fortaime] Are you sure we lost it, though?\nIt's still here, just inside of [fir | 可你确定我们失去了吗？\n它还在，就在[firstname]体内。
batch_5.tsv	dialogue_0023.tsv	8905	旁白	术语	We look at each other, and smile.{w}\nThere had to be a way to reconnect Valinorth with the spirits.{w}\nWe had a long journey ahead of us, and plenty of time to learn how.	我们相视而笑。{w}\n一定有办法让瓦利诺斯重新与精灵相连。{w}\n前路漫长，我们有充足的时间去弄清楚。	我们相视而笑。{w}\n一定有办法让瓦利诺斯重新与众灵相连。{w}\n前路漫长，我们有充足的时间去弄清楚。	the spirits 应译为“众灵”，不能使用“精灵”。	[char_valessa] Yeah, that's what I was thinking.\nMaybe this is only temporary, and t | 是啊，我也是这么想的。\n也许这只是暂时的，它们会回来的。\n我们赢了之后，[firstname]就不需要这份力量了，对吧？	[旁白] It looks like these bridges lead to The Outlook.{w}\nIt's technically  | 这些桥似乎通向观景台。{w}\n严格来说，那是通往阿莱斯蒂亚其他地区的出口。{w}\n一条漫长的山道会把你带到大陆。
